Id;Label;Contribution;Weight;Weighted Degree;Eccentricity;closnesscentrality;harmonicclosnesscentrality;betweenesscentrality;eigencentrality;Degree;;
619;Mauricet;Darsteller;1;10;4;0.327378;0.343383;0;0.040502;10;;
620;Dita Parlo;Darsteller;1;11;5;0.314507;0.331089;0;0.019499;10;;
621;Dennis Wyndham;Darsteller;1;12;5;0.28987;0.304328;0;0.033075;11;;
622;May Vincent;Darsteller;1;12;5;0.331099;0.347785;0;0.030037;11;;
623;Michael Bohnen;Darsteller;1;13;4;0.356113;0.374046;0;0.069511;12;;
624;Curt Alexander;Drehbuch;1;13;4;0.359494;0.377861;0;0.067651;13;;
625;Charles Fallot;Darsteller;1;14;4;0.343099;0.360622;0;0.066458;13;;
626;Olga von Bassow;Darsteller;1;14;4;0.360864;0.380869;0;0.09619;14;;
627;Charlotte Hagenbruch;Darsteller;1;11;5;0.314507;0.331089;0;0.019499;10;;
628;Oriel Ross;Darsteller;1;8;5;0.262538;0.272565;0;0.009012;7;;
629;Oscar Sabo;Darsteller;1;13;4;0.376658;0.396934;0;0.1248;12;;
630;Oskar Friedrich Werndorff;Bauten;1;16;5;0.312431;0.330692;0;0.033242;16;;
631;Charles Vanel;Darsteller;1;13;4;0.339408;0.356661;0;0.066079;13;;
632;Charles Stumar;Kamera;1;14;4;0.331582;0.347858;0;0.031407;12;;
633;Charles Dechamps;Darsteller;1;14;4;0.350077;0.369278;0;0.106911;14;;
634;Michal Mareš;Drehbuch;1;12;5;0.330329;0.345217;0;0.028281;9;;
635;Charles Boyer;Darsteller;1;14;4;0.343722;0.362823;0;0.098189;14;;
636;Cesare Andrea Bixio;Musik;1;17;4;0.330041;0.346391;0;0.038822;16;;
637;Carola Neher;Darsteller;1;16;4;0.349861;0.369865;0;0.080442;16;;
638;Otto Moldenhauer;Bauten;1;12;5;0.328039;0.345965;0;0.033006;12;;
639;Carlos Avril;Darsteller;1;13;4;0.363869;0.382409;0;0.087483;13;;
640;Carlo Montuori;Kamera;1;12;4;0.353234;0.370599;0;0.069323;12;;
641;Carla Gidt;Darsteller;1;16;4;0.358247;0.378374;0;0.112642;16;;
642;Christa Winsloe;Drehbuch;1;14;5;0.337192;0.353697;0;0.035414;14;;
643;Olga Engl;Darsteller;1;11;4;0.345814;0.362969;0;0.052952;11;;
644;Christoph Mülleneisen Jr.;Produzent;1;12;4;0.358812;0.375807;0;0.082633;12;;
645;Norbert Glanzberg;Musik;1;14;4;0.354778;0.375367;0;0.107417;14;;
646;Michèle;Darsteller;1;18;4;0.373684;0.396127;0;0.131631;18;;
647;Conrad Wiene;Regie;1;13;4;0.35938;0.379548;0;0.078923;13;;
648;Miles Malleson;Drehbuch;1;16;5;0.312431;0.330692;0;0.033242;16;;
649;Minnie Brown;Darsteller;1;8;5;0.266167;0.277641;0;0.007873;8;;
650;Comedian Harmonists;Darsteller;1;14;5;0.328989;0.347799;0;0.092929;14;;
651;Molino von Kluck;Darsteller;1;9;5;0.330906;0.346919;0;0.033097;9;;
652;Muriel Angelus;Darsteller;1;12;5;0.28987;0.304328;0;0.033075;11;;
653;Colette Darfeuil;Darsteller;1;12;4;0.327283;0.345217;0;0.076919;12;;
654;Colette Corder;Darsteller;1;14;4;0.367638;0.387397;0;0.090711;13;;
655;Nico Dostal;Musik;1;12;4;0.347082;0.364583;0;0.079269;12;;
656;Claus Clausen;Darsteller;1;19;4;0.339003;0.357101;0;0.052872;16;;
657;Nikolai Wassileff;Darsteller;1;18;4;0.354667;0.37456;0;0.089059;17;;
658;Nikolaus Mick;Schnitt;1;14;4;0.354778;0.375367;0;0.107417;14;;
659;Ninon Steinhoff;Drehbuch;1;17;4;0.347613;0.368104;0;0.077569;17;;
660;Nora Gregor;Darsteller;1;13;4;0.351485;0.368325;0;0.06459;12;;
661;Richard Angst;Kamera;1;16;5;0.318118;0.334595;0;0.028231;14;;
662;Robert Gys;Bauten;1;15;4;0.362592;0.381382;0;0.098274;14;;
663;Bernhard Eichhorn;Musik;1;5;5;0.295295;0.306763;0;0.010385;5;;
664;Alfred Hitchcock;Regie;1;14;4;0.336992;0.355267;0;0.039793;14;;
665;Walter Jankuhn;Darsteller;1;14;4;0.36236;0.381749;0;0.099393;13;;
666;Alice Tissot;Darsteller;1;14;4;0.349002;0.367004;0;0.107786;14;;
667;Walter Jonas;Drehbuch;1;14;4;0.371485;0.390845;0;0.131398;14;;
668;Alfredo Montori;Bauten;1;17;4;0.330041;0.346391;0;0.038822;16;;
669;Alfred Strasser;Musik;1;14;4;0.36236;0.381749;0;0.099393;13;;
670;Alfred Polgar;Drehbuch;1;13;5;0.343618;0.35983;0;0.052675;12;;
671;Alfred Läutner;Darsteller;1;14;4;0.372581;0.391799;0;0.111144;13;;
672;Alfred Loretto;Darsteller;1;18;4;0.351376;0.369645;0;0.066412;17;;
673;Alfred Frank;Drehbuch;1;15;5;0.347082;0.364847;0;0.062256;14;;
674;Walter Bach;Darsteller;1;10;4;0.330041;0.344997;0;0.034564;10;;
675;Walter Sieber;Musik;1;13;4;0.378793;0.397814;0;0.098721;11;;
676;Alfred Döblin;Drehbuch;1;13;5;0.333627;0.351834;0;0.04257;13;;
677;Wanda Gréville;Darsteller;1;15;4;0.351921;0.371112;0;0.075712;15;;
678;Wanda Rotter;Darsteller;1;15;4;0.362476;0.381822;0;0.113302;14;;
679;Warwick Ward;Darsteller;1;8;5;0.262538;0.272565;0;0.009012;7;;
680;Weiß-Ferdl;Darsteller;1;13;4;0.336792;0.351379;0;0.036346;11;;
681;Alexandra Schmitt;Darsteller;1;15;4;0.376533;0.397521;0;0.115856;14;;
682;Werner Fuetterer;Darsteller;1;13;5;0.305952;0.321714;0;0.019436;12;;
683;Alida Rouffemère superieure;Darsteller;1;13;4;0.315556;0.33194;0;0.030747;13;;
684;Walburga Gmür;Darsteller;1;15;5;0.264309;0.276585;0;0.006927;10;;
685;Alexander Uralsky;Schnitt;1;18;4;0.369311;0.390258;0;0.140252;17;;
686;André Berley;Darsteller;1;14;4;0.340936;0.359082;0;0.07787;13;;
687;André Luguet;Darsteller;1;12;4;0.36236;0.380722;0;0.077688;12;;
688;Valeska Gert;Darsteller;1;16;4;0.349861;0.369865;0;0.080442;16;;
689;Valy Arnheim;Darsteller;1;9;4;0.34393;0.358935;0;0.047899;9;;
690;Vicky Werckmeister;Darsteller;1;15;5;0.353014;0.372697;0;0.094454;13;;
691;Victor Janson;Regie;1;12;4;0.35757;0.375734;0;0.080188;12;;
1213;Paul Czinner;Regie/Drehbuch;4;48;4;0.355222;0.376761;1881.666667;0.091422;22;;
694;Viktor Franz;Darsteller;1;14;4;0.348787;0.367224;0;0.075835;13;;
695;Andrews Engelmann;Darsteller;1;13;4;0.339408;0.356661;0;0.066079;13;;
696;W. Günther;Bauten;1;14;4;0.37766;0.398768;0;0.168296;14;;
697;Viktor Schwanneke;Viktor Schwanneke;;Darsteller;1;12;4;0.356448;0.373973;0;0.103975;12
698;Andor Zsoldos;Drehbuch;1;13;4;0.344034;0.361429;0;0.04994;13;;
699;Viktor Tourjansky;Regie;1;13;5;0.328039;0.344968;0;0.03584;13;;
700;Vincent Scotto;Musik;1;14;4;0.352467;0.371992;0;0.073431;13;;
701;Vittore Armenise;Kamera;1;12;4;0.347082;0.364583;0;0.079269;12;;
702;Vladimír Majer;Darsteller;1;9;4;0.333333;0.348225;0;0.029808;9;;
703;Václav Vích;Kamera;1;9;4;0.333333;0.348225;0;0.029808;9;;
704;Alma Reville;Drehbuch;1;14;4;0.336992;0.355267;0;0.039793;14;;
705;Alexander von Lagorio;Kamera;1;14;4;0.32154;0.338615;0;0.025681;13;;
706;Alexander Murski;Darsteller;1;16;4;0.376034;0.396053;0;0.120575;15;;
707;Ubaldo Arata;Kamera;1;17;4;0.330041;0.346391;0;0.038822;16;;
708;Wolfgang Liebeneiner;Darsteller;1;13;4;0.349646;0.366491;0;0.047534;13;;
709;Aimé Clariond;Darsteller;1;13;4;0.348253;0.365537;0;0.052269;12;;
710;Agnes Bernauer;Darsteller;1;13;4;0.351485;0.368325;0;0.06459;12;;
711;Adolf Wohlbrück;Darsteller;1;18;4;0.384954;0.408744;0;0.161114;18;;
712;Wladimir Gaidarow;Darsteller;1;14;4;0.356113;0.373606;0;0.072275;13;;
713;Wolf von Rothberg;Darsteller;1;12;4;0.378288;0.399061;0;0.121685;12;;
714;Wolfgang Amadeus Mozart;Musik;1;15;5;0.347082;0.364847;0;0.062256;14;;
715;Wolfgang Goetz;Drehbuch;1;13;5;0.328039;0.344968;0;0.03584;13;;
716;Wolfgang Klein;Darsteller;1;15;5;0.264309;0.276585;0;0.006927;10;;
717;Adolf Otto Weitzenberg;Kamera;1;12;4;0.332164;0.348151;0;0.04113;11;;
1212;André Hugon;Regie/Produzent;2;21;5;0.306199;0.323034;171.356306;0.020873;15;;
719;Wolfgang Neff;Regie;1;0;0;0;0;0;0;0;;
720;Adolf Edgar Licho;Drehbuch;1;13;5;0.328039;0.344968;0;0.03584;13;;
721;Wolfgang Zeller;Musik;1;15;5;0.264309;0.276585;0;0.006927;10;;
722;Wolfgang Zilzer;Darsteller;1;14;4;0.365039;0.384536;0;0.122614;14;;
723;Wolfgang von Schwindt;Darsteller;1;13;4;0.362939;0.382042;0;0.088447;12;;
724;Yvan Noé;Regie;1;12;4;0.36236;0.380722;0;0.077688;12;;
725;Yvette Rodin;Darsteller;1;14;4;0.36457;0.38549;0;0.089466;14;;
726;Yvonne Albinus;Darsteller;1;10;4;0.345499;0.363043;0;0.060865;10;;
727;Aimé Simon-Girard;Darsteller;1;12;4;0.33304;0.350059;0;0.039214;12;;
728;Alain Guivel;Darsteller;1;12;4;0.33304;0.350059;0;0.039214;12;;
729;Werner Schott;Darsteller;1;12;4;0.369431;0.387691;0;0.079849;12;;
730;Willi Kollo;Musik;1;16;4;0.365862;0.387764;0;0.116144;16;;
731;Wilhelm Ballacz;Kamera;1;14;4;0.331582;0.347858;0;0.031407;12;;
732;Alexander Loschakoff;Bauten;1;13;4;0.328894;0.345584;0;0.031266;12;;
733;Wilhelm Groß;Musik;1;13;4;0.359494;0.377861;0;0.067651;13;;
1198;Max Neufeld;Regie/Drehbuch;3;42;4;0.398457;0.423049;130.073604;0.20067;25;;
735;Alexander Engel;Drehbuch;1;13;4;0.344034;0.361429;0;0.04994;13;;
736;Alexa von Engström;Darsteller;1;12;4;0.347082;0.364583;0;0.079269;12;;
737;Alex Bernard;Darsteller;1;13;4;0.328894;0.345584;0;0.031266;12;;
738;Albrecht Joseph;Drehbuch;1;13;4;0.353014;0.372579;0;0.066319;12;;
739;Alberto Giacalone;Produzent;1;14;4;0.363753;0.385343;0;0.119306;14;;
740;Willy Roxin;Darsteller;1;16;4;0.354115;0.373019;0;0.082631;16;;
741;Albert Schattmann;Kamera;1;12;5;0.330329;0.345217;0;0.028281;9;;
742;Albert Préjean;Darsteller;1;17;4;0.347613;0.368104;0;0.077569;17;;
743;William Karfiol;Drehbuch;1;15;4;0.357458;0.376467;0;0.094869;15;;
744;Willy Engel-Berger;Musik;1;14;4;0.364219;0.384023;0;0.090975;13;;
745;Albert Hörrmann;Darsteller;1;12;4;0.339003;0.356221;0;0.040404;11;;
746;Albert Florath;Darsteller;1;13;5;0.333627;0.351834;0;0.04257;13;;
747;Albert Broquin;Darsteller;1;15;4;0.372948;0.391945;0;0.097979;15;;
748;Willy Reiber;Bauten;1;13;4;0.336792;0.351379;0;0.036346;11;;
749;Ulrich Bettac;Darsteller;1;14;4;0.371485;0.392092;0;0.116589;14;;
750;Truus van Aalten;Darsteller;1;12;4;0.347082;0.364583;0;0.079269;12;;
751;Richard Kessler;Drehbuch;1;12;4;0.367757;0.386444;0;0.120989;12;;
752;Rolla France;Darsteller;1;8;5;0.266167;0.277641;0;0.007873;8;;
753;Roger Blum;Drehbuch;1;14;4;0.364453;0.383656;0;0.089652;14;;
754;Armando Fragna;Musik;1;17;4;0.330041;0.346391;0;0.038822;16;;
755;Armand Thirard;Kamera;1;15;4;0.351921;0.371112;0;0.075712;15;;
756;Roger Tréville;Darsteller;1;14;5;0.3354;0.352421;0;0.054787;14;;
757;Rolf Jacoby;Musik;1;13;4;0.356113;0.374046;0;0.069511;12;;
758;Aribert Wäscher;Darsteller;1;13;4;0.362939;0.382042;0;0.088447;12;;
759;Rolf Wenkhaus;Darsteller;1;11;4;0.345814;0.362969;0;0.052952;11;;
760;Aribert Mog;Darsteller;1;12;4;0.332164;0.348151;0;0.04113;11;;
761;Roman Ludwig Chmehl;Musik;1;16;4;0.358247;0.378374;0;0.112642;16;;
762;Arnold Jenssen;Bauten;1;13;4;0.348039;0.363336;0;0.053157;11;;
763;Roost;Schnitt;1;13;4;0.363869;0.382409;0;0.087483;13;;
764;Rosa Valetti;Darsteller;1;14;4;0.362823;0.382556;0;0.129273;14;;
765;Rudi Matt;Darsteller;1;16;5;0.318118;0.334595;0;0.028231;14;;
766;Rudolf Bernauer;Drehbuch;1;15;4;0.376533;0.397521;0;0.115856;14;;
767;Rudolf Biebrach;Darsteller;1;11;4;0.345814;0.362969;0;0.052952;11;;
768;Arcany;Musik;1;13;4;0.359494;0.377861;0;0.067651;13;;
769;Anton Resch;Produzent;1;14;4;0.32154;0.338615;0;0.025681;13;;
770;Rudolf Nelson;Musik;1;14;4;0.36236;0.381749;0;0.099393;13;;
771;Robert Wohlmuth;Regie;1;14;4;0.364687;0.38527;0;0.092839;14;;
772;Robert T. Thoeren;Darsteller;1;13;4;0.351485;0.368325;0;0.06459;12;;
773;Rudolph Meinhard;Darsteller;1;9;4;0.34393;0.358935;0;0.047899;9;;
774;Austin Egen;Musik;1;16;4;0.354889;0.375513;0;0.122298;16;;
775;Richard Ludwig;Darsteller;1;16;4;0.354115;0.373019;0;0.082631;16;;
776;Ben Fett;Produzent;1;14;4;0.360864;0.380869;0;0.09619;14;;
777;Bankier;Darsteller;1;11;4;0.368592;0.38681;0;0.086092;11;;
778;Richard Schneider-Edenkoben;Drehbuch;1;18;4;0.365039;0.384243;0;0.096869;17;;
779;Richard Strauß;Musik;1;18;4;0.354667;0.37456;0;0.089059;17;;
1194;Lupu Pick;Regie/Produzent;3;34;4;0.339815;0.359742;71.245832;0.04949;19;;
782;Rita Page;Darsteller;1;12;5;0.28987;0.304328;0;0.033075;11;;
783;Augusto Genina;Regie;1;18;4;0.351376;0.369645;0;0.066412;17;;
784;Arpad Viragh;Kamera;1;16;5;0.312431;0.330692;0;0.033242;16;;
785;Robert Gilbert;Musik;1;15;5;0.353014;0.372697;0;0.094454;13;;
786;August Müller;Produzent;1;12;5;0.328039;0.345965;0;0.033006;12;;
787;Aud Egede-Nissen;Darsteller;1;12;5;0.328039;0.345965;0;0.033006;12;;
788;Artur Schwarz;Bauten;1;14;4;0.32154;0.338615;0;0.025681;13;;
789;Artur Rebner;Drehbuch;1;14;4;0.372581;0.391799;0;0.111144;13;;
790;Artur Berger;Bauten;1;9;4;0.333333;0.348225;0;0.029808;9;;
791;Robert Péguy;Regie;1;13;4;0.339408;0.356661;0;0.066079;13;;
792;Arthur Pohl;Drehbuch;1;15;4;0.35203;0.371846;0;0.097236;15;;
793;Anton Kuh;Drehbuch;1;18;4;0.365039;0.384243;0;0.096869;17;;
794;Ruth Jacobsen;Darsteller;1;13;4;0.346236;0.365317;0;0.055061;12;;
795;André Mauprey;Drehbuch;1;17;4;0.347613;0.368104;0;0.077569;17;;
796;Andrée Lorraine;Darsteller;1;13;4;0.315556;0.33194;0;0.030747;13;;
797;Sándor Góth;Darsteller;1;13;4;0.361208;0.379475;0;0.081336;13;;
798;Tala Birell;Darsteller;1;13;4;0.381592;0.401482;0;0.137062;13;;
799;Tamara Desni;Darsteller;1;15;4;0.376658;0.39708;0;0.179818;15;;
800;Teddy Bill;Darsteller;1;18;4;0.365039;0.384243;0;0.096869;17;;
801;Thea von Harbou;Drehbuch;1;12;4;0.354557;0.372506;0;0.062999;11;;
802;Theo Lingen;Darsteller;1;10;4;0.349754;0.36583;0;0.071464;10;;
803;Anna Gmeyner;Drehbuch;1;17;4;0.348787;0.367077;0;0.071218;17;;
804;Angelo Ferrari;Darsteller;1;13;4;0.344034;0.361429;0;0.04994;13;;
805;Andrée Danis;Schnitt;1;13;5;0.328039;0.344968;0;0.03584;13;;
806;Sylvette Fillacier;Darsteller;1;13;4;0.363869;0.382409;0;0.087483;13;;
807;Theodor Thony;Darsteller;1;14;5;0.328989;0.347799;0;0.092929;14;;
808;Therese Giehse;Darsteller;1;13;4;0.344034;0.361429;0;0.04994;13;;
809;Thomy Bourdelle;Darsteller;1;14;4;0.343722;0.362823;0;0.098189;14;;
810;Tibor von Mindszenty;Darsteller;1;17;4;0.367044;0.387177;0;0.121433;16;;
811;André Rigaud;Regie;1;15;4;0.378793;0.398914;0;0.125506;15;;
812;Toni van Eyck;Darsteller;1;14;5;0.349323;0.367165;0;0.060922;13;;
813;André Pilot;Darsteller;1;15;5;0.347082;0.364847;0;0.062256;14;;
814;André Michaud;Darsteller;1;15;4;0.372948;0.391945;0;0.097979;15;;
815;Annabella;Darsteller;1;12;4;0.327283;0.345217;0;0.076919;12;;
816;Suzy Leroy;Darsteller;1;13;4;0.315556;0.33194;0;0.030747;13;;
817;Salka Viertel;Darsteller;1;11;5;0.314507;0.331089;0;0.019499;10;;
818;Sigi Hofer;Darsteller;1;10;4;0.349754;0.36583;0;0.071464;10;;
819;Salom Bela;Darsteller;1;15;4;0.357458;0.376467;0;0.094869;15;;
820;Sari Maritza;Darsteller;1;13;4;0.34772;0.365537;0;0.097024;13;;
821;Anton Edthofer;Darsteller;1;11;4;0.365273;0.383583;0;0.082507;10;;
822;Serge Nadaud;Darsteller;1;12;4;0.33304;0.350059;0;0.039214;12;;
823;Serge Pimenoff;Bauten;1;13;5;0.328039;0.344968;0;0.03584;13;;
824;Anni Ann;Darsteller;1;6;5;0.342169;0.359126;0;0.059665;6;;
825;Annemarie Steinsieck;Darsteller;1;18;4;0.354667;0.37456;0;0.089059;17;;
826;Siegfried Weinmann;Kamera;1;19;4;0.339003;0.357101;0;0.052872;16;;
827;Sigurd Lohde;Darsteller;1;15;4;0.336294;0.356001;0;0.076477;13;;
828;Susi Ralph;Darsteller;1;14;4;0.360864;0.380869;0;0.09619;14;;
829;Silvio de Pedrelli;Darsteller;1;15;4;0.378793;0.398914;0;0.125506;15;;
830;Simon Salkind;Produzent;1;14;4;0.364687;0.38527;0;0.092839;14;;
831;Simone Bourday;Darsteller;1;12;4;0.33304;0.350059;0;0.039214;12;;
832;Simone Simon;Darsteller;1;14;5;0.3354;0.352421;0;0.054787;14;;
833;Solange Bussy;Drehbuch;1;17;4;0.347613;0.368104;0;0.077569;17;;
834;Stefan Eiben;Kamera;1;13;4;0.361208;0.379475;0;0.081336;13;;
835;Stefan Rényi;Musik;1;16;4;0.377785;0.398768;0;0.139574;16;;
836;Stefan Weiß;Musik;1;12;4;0.351268;0.368031;0;0.062457;12;;
837;Marie Bell;Darsteller;1;17;4;0.341449;0.360475;0;0.066894;17;;
838;Marcel Vibert;Darsteller;1;14;5;0.328989;0.347799;0;0.092929;14;;
839;Edith Meinhard;Darsteller;1;14;4;0.360979;0.381896;0;0.11812;13;;
840;Hertha Guthmar;Darsteller;1;18;4;0.354667;0.37456;0;0.089059;17;;
841;Friedrich Harnisch;Produzent;1;14;4;0.371485;0.392092;0;0.116589;14;;
842;Friedrich Ettel;Darsteller;1;13;4;0.349646;0.366491;0;0.047534;13;;
843;Hermann Rosenfeld;Produzent;1;14;4;0.360063;0.377641;0;0.074971;14;;
844;Friedel Schuster;Darsteller;1;13;4;0.356113;0.374046;0;0.069511;12;;
845;Hermann Starnburg;Darsteller;1;14;4;0.367638;0.387397;0;0.090711;13;;
846;Friedel Buckow;Schnitt;1;13;4;0.380952;0.401995;0;0.11238;13;;
847;Frida Richard;Darsteller;1;17;4;0.358812;0.378521;0;0.084757;17;;
849;Hertha Thiele;Darsteller;1;14;5;0.337192;0.353697;0;0.035414;14;;
850;Hugo von Kaweczynski;Kamera;1;14;4;0.370757;0.389671;0;0.125437;14;;
851;Hertha von Walther;Darsteller;1;16;4;0.377785;0.398768;0;0.139574;16;;
852;Hilda Rosch;Hilda Rosch;;Darsteller;1;12;5;0.330329;0.345217;0;0.028281;9
853;Abel Jacquin;Darsteller;1;17;4;0.341449;0.360475;0;0.066894;17;;
1215;Mario Bonnard;Drehbuch/Regie;4;46;4;0.344034;0.361869;64.817213;0.042461;17;;
855;Hubert von Meyerinck;Darsteller;1;9;5;0.330906;0.346919;0;0.033097;9;;
856;Hugh Stephen Douglas;Darsteller;1;14;4;0.32154;0.338615;0;0.025681;13;;
857;Hugh Wakefield;Darsteller;1;16;5;0.312431;0.330692;0;0.033242;16;;
858;Hugo Döblin;Darsteller;1;10;4;0.330041;0.344997;0;0.034564;10;;
859;Hermann Fellner;Produzent;1;13;4;0.346236;0.365317;0;0.055061;12;;
860;Hermann Böttger;Kamera;1;14;4;0.374053;0.395173;0;0.147063;14;;
861;Hermann Böttcher;Kamera;1;7;4;0.354004;0.369938;0;0.075335;7;;
862;Herbert Silbermann;Produzent;1;13;4;0.35938;0.379548;0;0.078923;13;;
863;Fritz Genschow;Darsteller;1;14;4;0.364687;0.38527;0;0.092839;14;;
864;Henri Kerny;Darsteller;1;14;5;0.3354;0.352421;0;0.054787;14;;
865;Henri Poussard;Darsteller;1;12;4;0.33304;0.350059;0;0.039214;12;;
866;Henri Rust;Schnitt;1;17;4;0.347613;0.368104;0;0.077569;17;;
867;Henri Valbel;Darsteller;1;18;4;0.344556;0.361869;0;0.053854;15;;
868;Fritz Daghofer;Darsteller;1;15;5;0.347082;0.364847;0;0.062256;14;;
869;Henry Bender;Darsteller;1;14;4;0.36457;0.384463;0;0.138698;14;;
870;Fritz Anders;Drehbuch;1;16;4;0.32;0.336048;0;0.036949;15;;
871;Henry Sokal;Produzent;1;16;5;0.318118;0.334595;0;0.028231;14;;
872;Henry Wenman;Darsteller;1;12;5;0.28987;0.304328;0;0.033075;11;;
873;Herbert Ephraim;Produzent;1;16;4;0.354115;0.373019;0;0.082631;16;;
874;Herbert Hübner;Darsteller;1;12;4;0.351268;0.368031;0;0.062457;12;;
875;Frigga Braut;Darsteller;1;17;4;0.330041;0.346391;0;0.038822;16;;
876;Herbert Lichtenstein;Musik;1;14;4;0.348787;0.367224;0;0.075835;13;;
877;Friedrich Winkler-Tannenberg;Bauten;1;14;5;0.337192;0.353697;0;0.035414;14;;
878;Friedrich Pflughaupt;Produzent;1;14;5;0.337192;0.353697;0;0.035414;14;;
879;Friedrich Hölzlin;Darsteller;1;16;4;0.32;0.336048;0;0.036949;15;;
880;Fred Raymond;Musik;1;10;4;0.349754;0.36583;0;0.071464;10;;
881;I. R. Pán;Bauten;1;14;4;0.331582;0.347858;0;0.031407;12;;
882;Henri Bosc;Henri Bosc;;Darsteller;1;10;5;0.296606;0.311033;0;0.02165;9
883;Jarmila Marton;Darsteller;1;17;4;0.367044;0.387177;0;0.121433;16;;
884;Jacques Bachrach;Drehbuch;1;15;4;0.382878;0.402802;0;0.125846;14;;
885;Jacques Varennes;Darsteller;1;13;4;0.328894;0.345584;0;0.031266;12;;
886;Franz Fiedler;Darsteller;1;14;4;0.360063;0.377641;0;0.074971;14;;
887;Franz Arnold;Drehbuch;1;13;4;0.368233;0.389158;0;0.138897;13;;
888;Jan Kiepura;Darsteller;1;16;5;0.312431;0.330692;0;0.033242;16;;
889;Jan Stark;Musik;1;16;4;0.32;0.336048;0;0.036949;15;;
890;Frank Kesson;Kamera;1;11;5;0.314507;0.331089;0;0.019499;10;;
891;Janie Marèse;Darsteller;1;13;4;0.315556;0.33194;0;0.030747;13;;
892;Jaroslav Kocian;Darsteller;1;12;5;0.330329;0.345217;0;0.028281;9;;
893;Ian Hunter;Darsteller;1;10;5;0.296606;0.311033;0;0.02165;9;;
894;Jean Angelo;Darsteller;1;17;4;0.341449;0.360475;0;0.066894;17;;
1209;Carl Heinz Wolff;Regie/Produzent;5;55;4;0.392401;0.421068;447.60041;0.269228;35;;
897;Jean Dax;Darsteller;1;15;4;0.339713;0.357835;0;0.110555;15;;
898;Jean Delaunay;Musik;1;18;4;0.351376;0.369645;0;0.066412;17;;
899;Jean Gabin;Darsteller;1;12;4;0.36236;0.380722;0;0.077688;12;;
900;Jean Lenoir;Musik;1;12;4;0.33304;0.350059;0;0.039214;12;;
901;Jean Max;Darsteller;1;10;5;0.296606;0.311033;0;0.02165;9;;
902;Jacob Gade;Musik;1;15;4;0.362476;0.381822;0;0.113302;14;;
903;Franz Lederer;Darsteller;1;15;4;0.376533;0.397521;0;0.115856;14;;
904;Franz Lehár;Musik;1;11;4;0.368592;0.38681;0;0.086092;11;;
905;Jack E. Cox;Kamera;1;14;4;0.336992;0.355267;0;0.039793;14;;
906;Ida Jenbach;Drehbuch;1;15;4;0.382878;0.402802;0;0.125846;14;;
907;Fred Hildenbrandt;Drehbuch;1;14;4;0.356113;0.373606;0;0.072275;13;;
908;Igo Sym;Darsteller;1;10;4;0.330041;0.344997;0;0.034564;10;;
909;Ilse Korseck;Darsteller;1;13;4;0.368353;0.390185;0;0.11889;13;;
910;Ilse Stobrawa;Darsteller;1;15;5;0.264309;0.276585;0;0.006927;10;;
911;Ina Albrecht;Darsteller;1;12;4;0.339003;0.356221;0;0.040404;11;;
912;François Viguier;Darsteller;1;18;4;0.373684;0.396127;0;0.131631;18;;
913;Franz Weihmayr;Kamera;1;14;5;0.337192;0.353697;0;0.035414;14;;
914;Franz Wachsmann;Musik;1;14;4;0.350077;0.369278;0;0.106911;14;;
915;Isidore Schlesinger;Produzent;1;16;5;0.312431;0.330692;0;0.033242;16;;
916;Israel Rosenfeld;Produzent;1;18;4;0.384954;0.408744;0;0.161114;18;;
917;István Mihály;Drehbuch;1;14;4;0.383137;0.403683;0;0.145647;14;;
918;Franz Rauch;Drehbuch;1;14;4;0.367281;0.38637;0;0.105823;13;;
919;Franz Osten;Regie;1;5;5;0.295295;0.306763;0;0.010385;5;;
920;Iwan Kowal-Samborskij;Darsteller;1;18;4;0.365039;0.384243;0;0.096869;17;;
921;J. Elder Wills;Bauten;1;16;5;0.312431;0.330692;0;0.033242;16;;
922;Franz Maldacea;Darsteller;1;16;5;0.312431;0.330692;0;0.033242;16;;
923;Henri Chomette;Regie;1;14;4;0.340936;0.359082;0;0.07787;13;;
924;Fritz German;Musik;1;17;4;0.367044;0.387177;0;0.121433;16;;
925;Jean Perrier;Bauten;1;13;4;0.348253;0.365537;0;0.052269;12;;
926;Hans Reimann;Darsteller;1;14;4;0.331582;0.347858;0;0.031407;12;;
927;Grete Natzler;Darsteller;1;13;5;0.328039;0.344968;0;0.03584;13;;
928;Grete Maren;Darsteller;1;12;4;0.351268;0.368031;0;0.062457;12;;
929;Hans Leibelt;Darsteller;1;17;4;0.350077;0.371332;0;0.110747;15;;
930;Gotthardt Wolf;Kamera;1;18;4;0.365039;0.384243;0;0.096869;17;;
931;Gina Manès;Darsteller;1;18;4;0.373684;0.396127;0;0.131631;18;;
932;Hans Moser;Darsteller;1;12;4;0.367757;0.386444;0;0.120989;12;;
933;Gertrud de Lalsky;Darsteller;1;14;5;0.337192;0.353697;0;0.035414;14;;
934;Gert Pilari;Darsteller;1;14;4;0.369191;0.389451;0;0.088598;14;;
935;Hans Reisiger;Drehbuch;1;13;4;0.349646;0.366491;0;0.047534;13;;
936;Hans von Passavant;Schnitt;1;17;4;0.359494;0.378081;0;0.069364;14;;
937;Hans Schüren;Darsteller;1;16;4;0.354889;0.375513;0;0.122298;16;;
938;Gerhard Dammann;Darsteller;1;8;4;0.376284;0.39444;0;0.10917;8;;
