Id,Label,Contribution,Weight,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,Degree,Column,Column2
545,Toni Tetzlaff,Darsteller,1,8,5,0.281179,0.29832,0,0.01791,8,,
546,Tibor von Halmay,Darsteller,1,11,5,0.305043,0.326299,0,0.038542,11,,
547,Axel von Werner,Schnitt,1,12,4,0.336043,0.356183,0,0.085939,12,,
548,Theodor Auzinger,Darsteller,1,13,5,0.338798,0.360439,0,0.105742,12,,
549,Theo Shall,Darsteller,1,12,5,0.334532,0.355376,0,0.064437,10,,
550,Baby Gray,Darsteller,1,12,4,0.361165,0.384297,0,0.200661,12,,
551,Beppo Brem,Darsteller,1,5,4,0.321244,0.337478,0,0.039535,5,,
808,Rolf E. Vanloo,Drehbuch/Produzent,3,36,4,0.357349,0.382168,5159,0.174419,21,,
553,Maria Bard,Darsteller,1,16,5,0.319313,0.341823,0,0.077119,14,,
554,Massimo Terzano,Kamera,1,17,5,0.353276,0.377464,0,0.155893,17,,
555,Frida Hummel,Darsteller,1,13,4,0.354455,0.377016,0,0.138425,13,,
556,Fritz Reiff,Darsteller,1,13,4,0.348478,0.369064,0,0.156821,13,,
801,Luis Trenker,Darsteller/Drehbuch/Regie/Produzent,10,155,5,0.347826,0.385417,5543.555618,0.178673,41,,
558,Fritz Wendhausen,Drehbuch,1,13,4,0.354455,0.376008,0,0.134509,13,,
559,Herbert Frohberg,Bauten,1,14,5,0.345725,0.369736,0,0.163685,14,,
560,Herbert Engelsing,Produzent,1,14,4,0.367953,0.393481,0,0.198093,14,,
561,Herbert Dirmoser,Darsteller,1,20,5,0.339571,0.364695,0,0.121181,17,,
562,Fritz Wenneis,Musik,1,18,4,0.360815,0.386873,0,0.226235,17,,
563,Henryk Vlassak jr.,Kamera,1,13,5,0.31945,0.339942,0,0.094903,13,,
564,Henry Lorenzen,Darsteller,1,17,4,0.366142,0.388665,0,0.177114,14,,
565,Henri Poupon,Darsteller,1,11,4,0.321244,0.338822,0,0.062611,10,,
566,Gabriel Pellon,Bauten,1,17,5,0.353276,0.377464,0,0.155893,17,,
567,Helmut Eweler,Produzent,1,18,4,0.360815,0.386873,0,0.226235,17,,
568,Genia Nikolajewa,Darsteller,1,5,5,0.319862,0.33694,0,0.048998,5,,
569,Georg Heinrich Schnell,Darsteller,1,14,5,0.343015,0.365367,0,0.099434,13,,
570,Helena Grossówna,Darsteller,1,13,5,0.31945,0.339942,0,0.094903,13,,
571,Heinz von Jaworsky,Kamera,1,13,4,0.346047,0.367047,0,0.116208,13,,
572,Georg Hurdalek,Drehbuch,1,12,4,0.362927,0.386537,0,0.184386,12,,
573,Heinz Schorlemmer,Darsteller,1,14,5,0.345725,0.369736,0,0.163685,14,,
574,Georg Muschner,Kamera,1,14,5,0.347177,0.374395,0,0.161334,14,,
575,Heinz Paul,Regie,1,3,5,0.326602,0.343347,0,0.042377,3,,
576,Heinz Hille,Regie,1,6,4,0.34946,0.366599,0,0.090101,6,,
807,Mathias Wieman,Darsteller/Drehbuch,3,40,4,0.408118,0.444332,758.525251,0.492368,34,,
578,Heinz Bierkowski,Drehbuch,1,13,4,0.368682,0.392249,0,0.216498,13,,
579,Georges Auric,Musik,1,10,6,0.240621,0.25578,0,0.011635,10,,
580,Heinrich Spoerl,Drehbuch,1,13,4,0.354455,0.377016,0,0.138425,13,,
581,Heinrich Schier,Produzent,1,15,5,0.302808,0.325986,0,0.061344,13,,
582,Georges Benoît,Kamera,1,10,6,0.240621,0.25578,0,0.011635,10,,
583,Herbert Ploberger,Bauten,1,20,5,0.339571,0.364695,0,0.121181,17,,
584,Fritz Rau,Drehbuch,1,10,5,0.333184,0.355018,0,0.079568,10,,
585,Hermann Speelmans,Darsteller,1,12,5,0.334532,0.355376,0,0.064437,10,,
586,Hugo Fischer-Köppe,Darsteller,1,13,4,0.353949,0.376008,0,0.118903,12,,
587,Friedl Czepa,Darsteller,1,12,5,0.358037,0.383065,0,0.1647,12,,
588,Ivo Tijardovich,Musik,1,13,4,0.354623,0.376344,0,0.165083,13,,
589,Ita Rina,Darsteller,1,13,4,0.354623,0.376344,0,0.165083,13,,
590,Irmgard Nowak,Darsteller,1,12,5,0.360815,0.385305,0,0.190943,12,,
591,Irmgard Hoffmann,Darsteller,1,14,5,0.347177,0.374395,0,0.161334,14,,
592,Friedl Haerlin,Darsteller,1,14,4,0.380368,0.406362,0,0.272262,14,,
593,Ilse Maria Spath,Drehbuch,1,14,5,0.349788,0.370453,0,0.110562,13,,
594,Ilse Abel,Darsteller,1,8,5,0.281179,0.29832,0,0.01791,8,,
595,Igo Sym,Darsteller,1,11,5,0.346208,0.367832,0,0.111406,10,,
596,Hugo von Kaweczynski,Kamera,1,15,5,0.351441,0.37612,0,0.158945,14,,
597,Hugo Werner-Kahle,Darsteller,1,15,5,0.330961,0.35513,0,0.088595,13,,
598,Hugo Gau-Hamm,Darsteller,1,12,4,0.355811,0.376232,0,0.14721,11,,
599,Hubert von Meyerinck,Darsteller,1,14,4,0.367953,0.393481,0,0.198093,14,,
816,Alwin Elling,Regie/Drehbuch,3,29,4,0.367771,0.394153,145.051023,0.182823,16,,
601,Hubert Endlein,Darsteller,1,13,4,0.362573,0.384745,0,0.167183,13,,
602,Holmes Zimmermann,Darsteller,1,4,4,0.311167,0.325717,0,0.028245,4,,
603,Friedrich Kramer,Darsteller,1,13,4,0.362573,0.384745,0,0.167183,13,,
604,Agnes Straub,Darsteller,1,17,4,0.360291,0.384633,0,0.190764,17,,
605,Friedrich Schröder,Musik,1,12,5,0.347339,0.369064,0,0.149479,11,,
606,Hilde Seipp,Darsteller,1,12,4,0.368865,0.392921,0,0.21354,12,,
607,Frits van Dongen,Darsteller,1,9,5,0.297838,0.313642,0,0.02235,8,,
608,Fritz Eberth,Darsteller,1,15,5,0.351441,0.37612,0,0.158945,14,,
609,Hilde Krahl,Darsteller,1,11,5,0.346208,0.367832,0,0.111406,10,,
610,Hilde Hildebrand,Darsteller,1,17,5,0.353276,0.377464,0,0.155893,17,,
611,Herta Worell,Darsteller,1,13,4,0.354623,0.376344,0,0.165083,13,,
612,Hermann Wolder,Darsteller,1,14,5,0.359942,0.381496,0,0.175024,14,,
613,Heinrich Kalnberg,Darsteller,1,13,4,0.354455,0.376008,0,0.134509,13,,
614,Heidemarie Hatheyer,Darsteller,1,20,5,0.339571,0.364695,0,0.121181,17,,
615,Hedda Björnson,Darsteller,1,12,4,0.361165,0.384297,0,0.200661,12,,
616,Gothart Portloff,Darsteller,1,13,4,0.350943,0.373992,0,0.147613,13,,
617,Germaine Aussey,Darsteller,1,7,1,1,1,0,0.003578,6,,
618,Hans Junkermann,Darsteller,1,11,5,0.346208,0.367832,0,0.111406,10,,
619,Hans Holt,Darsteller,1,9,4,0.352941,0.371976,0,0.118573,9,,
620,Hans Hinrich,Regie,1,12,4,0.356835,0.379368,0,0.169209,12,,
621,Hans Heuer,Drehbuch,1,12,5,0.334532,0.355376,0,0.064437,10,,
622,Germaine Michel,Darsteller,1,8,5,0.263923,0.276187,0,0.010683,7,,
623,Gertrud Wolle,Darsteller,1,16,4,0.358727,0.383737,0,0.206024,14,,
624,Giacomo Puccini,Musik,1,14,5,0.359942,0.381496,0,0.175024,14,,
625,Gina Falckenberg,Darsteller,1,13,5,0.345886,0.36884,0,0.111636,13,,
626,Ginette Leclerc,Darsteller,1,8,5,0.263923,0.276187,0,0.010683,7,,
627,Giorgio Pinzauti,Bauten,1,17,5,0.353276,0.377464,0,0.155893,17,,
628,Hans Albin,Drehbuch,1,14,5,0.343015,0.365367,0,0.099434,13,,
629,Grete Illing,Drehbuch,1,14,4,0.365962,0.389337,0,0.170775,14,,
630,Hans Minzloff,Bauten,1,14,5,0.343015,0.365367,0,0.099434,13,,
631,Hannsgeorg Laubenthal,Darsteller,1,10,5,0.33574,0.353607,0,0.06319,9,,
632,Hanns Otto,Produzent,1,17,4,0.360291,0.384633,0,0.190764,17,,
633,Hanns Marschall,Drehbuch,1,17,4,0.366142,0.388665,0,0.177114,14,,
634,Gretl Theimer,Darsteller,1,9,5,0.350282,0.370184,0,0.090713,9,,
635,Gustav Diessl,Darsteller,1,14,5,0.359942,0.381496,0,0.175024,14,,
636,Gustav Knuth,Darsteller,1,12,4,0.368865,0.392921,0,0.21354,12,,
637,Günter Neumann,Musik,1,15,5,0.351441,0.37612,0,0.158945,14,,
638,Géza von Cziffra,Drehbuch,1,9,5,0.350282,0.370184,0,0.090713,9,,
639,Géza von Bolváry,Regie,1,14,4,0.353949,0.377352,0,0.191923,14,,
640,Gustl Stark-Gstettenbaur,Darsteller,1,13,5,0.336652,0.360282,0,0.160675,13,,
641,Gusti Wolf,Darsteller,1,14,4,0.365962,0.389337,0,0.170775,14,,
642,Gusti Huber,Darsteller,1,15,5,0.369598,0.396057,0,0.19518,14,,
643,Hans Leip,Drehbuch,1,14,5,0.345725,0.369736,0,0.163685,14,,
644,Gerhard Winkler,Musik,1,9,4,0.350447,0.367384,0,0.085206,8,,
646,Hans von Wolzogen,Produzent,1,13,4,0.376138,0.401434,0,0.232911,13,,
812,Paul Martin,Regie/Drehbuch,4,44,5,0.360815,0.387433,107.398473,0.20853,18,,
650,Harry Liedtke,Darsteller,1,13,4,0.349953,0.370296,0,0.116445,13,,
651,Georges Périnal,Kamera,1,18,6,0.259414,0.280287,0,0.041872,15,,
652,Georges Rigaud,Darsteller,1,7,1,1,1,0,0.003578,6,,
653,Harald G. Petersson,Drehbuch,1,13,4,0.354623,0.376344,0,0.165083,13,,
654,Geraldine Katt,Darsteller,1,13,5,0.345886,0.36884,0,0.111636,13,,
655,Hansom Milde-Meißner,Musik,1,13,4,0.354455,0.377016,0,0.138425,13,,
656,Gerd Tolzien,Drehbuch,1,13,5,0.345886,0.36884,0,0.111636,13,,
657,Hansi Arnstaedt,Darsteller,1,14,4,0.374622,0.399754,0,0.221295,13,,
658,Hans-Otto Borgmann,Musik,1,15,4,0.356151,0.377464,0,0.168992,14,,
659,Hans Wolff,Schnitt,1,16,5,0.319313,0.341823,0,0.077119,14,,
660,Hans Neumann,Drehbuch,1,11,4,0.340659,0.362231,0,0.09976,11,,
661,Gerda Maurus,Darsteller,1,12,4,0.35244,0.375112,0,0.118665,11,,
662,Hans Stüwe,Darsteller,1,9,5,0.297838,0.313642,0,0.02235,8,,
798,Augusto Genina,Drehbuch/Regie,2,22,4,0.369781,0.392361,0,0.164974,11,,
665,Gerhard Menzel,Drehbuch,1,12,4,0.336043,0.356183,0,0.085939,12,,
666,Hans Schweikart,Drehbuch,1,15,5,0.351441,0.37612,0,0.158945,14,,
667,Hans Schneeberger,Kamera,1,9,5,0.297838,0.313642,0,0.02235,8,,
668,Hans Sassmann,Drehbuch,1,20,5,0.339571,0.364695,0,0.121181,17,,
669,Gerhard T. Buchholz,Drehbuch,1,13,5,0.345886,0.36884,0,0.111636,13,,
670,Hans Rameau,Drehbuch,1,17,4,0.366142,0.388665,0,0.177114,14,,
671,Hans Olden,Darsteller,1,12,4,0.36275,0.384409,0,0.161958,12,,
672,Hans Nielsen,Darsteller,1,12,4,0.35244,0.375112,0,0.118665,11,,
673,Friedel Buckow,Schnitt,1,12,4,0.357349,0.379256,0,0.160855,12,,
674,Jacqueline Pacaud,Darsteller,1,10,6,0.240621,0.25578,0,0.011635,10,,
675,Mary Clare,Darsteller,1,18,6,0.259414,0.280287,0,0.041872,15,,
676,Jacqueline Vasset,Darsteller,1,8,5,0.263923,0.276187,0,0.010683,7,,
677,Ernst Marischka,Drehbuch,1,13,4,0.349953,0.370296,0,0.116445,13,,
678,Loda Halama,Darsteller,1,13,5,0.31945,0.339942,0,0.094903,13,,
679,Lissy Arna,Darsteller,1,17,4,0.366142,0.388665,0,0.177114,14,,
680,Liselotte Schaak,Darsteller,1,12,5,0.334082,0.355399,0,0.110593,11,,
681,Ernst Roters,Musik,1,12,4,0.351275,0.370856,0,0.12722,12,,
682,Ernst von Salomon,Drehbuch,1,15,5,0.349132,0.372648,0,0.171191,14,,
683,Leopoldine Konstantin,Darsteller,1,10,5,0.314189,0.334521,0,0.043527,10,,
684,Leopold von Ledebur,Darsteller,1,14,5,0.343015,0.365367,0,0.099434,13,,
685,Leo Slezak,Darsteller,1,14,5,0.345725,0.369736,0,0.163685,14,,
686,Leo Peukert,Darsteller,1,14,4,0.371814,0.395497,0,0.203083,14,,
687,Erwin Dressler,Schnitt,1,14,5,0.331256,0.353786,0,0.097766,12,,
688,Leni Marenbach,Darsteller,1,4,4,0.311167,0.325717,0,0.028245,4,,
689,Lena Zelichowska,Darsteller,1,13,5,0.31945,0.339942,0,0.094903,13,,
690,Erwin Klietsch,Darsteller,1,15,5,0.302808,0.325986,0,0.061344,13,,
691,Erwin Kreker,Drehbuch,1,13,5,0.350613,0.377979,0,0.155329,12,,
692,Käthe Gold,Darsteller,1,10,5,0.314189,0.334521,0,0.043527,10,,
693,Käte Merk,Darsteller,1,13,5,0.336652,0.360282,0,0.160675,13,,
694,Käte Haack,Darsteller,1,17,4,0.360291,0.384633,0,0.190764,17,,
695,Kurt Wieschala,Darsteller,1,12,4,0.357349,0.379256,0,0.160855,12,,
696,Erwin Schmücker,Kamera,1,8,5,0.281179,0.29832,0,0.01791,8,,
697,Ethel Maggi,Darsteller,1,15,5,0.302808,0.325986,0,0.061344,13,,
698,Kurt Schröder,Musik,1,12,5,0.334082,0.355399,0,0.110593,11,,
699,Kurt Neubert,Kamera,1,16,5,0.319313,0.341823,0,0.077119,14,,
700,Kurt Herlth,Bauten,1,16,5,0.319313,0.341823,0,0.077119,14,,
701,Felix Lützkendorf,Drehbuch,1,14,4,0.354623,0.37668,0,0.21506,14,,
702,Kunibert Gensichen,Darsteller,1,13,5,0.338798,0.360439,0,0.105742,12,,
703,Felix von Eckardt,Drehbuch,1,18,4,0.360815,0.386873,0,0.226235,17,,
704,Lothar Ehmer,Lothar Ehmer,,Darsteller,1,10,5,0.317949,0.336649,0,0.049977,9
705,Ernst Leudesdorff,Darsteller,1,18,4,0.360815,0.386873,0,0.226235,17,,
706,Ernst Leenen,Musik,1,13,5,0.331403,0.354368,0,0.108533,12,,
707,Margarete Kühnert,Darsteller,1,8,5,0.281179,0.29832,0,0.01791,8,,
796,Carl Froelich,Produzent/Regie,3,23,4,0.365962,0.391241,447.247244,0.165089,18,,
710,Erich Fiedler,Darsteller,1,12,5,0.347339,0.369064,0,0.149479,11,,
711,Erich Hasler,Bauten,1,14,4,0.369598,0.393369,0,0.213832,14,,
712,Erich Kobler,Schnitt,1,13,4,0.362573,0.384745,0,0.167183,13,,
713,Maria von Tasnady,Darsteller,1,15,5,0.349132,0.372648,0,0.171191,14,,
714,Maria Paudler,Darsteller,1,13,5,0.338798,0.360439,0,0.105742,12,,
715,Maria Krahn,Darsteller,1,13,4,0.367953,0.392473,0,0.18409,13,,
716,Erich Kröhnke,Drehbuch,1,17,4,0.360291,0.384633,0,0.190764,17,,
717,Erich Palme,Schnitt,1,13,4,0.376138,0.401434,0,0.232911,13,,
718,Gustav Ucicky,Regie,1,13,5,0.345725,0.369624,0,0.143102,13,,
719,Marguerite Deval,Darsteller,1,11,4,0.321244,0.338822,0,0.062611,10,,
720,Marcel Simon,Darsteller,1,7,1,1,1,0,0.003578,6,,
721,Louis Beydts,Musik,1,10,5,0.314189,0.334521,0,0.043527,10,,
722,Marcel Achard,Drehbuch,1,10,6,0.240621,0.25578,0,0.011635,10,,
723,Marc Roland,Musik,1,17,4,0.360291,0.384633,0,0.190764,17,,
724,Magda Schneider,Darsteller,1,12,4,0.369781,0.392361,0,0.164974,11,,
