Id;Label;Contribution;Weight;Weighted Degree;Eccentricity;closnesscentrality;harmonicclosnesscentrality;betweenesscentrality;eigencentrality;Degree;;
96;Kurt Dürnhöfer;Bauten;4;50;4;0.410444;0.449534;8187.337403;0.325506;47;;
97;Hans Leibelt;Darsteller;4;52;4;0.449914;0.486005;1899.885333;0.633122;51;;
98;Hans Minzloff;Bauten;4;49;4;0.39577;0.431404;753.247068;0.324595;40;;
99;Georg Krause;Kamera;4;58;4;0.430449;0.470632;2279.965302;0.480512;53;;
100;Peter Kreuder Jr.;Musik;4;49;4;0.400408;0.437553;7669.878095;0.29156;46;;
101;Franz R. Friedl;Musik;4;54;4;0.425785;0.463316;1627.786202;0.448947;47;;
102;Otto Hunte;Bauten;4;55;4;0.404529;0.441052;1418.545178;0.311393;40;;
103;Erika von Thellmann;Darsteller;4;53;4;0.425555;0.467981;2504.346085;0.488864;53;;
104;Olga Tschechowa;Darsteller;4;48;4;0.400408;0.437659;4536.999537;0.281554;43;;
105;Willy Winterstein;Kamera;4;53;3;0.443567;0.478796;2395.705977;0.494438;50;;
106;Hans Deppe;Regie;4;45;3;0.446845;0.479008;2450.974367;0.424835;44;;
107;Franz Wenzler;Regie/Drehbuch;4;21;5;0.358413;0.382252;401.96857;0.082587;16;;
108;Richard Eichberg;Regie;4;50;4;0.384164;0.419105;4102.966457;0.238304;38;;
109;Harald Paulsen;Darsteller;4;53;3;0.444068;0.47922;2758.729643;0.519855;50;;
110;Annie Markart;Darsteller;4;57;4;0.427406;0.463953;2167.68844;0.470975;47;;
111;Magda Schneider;Darsteller;4;52;4;0.424177;0.462256;2214.727005;0.514646;48;;
112;Arnold Pressburger;Produzent;4;56;3;0.434735;0.467769;1130.095439;0.473503;42;;
113;Artur Schwarz;Bauten;4;56;4;0.429978;0.466285;1399.114067;0.443743;47;;
115;Carl Boese;Regie;4;56;4;0.430685;0.469042;1969.378252;0.50878;52;;
116;Carola Höhn;Darsteller;4;57;4;0.447608;0.485475;3162.146549;0.551161;55;;
117;Werner Brandes;Kamera;4;50;4;0.428805;0.461408;1042.804997;0.435019;38;;
118;Will Meisel;Musik;4;63;4;0.431157;0.470314;3330.790299;0.466354;54;;
119;Grethe Weiser;Darsteller;4;57;4;0.446591;0.484627;2432.344506;0.574486;53;;
120;Walter Steinbeck;Darsteller;4;46;4;0.409375;0.446565;1536.717844;0.39126;43;;
121;Bobby E. Lüthge;Drehbuch;4;56;4;0.44009;0.474237;1404.356974;0.517867;45;;
122;Jakob Tiedtke;Darsteller;4;50;4;0.431394;0.468193;1950.210011;0.527186;48;;
123;Carl Haacker;Bauten;4;55;4;0.428805;0.462574;1130.847415;0.394939;40;;
124;Werner Schlichting;Bauten;4;56;4;0.413467;0.452078;2134.830053;0.350429;46;;
125;Gregor Rabinowitsch;Produzent;4;56;3;0.434735;0.467769;1130.095439;0.473503;42;;
126;Carl Otto Bartning;Schnitt;4;50;4;0.43594;0.470314;2592.034122;0.468588;44;;
127;Ralph Benatzky;Drehbuch/Musik;4;54;4;0.388724;0.417727;340.638351;0.252091;26;;
128;Gottlieb Madl;Schnitt;4;52;4;0.400408;0.437871;1829.08914;0.339987;42;;
129;Albert Lieven;Darsteller;3;42;4;0.41195;0.446353;3651.004832;0.270778;38;;
131;Hans von Passavant;Drehbuch/Regie/Schnitt;3;30;4;0.340702;0.35793;0;0.050388;10;;
133;Josef Franz Strobl;Bauten;3;37;4;0.377703;0.407867;259.236774;0.202839;28;;
134;Rudolf Platte;Darsteller;3;43;4;0.431631;0.464801;1160.501273;0.459915;40;;
135;Kurt Schröder;Musik;3;45;4;0.350736;0.379135;52.200242;0.151846;26;;
136;Hansi Knoteck;Darsteller;3;38;4;0.415214;0.450382;1184.284777;0.358578;38;;
137;Richard Romanowsky;Darsteller;3;36;4;0.431868;0.46268;1005.209075;0.370529;34;;
138;Luise Ullrich;Darsteller;3;38;4;0.41195;0.444338;656.901777;0.31204;32;;
139;Erich Fiedler;Darsteller;3;38;4;0.409588;0.442218;1511.770333;0.29853;34;;
140;Marc Roland;Musik;3;37;4;0.372865;0.405428;2369.825894;0.141962;36;;
141;Franz Doelle;Musik;3;39;4;0.388916;0.42165;567.796922;0.244552;30;;
142;Hans Vietzke;Drehbuch;3;41;3;0.42671;0.458863;961.691437;0.387119;38;;
143;Hans Richter;Darsteller;3;24;4;0.385294;0.413274;383.133497;0.201238;24;;
144;Franz Rauch;Drehbuch;3;36;4;0.384728;0.416879;309.140343;0.222532;28;;
146;Werner Kortwich;Drehbuch;3;40;4;0.386811;0.417939;2145.283366;0.204918;32;;
147;Paul May;Schnitt;3;40;4;0.398985;0.43363;1630.568947;0.224174;37;;
148;Otto Heller;Kamera;3;41;4;0.37393;0.399279;81.540236;0.21678;24;;
149;Paul Kemp;Darsteller;3;32;4;0.400816;0.432676;863.678918;0.256749;30;;
150;Eugen Rex;Darsteller;3;27;4;0.395173;0.423452;639.102892;0.199479;25;;
151;Eugen Klöpfer;Darsteller;3;40;4;0.413249;0.447625;1386.232005;0.341367;38;;
152;Bruno Timm;Kamera;3;41;4;0.395173;0.430662;959.392254;0.310372;36;;
155;Oswald Hafenrichter;Schnitt;3;42;4;0.41195;0.448685;1139.409459;0.374582;39;;
156;Roger von Norman;Schnitt;3;44;4;0.438127;0.47095;768.701979;0.542038;41;;
157;Wolfgang Zeller;Musik;3;39;4;0.407888;0.441476;1368.901415;0.369916;38;;
158;Hans Moser;Darsteller;3;41;4;0.43594;0.469042;1066.487915;0.475441;39;;
159;Leo Leux;Musik;3;47;4;0.391434;0.422604;425.618605;0.283728;31;;
160;Kurt Vespermann;Darsteller;3;47;4;0.433058;0.468405;1344.68831;0.508847;45;;
161;Rolf Randolf;Regie/Produzent;3;33;4;0.387192;0.415288;140.235906;0.203574;19;;
162;Paul Hartmann;Darsteller;3;40;4;0.393985;0.428647;2771.168664;0.249732;39;;
163;Lucie Englisch;Darsteller;3;37;3;0.417197;0.448685;829.002196;0.394954;35;;
164;Carl Hoffmann;Regie;3;39;4;0.41853;0.451442;803.852169;0.391358;35;;
165;Genia Nikolajewa;Darsteller;3;41;4;0.429743;0.46215;1150.674536;0.445737;38;;
166;Eduard Hoesch;Kamera;3;41;4;0.414776;0.448473;929.114004;0.391033;37;;
168;Heli Finkenzeller;Darsteller;3;44;4;0.415653;0.452184;1186.040186;0.442527;42;;
169;Willi A. Herrmann;Bauten;3;41;4;0.400204;0.434266;1009.1938;0.30759;35;;
170;Jupp Hussels;Darsteller;3;40;4;0.417419;0.451972;1681.957445;0.38935;37;;
171;E. W. Emo;Regie;3;37;4;0.419648;0.451654;638.893219;0.380116;33;;
172;Victor Janson;Regie;3;33;4;0.39359;0.422816;340.183988;0.313358;27;;
173;Arthur Hohenberg;Produzent;3;50;4;0.38834;0.417727;139.766335;0.296076;30;;
174;Willi Schur;Darsteller;3;35;4;0.387765;0.420483;1640.317552;0.186025;32;;
175;Maria Andergast;Darsteller;3;35;4;0.395372;0.427587;613.067928;0.298026;32;;
176;Detlef Sierck;Regie;3;37;4;0.407888;0.439779;606.637303;0.31737;33;;
177;Gottfried Huppertz;Musik;3;40;4;0.369535;0.402248;1257.872169;0.18569;34;;
178;Herbert Selpin;Regie;3;39;4;0.407465;0.439992;1220.683909;0.279574;32;;
179;Danielle Darrieux;Darsteller;3;42;4;0.390268;0.427693;2208.246676;0.303032;42;;
180;Gustav Waldau;Darsteller;3;43;4;0.409375;0.444656;1510.30645;0.380941;42;;
181;Charlotte Susa;Darsteller;3;27;4;0.383977;0.41179;487.97192;0.174283;25;;
182;Gerhard Menzel;Drehbuch;3;36;4;0.389302;0.420271;403.751089;0.235588;28;;
183;Lilian Harvey;Darsteller;3;45;4;0.350736;0.379135;52.200242;0.151846;26;;
184;Marianne Hoppe;Darsteller;3;39;4;0.400204;0.434478;1379.002024;0.241884;36;;
185;Hermann Speelmans;Darsteller;3;36;4;0.408312;0.441052;1508.821548;0.249471;34;;
186;Friedrich Ulmer;Darsteller;3;41;4;0.404113;0.437871;1633.6334;0.284682;36;;
187;Gustav Lohse;Schnitt;3;41;4;0.384917;0.415925;231.022196;0.251846;30;;
188;Susi Lanner;Darsteller;3;38;4;0.405155;0.437659;880.544212;0.32625;35;;
189;Walter Wassermann;Drehbuch;3;43;4;0.434254;0.467557;1337.443629;0.46106;41;;
191;Lil Dagover;Darsteller;3;39;4;0.404321;0.438719;921.589738;0.363787;38;;
192;Emil Burri;Drehbuch;3;40;4;0.392411;0.425254;1100.701644;0.270171;34;;
193;Lien Deyers;Darsteller;3;39;4;0.427872;0.46162;1330.657152;0.401813;38;;
194;Fred Andreas;Drehbuch;3;45;4;0.408949;0.442642;335.118545;0.45019;35;;
195;Heinrich Oberländer;Drehbuch;3;39;4;0.412382;0.445929;1816.626221;0.298806;38;;
196;Mona Goya;Darsteller;3;38;4;0.392804;0.428647;853.880581;0.340756;37;;
831;Georg Zoch;Drehbuch/Regie;3;36;4;0.419424;0.452714;554.235152;0.422996;36;;
198;Theodor Loos;Darsteller;3;41;4;0.39717;0.433206;1031.350352;0.31097;39;;
199;Willy Schaeffers;Darsteller;3;38;3;0.425555;0.456955;953.309063;0.439189;36;;
200;Karlheinz Martin;Regie/Drehbuch;3;37;4;0.397572;0.427587;809.498184;0.205423;25;;
201;Carl Ludwig Kirmse;Bauten;3;36;4;0.404113;0.435751;1704.148336;0.253669;33;;
202;Leo Slezak;Darsteller;3;40;4;0.412815;0.445081;427.261414;0.398306;35;;
203;Peter Francke;Drehbuch;3;40;4;0.388532;0.421544;1283.294169;0.18981;35;;
204;Heinrich George;Darsteller;3;38;4;0.412382;0.447731;1806.767881;0.369619;38;;
205;Hanna Waag;Darsteller;2;28;4;0.379894;0.410517;698.000201;0.162361;27;;
206;Otto Wernicke;Darsteller;2;20;4;0.383041;0.408927;75.723812;0.226078;19;;
207;Paul Richter;Darsteller;2;27;4;0.37734;0.406913;661.370788;0.176028;26;;
208;Gert van Stetten;Musik;2;21;4;0.378795;0.406064;492.056315;0.153251;21;;
209;Hans Adalbert Schlettow;Darsteller;2;27;4;0.402664;0.433312;390.732712;0.271961;26;;
210;Otto Moldenhauer;Bauten;2;25;4;0.378795;0.406595;675.930712;0.15334;22;;
211;Hans Albers;Darsteller;2;24;4;0.366776;0.392918;701.933599;0.12866;23;;
212;Guido Seeber;Kamera;2;25;4;0.355817;0.381043;736.962094;0.084169;22;;
213;Gustav Diessl;Darsteller;2;17;4;0.363048;0.386874;666.748958;0.108589;17;;
214;Gustaf Gründgens;Darsteller;2;26;4;0.39359;0.422392;740.024577;0.226668;26;;
215;Hanns H. Kuhnert;Bauten;2;26;4;0.37058;0.397159;254.80363;0.137273;23;;
216;Gina Falckenberg;Darsteller;2;27;4;0.410873;0.439779;938.690523;0.277516;27;;
217;Paul Heidemann;Darsteller;2;25;4;0.386621;0.4155;357.7196;0.238256;24;;
218;Giovacchino Forzano;Drehbuch/Regie;2;22;5;0.298066;0.316858;0;0.025322;11;;
219;Paul Bildt;Darsteller;2;25;4;0.40143;0.431722;626.356771;0.249793;25;;
220;Heinz von Cleve;Darsteller;2;24;4;0.375358;0.405004;460.605964;0.166821;23;;
221;Hans Brausewetter;Darsteller;2;25;4;0.400408;0.428223;496.847427;0.200609;23;;
222;Hilde Weissner;Darsteller;2;27;4;0.388532;0.418893;323.400963;0.278205;26;;
223;Inge List;Darsteller;2;28;4;0.40287;0.430768;238.867315;0.264796;24;;
224;J. A. Hübler-Kahla;Regie;2;20;4;0.370056;0.39631;747.24156;0.108058;20;;
225;Ludwig Zahn;Kamera;2;33;4;0.375179;0.40246;57.13092;0.251004;24;;
226;Ludwig Schmidseder;Musik;2;19;4;0.3498;0.370653;5.856103;0.111993;13;;
833;Erich Engels;Drehbuch/Produzent/Regie;3;42;4;0.366947;0.389949;0;0.119452;14;;
229;Ludwig Reiber;Bauten;2;27;4;0.373219;0.40299;295.884125;0.15654;25;;
230;Jan Fethke;Drehbuch;2;20;4;0.35105;0.374894;1206.6527;0.097996;18;;
231;Jan Kiepura;Darsteller;2;28;4;0.383228;0.409775;35.575364;0.219874;19;;
232;Jean Boyer;Regie;2;29;4;0.368495;0.399385;283.763052;0.205329;26;;
233;Jean Galland;Darsteller;2;29;4;0.379161;0.408503;760.066628;0.237128;28;;
234;Louis Page;Kamera;2;32;4;0.340555;0.363126;462.6;0.078622;21;;
235;Louis Beydts;Musik;2;32;4;0.340555;0.363126;462.6;0.078622;21;;
829;Heinz Paul;Regie/Drehbuch;2;26;4;0.349023;0.367578;0;0.064166;13;;
237;Johanna Schmidt;Schnitt;2;31;4;0.349955;0.375954;20.597405;0.139266;21;;
238;Josef Eichheim;Darsteller;2;19;4;0.372159;0.398113;158.689045;0.167752;19;;
239;Joseph Dalmann;Drehbuch;2;24;4;0.348404;0.371077;61.922569;0.112238;18;;
240;Julius von Borsody;Bauten;2;27;4;0.387383;0.415818;234.360034;0.218167;23;;
241;Karin Hardt;Darsteller;2;29;4;0.416093;0.447943;267.996476;0.421956;29;;
242;Karl Hartl;Regie;2;29;4;0.371456;0.397901;24.963082;0.168038;20;;
243;Karl Hellmer;Darsteller;2;25;4;0.385294;0.414864;313.911806;0.219211;24;;
244;Karl Lerbs;Drehbuch;2;32;4;0.386051;0.418363;433.110145;0.292576;31;;
245;Lena Neumann;Schnitt;2;23;4;0.404946;0.431722;288.303083;0.236317;22;;
246;Karl Peter Gillmann;Drehbuch;2;26;4;0.389881;0.420271;298.768525;0.26605;25;;
247;Lazare Meerson;Bauten;2;32;4;0.340555;0.363126;462.6;0.078622;21;;
248;Karl Puth;Kamera;2;24;4;0.368495;0.395038;140.908135;0.171156;22;;
249;Karl Schulz;Produzent;2;33;4;0.405573;0.437023;337.564484;0.372057;31;;
250;Käthe Gold;Darsteller;2;24;4;0.381739;0.410411;306.551984;0.183583;22;;
251;Konstantin Tschet;Kamera;2;27;4;0.395372;0.424194;386.710697;0.24983;26;;
252;Hildegard Grebner;Schnitt;2;28;4;0.379344;0.405004;127.420996;0.177688;20;;
253;Hilde Schneider;Darsteller;2;26;4;0.395571;0.425573;886.2974;0.242453;25;;
254;Hans F. Fischer;Drehbuch;2;30;5;0.366947;0.396247;65.156851;0.181911;22;;
255;Hilde Krüger;Darsteller;2;26;4;0.41195;0.439992;312.11863;0.32336;25;;
827;Georg Jacoby;Regie/Drehbuch;4;57;4;0.4192;0.455047;1296.905354;0.413038;40;;
257;Hans Rameau;Drehbuch;2;28;4;0.384164;0.412426;1296.543584;0.180836;27;;
258;Hans Schlenck;Darsteller;2;25;4;0.35874;0.383482;31.382551;0.145948;19;;
259;Hans Schneeberger;Kamera;2;19;4;0.353895;0.374788;382.115441;0.068706;17;;
260;Hans Sommer;Musik;2;20;4;0.35105;0.374894;1206.6527;0.097996;18;;
261;Hans Steinhoff;Regie;2;24;4;0.368495;0.395038;140.908135;0.171156;22;;
262;Oscar Sabo;Darsteller;2;28;5;0.378613;0.409288;288.42574;0.253067;26;;
263;Hans Söhnker;Darsteller;2;30;4;0.38834;0.418681;347.906944;0.293874;28;;
264;Hans-Joachim Büttner;Darsteller;2;26;4;0.376617;0.407125;323.098198;0.199372;25;;
265;Hansom Milde-Meißner;Musik;2;28;4;0.366092;0.392282;66.492733;0.164862;22;;
266;Harald Bratt;Drehbuch;2;27;4;0.356624;0.382634;77.884961;0.135956;21;;
267;Harry Frank;Darsteller;2;23;4;0.362379;0.389313;560.184519;0.100295;21;;
839;Paul Martin;Drehbuch/Regie/Produzent;7;94;4;0.350736;0.379135;52.200242;0.151846;26;;
272;Harry Stradling;Kamera;2;32;4;0.340555;0.363126;462.6;0.078622;21;;
273;Munni Obal;Schnitt;2;29;4;0.412598;0.443278;522.116905;0.295984;28;;
274;Heinz Rühmann;Darsteller;2;26;4;0.39438;0.422604;482.74383;0.23804;25;;
275;Max W. Kimmich;Drehbuch;2;25;4;0.381739;0.408291;382.934915;0.179903;22;;
276;Helmut Eweler;Produzent;2;31;4;0.418085;0.447943;203.273144;0.354271;28;;
277;Helmut Rudolph;Darsteller;2;12;4;0.366947;0.387617;60.19838;0.103686;12;;
278;Herbert Körner;Kamera;2;31;4;0.397572;0.429495;610.323191;0.286253;31;;
279;Mario Albertelli;Kamera;2;18;5;0.324793;0.345992;168.862343;0.040723;14;;
280;Hermann Erhardt;Darsteller;2;27;4;0.37734;0.406913;661.370788;0.176028;26;;
281;Hermann Josef Schneider;Musik;2;30;5;0.366947;0.396247;65.156851;0.181911;22;;
282;Maria Meißner;Darsteller;2;27;4;0.401635;0.43363;317.276253;0.288957;25;;
283;Maria Krahn;Darsteller;2;27;4;0.394776;0.424406;371.335508;0.306003;27;;
284;Hertha von Gebhardt;Drehbuch;2;30;5;0.366947;0.396247;65.156851;0.181911;22;;
285;Peter Bosse;Darsteller;2;34;4;0.393393;0.426103;644.921143;0.31475;34;;
286;Pierre Richard-Willm;Darsteller;2;26;4;0.380445;0.407867;243.429111;0.237221;25;;
287;Dorothea Wieck;Darsteller;2;25;4;0.391239;0.419953;210.631048;0.255632;23;;
288;Tibor Yost;Drehbuch;2;29;4;0.371456;0.397901;24.963082;0.168038;20;;
289;Charlott Daudert;Darsteller;2;28;4;0.371807;0.400339;788.442569;0.166393;26;;
290;Walter Lantzsch;Darsteller;2;28;4;0.376077;0.405958;400.487159;0.234288;26;;
291;Walter Janssen;Regie;2;29;4;0.408736;0.438931;466.95907;0.301636;28;;
292;Clemens Schmalstich;Musik;2;26;4;0.39085;0.419635;306.754125;0.2139;23;;
293;Walter Forster;Drehbuch;2;27;4;0.389109;0.418787;245.771997;0.238284;25;;
294;Vittore Armenise;Kamera;2;23;5;0.328733;0.349915;168.766159;0.046634;16;;
295;Vineta Bastian-Klinger;Drehbuch;2;29;4;0.371456;0.397901;24.963082;0.168038;20;;
296;Viktor de Kowa;Darsteller;2;20;4;0.375897;0.402884;256.516412;0.149796;20;;
297;Dorit Kreysler;Darsteller;2;29;4;0.412815;0.442536;824.16616;0.322691;29;;
298;Georges Wakhévitch;Bauten;2;32;4;0.340555;0.363126;462.6;0.078622;21;;
300;Edwige Feuillère;Darsteller;2;26;4;0.380445;0.407867;243.429111;0.237221;25;;
301;Toni Thoms;Musik;2;24;4;0.348404;0.371077;61.922569;0.112238;18;;
302;Else Baum;Schnitt;2;27;4;0.387383;0.415818;234.360034;0.218167;23;;
303;Charles Spaak;Drehbuch;2;32;4;0.340555;0.363126;462.6;0.078622;21;;
304;Else Elster;Darsteller;2;31;4;0.411303;0.442324;869.903851;0.263979;30;;
305;Emil Jannings;Darsteller;2;26;4;0.369708;0.396947;218.909177;0.204151;25;;
