Id,Label,Contribution,Weight,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,Degree,Column,Column2
302,Karl Künzel,Produzent,2,32,4,0.387582,0.414442,63.433767,0.257184,23,,
303,Hubert Schonger,Drehbuch/Regie,2,8,4,0.306434,0.321501,821,0.014949,7,,
304,Hilde Körber,Darsteller,2,28,5,0.373357,0.401982,804.527632,0.143045,28,,
305,Gottfried Ritter,Schnitt,2,25,4,0.370171,0.395934,146.921109,0.111435,19,,
306,Ernst von Salomon,Drehbuch,2,26,5,0.388496,0.415534,177.479773,0.175125,22,,
307,Werner Klingler,Drehbuch/Regie,2,28,5,0.341201,0.361731,0,0.089447,14,,
308,Victor Janson,Darsteller/Regie,2,26,4,0.394447,0.421622,258.125365,0.221965,25,,
309,Ernst Dumcke,Darsteller,2,24,4,0.391263,0.419903,404.624919,0.192813,23,,
310,Ernst Erich Buder,Musik,2,25,5,0.377982,0.405421,734.595163,0.115979,24,,
311,Werner P. Zibaso,Drehbuch,2,28,4,0.401755,0.432443,591.710938,0.247907,28,,
868,Willi Forst,Darsteller/Drehbuch/Regie/Produzent,6,78,4,0.378851,0.405744,53.561585,0.203732,21,,
314,Ernst Marischka,Drehbuch,2,24,4,0.401951,0.429106,310.612058,0.211813,23,,
315,Ernst Martin,Drehbuch/Regie,2,22,5,0.355479,0.374778,0,0.073036,11,,
316,Ursula Herking,Darsteller,2,24,5,0.392008,0.41968,345.82698,0.17461,23,,
317,Carl Roys,Bauten,2,29,4,0.376772,0.406048,403.136229,0.168361,28,,
318,Carl Otto Bartning,Schnitt,2,28,4,0.372009,0.399474,761.986167,0.110948,27,,
319,Trude Marlen,Darsteller,2,28,4,0.389598,0.419903,348.832711,0.224013,26,,
320,Ernst W. Fiedler,Kamera,2,26,4,0.396917,0.424252,934.034688,0.173628,25,,
321,Trude Haefelin,Darsteller,2,23,4,0.364118,0.387743,209.783876,0.099143,20,,
322,Viktor Tourjansky,Regie,2,27,4,0.391449,0.417172,107.31812,0.201903,23,,
323,Carl Haacker,Bauten,2,26,5,0.379549,0.41068,583.47897,0.180834,26,,
324,Theodor Danegger,Darsteller,2,25,4,0.401168,0.429106,535.42809,0.216458,25,,
325,Thea von Harbou,Drehbuch,2,25,4,0.381658,0.410194,676.122312,0.163465,25,,
326,Ferdinand Marian,Darsteller,2,27,4,0.379899,0.40716,878.677591,0.137344,26,,
327,Fita Benkhoff,Darsteller,2,30,4,0.388496,0.417071,296.128892,0.254421,27,,
328,Flockina von Platen,Darsteller,2,25,4,0.39313,0.421015,507.149725,0.178697,23,,
329,Edgar Kahn,Drehbuch,2,27,5,0.390706,0.419984,150.605969,0.251269,26,,
331,Camilla Horn,Darsteller,2,26,5,0.385948,0.415332,415.316035,0.21904,26,,
332,Bruno Mondi,Kamera,2,28,5,0.350191,0.37589,255.816887,0.110581,23,,
333,Siegfried Schürenberg,Darsteller,2,26,5,0.388496,0.416242,480.610162,0.208073,25,,
336,Ruth Hellberg,Darsteller,2,25,5,0.381129,0.40896,199.452675,0.169423,23,,
337,Erika Engelbrecht,Schnitt,2,27,5,0.365572,0.392375,599.674824,0.123165,25,,
338,Charles Klein,Drehbuch,2,26,4,0.385227,0.411104,840.574783,0.12999,25,,
339,Franz Schafheitlin,Darsteller,2,28,4,0.392381,0.419701,1188.019742,0.174017,26,,
340,Else Baum,Schnitt,2,25,5,0.381129,0.40896,199.452675,0.169423,23,,
341,Edgar S. Ziesemer,Kamera,2,8,4,0.306434,0.321501,821,0.014949,7,,
342,Walter Wassermann,Drehbuch,2,28,4,0.372514,0.400587,600.190943,0.152409,26,,
343,Walter Röhrig,Bauten,2,25,4,0.370171,0.395934,146.921109,0.111435,19,,
345,Ekkehard Kyrath,Kamera,2,25,4,0.402344,0.4286,211.100755,0.201826,23,,
346,Elfie Mayerhofer,Darsteller,2,26,5,0.405113,0.434951,815.808091,0.219851,26,,
347,Walter Pindter,Kamera,2,24,5,0.385047,0.412803,587.878985,0.154322,23,,
348,Elga Brink,Darsteller,2,24,5,0.383613,0.409972,682.512858,0.129502,23,,
349,Walter von Bonhorst,Schnitt,2,26,4,0.398068,0.426274,500.145271,0.212074,24,,
350,Dagny Servaes,Darsteller,2,23,5,0.393317,0.420793,433.426608,0.183175,22,,
351,Elisabeth Neumann,Schnitt,2,27,4,0.390152,0.417172,390.267047,0.184556,24,,
352,Curt J. Braun,Drehbuch,2,22,5,0.345928,0.370833,1536.075793,0.098607,21,,
353,Ellen Bang,Darsteller,2,27,4,0.395583,0.423341,559.094932,0.203745,26,,
354,Werner Brandes,Kamera,2,31,4,0.364925,0.393608,1050.634071,0.125964,30,,
355,Else Elster,Darsteller,2,25,4,0.384508,0.412217,303.895426,0.175739,23,,
356,Charles Spaak,Drehbuch,2,23,5,0.322127,0.346663,307.897765,0.050951,21,,
357,Emil Burri,Drehbuch,2,27,4,0.391449,0.417172,107.31812,0.201903,23,,
358,Emil Hasler,Bauten,2,28,4,0.380952,0.408576,466.498981,0.132989,25,,
359,Enrique Dominguez Rodiño,Drehbuch/Regie,2,16,5,0.289123,0.303519,0,0.012876,8,,
360,Clemens Schmalstich,Musik,2,27,4,0.386673,0.415251,501.087372,0.17109,26,,
361,Christian Kayßler,Darsteller,2,28,4,0.376428,0.403519,671.333293,0.14805,27,,
362,Erich Ebermayer,Drehbuch,2,25,4,0.384508,0.412824,404.105493,0.188263,25,,
363,Erich Engel,Regie,2,27,5,0.394447,0.423827,995.918908,0.177267,27,,
364,Christian Hallig,Drehbuch,2,25,4,0.386854,0.414442,476.861107,0.179303,24,,
366,Erich Kobler,Schnitt,2,24,5,0.390521,0.417961,731.409665,0.15468,24,,
367,Charlotte Susa,Darsteller,2,29,4,0.386492,0.414644,940.131639,0.203782,29,,
368,Erich Ponto,Darsteller,2,25,5,0.382722,0.410174,675.647771,0.148607,25,,
369,Volker von Collande,Darsteller,2,27,4,0.400389,0.428297,479.292767,0.23503,27,,
866,Paul Martin,Regie/Drehbuch,4,48,5,0.360613,0.387116,358.287347,0.124487,24,,
371,Rudolf van der Noss,Regie,2,25,4,0.396917,0.424555,478.376038,0.200203,25,,
372,Sybille Schmitz,Darsteller,2,26,4,0.39407,0.420813,279.443516,0.193106,25,,
373,Franz Schroedter,Bauten,2,26,4,0.367038,0.392799,197.00185,0.132718,23,,
374,Anton Pointner,Darsteller,2,27,4,0.3806,0.408677,982.956241,0.167625,25,,
375,Fritz Kirchhoff,Regie,2,26,4,0.379724,0.405542,550.500821,0.12573,25,,
376,Fritz Lück,Bauten,2,28,4,0.380952,0.408576,466.498981,0.132989,25,,
377,Fritz Odemar,Darsteller,2,23,4,0.400973,0.428297,563.025035,0.182559,22,,
378,Rolf Wanka,Darsteller,2,20,4,0.386492,0.412015,316.215808,0.128541,20,,
379,Rolf Moebius,Darsteller,2,29,4,0.401168,0.431432,949.251574,0.214105,29,,
380,Anna Dammann,Darsteller,2,26,4,0.391635,0.4196,1584.99998,0.197777,25,,
381,Gustav Fröhlich,Darsteller,2,26,4,0.407719,0.434769,799.803256,0.211278,23,,
382,Alois Melichar,Musik,2,24,4,0.391263,0.417779,295.581951,0.211103,23,,
383,Georg Krause,Kamera,2,27,4,0.378329,0.405845,968.225123,0.122322,26,,
384,Richard Schneider-Edenkoben,Drehbuch/Regie,2,24,5,0.348267,0.368002,0,0.059253,12,,
385,Alfred Stöger,Regie,2,28,4,0.405312,0.433252,622.322845,0.217845,27,,
386,Alexander Mügge,Bauten,2,21,4,0.372009,0.397148,477.116178,0.129475,20,,
387,Georges Van Parys,Musik,2,21,5,0.308383,0.330987,156.218887,0.039522,19,,
388,Alexander Trojan,Darsteller,2,26,4,0.378676,0.40807,1046.627319,0.153174,26,,
389,Wolf Neumeister,Drehbuch,2,29,4,0.380249,0.408374,961.853725,0.152289,27,,
390,Geraldine Katt,Darsteller,2,26,4,0.405512,0.43305,311.538359,0.240469,26,,
391,Giuseppe Becce,Musik,2,27,4,0.380952,0.411206,305.727908,0.204013,26,,
392,Gisela Uhlen,Darsteller,2,27,4,0.384149,0.411104,607.019602,0.171456,26,,
393,Gerhard Lamprecht,Regie,2,23,4,0.390892,0.418083,348.991808,0.157012,22,,
394,Robert A. Stemmle,Drehbuch/Regie,2,26,5,0.350042,0.37053,0,0.08865,13,,
395,Gerhard Menzel,Drehbuch,2,25,4,0.382722,0.410396,216.003404,0.194243,24,,
396,Alexandra Anatra,Schnitt,2,25,4,0.396535,0.422633,528.51233,0.173538,23,,
397,Gertrud Wolle,Darsteller,2,25,5,0.370337,0.396622,647.345566,0.107617,23,,
398,Fritz C. Mauch,Schnitt,2,29,4,0.38631,0.414947,250.764736,0.240923,27,,
399,Annemarie Holtz,Darsteller,2,24,5,0.385587,0.413006,685.914308,0.165378,24,,
400,Aribert Wäscher,Darsteller,2,25,4,0.387765,0.413228,444.313434,0.158036,22,,
401,Zarah Leander,Darsteller,2,25,4,0.357794,0.382383,213.746246,0.115658,22,,
402,Günther Anders,Kamera,2,25,4,0.370171,0.395934,146.921109,0.111435,19,,
403,Franz Tappers,Produzent,2,27,5,0.362039,0.38843,659.98036,0.111348,25,,
404,Günter Neumann,Drehbuch,2,26,4,0.381658,0.410599,586.191112,0.178163,26,,
405,Géza von Cziffra,Drehbuch,2,24,4,0.389598,0.415655,352.288711,0.175914,23,,
406,Gusti Wolf,Darsteller,2,21,5,0.38813,0.414725,503.270375,0.151579,21,,
407,Fred Hildenbrandt,Drehbuch,2,30,4,0.378676,0.409082,314.654168,0.20104,29,,
408,Richard Angst,Kamera,2,23,4,0.364763,0.389159,300.199237,0.099433,20,,
409,Albert Valentin,Regie,2,21,5,0.308383,0.330987,156.218887,0.039522,19,,
410,Gustav Ucicky,Regie,2,28,4,0.392942,0.421926,329.240563,0.26797,27,,
411,Gertrud Meyen,Darsteller,2,23,4,0.407316,0.433252,496.821788,0.21627,22,,
412,Gustav Lohse,Schnitt,2,26,4,0.367038,0.392799,197.00185,0.132718,23,,
413,Arnfried Heyne,Schnitt,2,24,4,0.389414,0.41697,326.478233,0.20673,24,,
414,Alexander Engel,Darsteller,2,27,4,0.395773,0.423038,1695.619789,0.172305,26,,
415,Wolfgang Wehrum,Schnitt,2,27,4,0.405312,0.432544,367.26281,0.253468,25,,
416,Arthur Fritz Eugens,Darsteller,2,25,4,0.394636,0.423038,306.523962,0.256572,25,,
417,Lotte Lang,Darsteller,1,10,5,0.351536,0.370024,0,0.058364,10,,
418,Walter Schuller,Darsteller,1,12,5,0.355479,0.376396,0,0.103358,12,,
419,le chauffeur,Darsteller,1,9,5,0.291372,0.30621,0,0.016867,9,,
420,Werner Fuetterer,Darsteller,1,12,5,0.357019,0.37771,0,0.085633,12,,
421,Mary Dietrich,Darsteller,1,7,5,0.28453,0.299494,0,0.012115,7,,
422,Walter Werner,Darsteller,1,13,5,0.349153,0.367395,0,0.1137,13,,
423,Zoltán Greguss,Darsteller,1,13,4,0.328549,0.347492,0,0.040921,12,,
424,Walter Zerlett-Olfenius,Drehbuch,1,14,4,0.340074,0.359324,0,0.072425,14,,
425,Max Klinnert,Bauten,1,3,5,0.234758,0.242273,0,0.002092,3,,
426,Marte Harell,Darsteller,1,13,4,0.372345,0.39553,0,0.132731,13,,
427,Wolfgang Liebeneiner,Regie,1,14,4,0.360297,0.38036,0,0.119448,14,,
428,Marjan Lex,Darsteller,1,12,4,0.365897,0.386023,0,0.104337,12,,
429,Maurice Gleize,Regie,1,11,5,0.297688,0.315109,0,0.023996,11,,
430,Mathias Wieman,Darsteller,1,13,4,0.339654,0.359729,0,0.064741,12,,
431,Weiß-Ferdl,Darsteller,1,13,5,0.338398,0.355967,0,0.050486,12,,
432,Mark Lothar,Musik,1,13,5,0.350937,0.369316,0,0.07305,13,,
433,Werner Hochbaum,Regie,1,13,5,0.348857,0.370732,0,0.093268,13,,
434,Marianne Stanior,Darsteller,1,12,5,0.355479,0.376396,0,0.103358,12,,
435,Willy Rösner,Darsteller,1,13,5,0.338398,0.355967,0,0.050486,12,,
436,Werner Stock,Darsteller,1,10,4,0.340637,0.356998,0,0.044826,9,,
437,Ludwig Schmitz,Darsteller,1,10,4,0.340637,0.356998,0,0.044826,9,,
438,Willy Kaufmann,Darsteller,1,17,5,0.358261,0.381655,0,0.18526,16,,
439,Willi Rose,Darsteller,1,12,4,0.348709,0.368224,0,0.066116,11,,
440,Wilhelm H. König,Darsteller,1,13,5,0.348857,0.370732,0,0.093268,13,,
441,Marc Roland,Drehbuch,1,17,4,0.356401,0.379551,0,0.12124,17,,
442,Wilhelm Schmidt,Kamera,1,13,5,0.338398,0.355967,0,0.050486,12,,
443,Wilhelm Stöppler,Drehbuch,1,9,5,0.289123,0.303519,0,0.012876,8,,
444,Ludwig van Beethoven,Musik,1,15,4,0.365248,0.387035,0,0.130385,15,,
445,Luigi Denza,Musik,1,18,5,0.344482,0.36699,0,0.088984,18,,
869,Karl Ritter,Regie/Drehbuch,4,46,4,0.370171,0.395934,146.921109,0.111435,19,,
447,Luis Trenker,Produzent,1,15,4,0.346655,0.367011,0,0.070067,14,,
449,Luise Hohorst,Darsteller,1,15,4,0.365248,0.387035,0,0.130385,15,,
450,Luli Hohenberg,Darsteller,1,13,5,0.366548,0.38843,0,0.110342,13,,
451,Willy Richartz,Musik,1,11,4,0.364279,0.38218,0,0.074387,10,,
452,Werner Schott,Darsteller,1,12,4,0.363156,0.381877,0,0.08609,11,,
453,Wolfgang Kieling,Darsteller,1,14,5,0.319752,0.338977,0,0.055544,13,,
454,Marcel Cleinow,Schnitt,1,9,5,0.289123,0.303519,0,0.012876,8,,
455,Marianne Simson,Darsteller,1,5,4,0.306206,0.320287,0,0.014198,5,,
456,Werner Hinz,Darsteller,1,14,5,0.341767,0.361772,0,0.05375,13,,
457,Wolfgang Böttcher,Drehbuch,1,12,5,0.363636,0.3857,0,0.114855,12,,
458,Wolfgang Becker,Schnitt,1,13,4,0.348562,0.368426,0,0.064785,13,,
864,Paul Verhoeven,Regie/Drehbuch,4,53,4,0.41407,0.447512,1252.729446,0.332276,38,,
460,Louis Rainer,Darsteller,1,14,4,0.348414,0.367921,0,0.076411,14,,
461,Werner Jacobs,Schnitt,1,10,5,0.351536,0.370024,0,0.058364,10,,
462,Wolf Floderer,Darsteller,1,14,5,0.3296,0.348443,0,0.0536,13,,
463,Maria Koppenhöfer,Darsteller,1,12,4,0.379724,0.400991,0,0.147724,12,,
464,Werner Krauß,Darsteller,1,7,5,0.28453,0.299494,0,0.012115,7,,
465,Werner Lippert,Darsteller,1,13,4,0.353345,0.373786,0,0.067943,13,,
466,Winnie Markus,Darsteller,1,13,4,0.373357,0.3929,0,0.123489,13,,
467,Margit Symo,Darsteller,1,13,4,0.328549,0.347492,0,0.040921,12,,
468,Ludwig Metzger,Drehbuch,1,12,5,0.357019,0.37771,0,0.085633,12,,
469,Werner Scharf,Darsteller,1,16,4,0.360455,0.382686,0,0.127515,14,,
470,Max Michel,Schnitt,1,18,5,0.344482,0.36699,0,0.088984,18,,
471,Renée Stobrawa,Darsteller,1,12,4,0.352287,0.372775,0,0.06692,12,,
472,Max Seefelder,Bauten,1,13,5,0.338398,0.355967,0,0.050486,12,,
473,Peter Hagen,Drehbuch,1,12,4,0.352287,0.372775,0,0.06692,12,,
474,Rolf Weith,Darsteller,1,12,4,0.359825,0.379956,0,0.10665,12,,
475,Roserinette Lahrmann,Darsteller,1,13,5,0.342477,0.362237,0,0.07931,12,,
476,Rotraut Richter,Rotraut Richter,,Darsteller,1,1,5,0.267185,0.273989,0,0.002455,1
477,Rudolf Dortenwald,Drehbuch,1,10,4,0.355479,0.375303,0,0.117326,9,,
478,Rudolf F. Klein,Drehbuch,1,13,4,0.366874,0.389664,0,0.138491,12,,
479,Rudolf Klein-Rogge,Darsteller,1,13,5,0.352438,0.373261,0,0.092651,13,,
480,Peter Hellbracht,Drehbuch,1,13,5,0.350042,0.369822,0,0.067608,12,,
481,Rudolf Perak,Musik,1,12,5,0.369672,0.389947,0,0.106415,12,,
482,Rudolf Pfenninger,Bauten,1,14,4,0.348414,0.367921,0,0.076411,14,,
483,Rudolf Prack,Darsteller,1,13,5,0.360297,0.382059,0,0.124948,13,,
484,Paul Otto,Darsteller,1,11,5,0.366222,0.386408,0,0.088788,11,,
485,Rudolf Schaad,Schnitt,1,13,5,0.360297,0.382059,0,0.124948,13,,
486,Pedro Barreto,Darsteller,1,8,4,0.324793,0.342334,0,0.032697,8,,
487,Paula Wessely,Darsteller,1,14,4,0.376772,0.398261,0,0.155903,14,,
488,S. S. von Varady,Drehbuch,1,13,4,0.328549,0.347492,0,0.040921,12,,
865,Erich Waschneck,Regie/Produzent,5,64,4,0.416372,0.452973,1362.0411,0.365954,45,,
490,Paul Rischke,Kamera,1,15,4,0.366222,0.387136,0,0.160415,15,,
491,Salvatore Cardillo,Musik,1,18,5,0.344482,0.36699,0,0.088984,18,,
492,Stefan Eiben,Kamera,1,13,4,0.348562,0.368426,0,0.064785,13,,
493,Paul Richter,Darsteller,1,14,5,0.34651,0.366282,0,0.076366,13,,
494,Peter Paul Brauer,Regie,1,11,5,0.364441,0.386408,0,0.118813,11,,
495,Rolf Weih,Darsteller,1,12,4,0.359825,0.379956,0,0.10665,12,,
496,Peter Voss,Darsteller,1,14,4,0.340074,0.359324,0,0.072425,14,,
497,Rolf Lauckner,Drehbuch,1,10,5,0.324665,0.342739,0,0.034819,10,,
498,René Génin,Darsteller,1,12,5,0.307577,0.326739,0,0.03306,12,,
499,Riccardo Zandonai,Musik,1,18,5,0.344482,0.36699,0,0.088984,18,,
500,Renate Uhl,Drehbuch,1,13,4,0.353345,0.373786,0,0.067943,13,,
501,Reinhold Pasch,Darsteller,1,15,4,0.346655,0.367011,0,0.070067,14,,
502,Reinhold Bernt,Darsteller,1,15,4,0.352438,0.372573,0,0.092797,14,,
503,Reinhard Köster,Drehbuch,1,13,4,0.378155,0.399778,0,0.115912,12,,
504,Richard Heuberger,Musik,1,13,4,0.372345,0.39553,0,0.132731,13,,
505,Richard Häußler,Darsteller,1,13,5,0.367201,0.387419,0,0.100049,12,,
506,Lola Müthel,Darsteller,1,13,4,0.363636,0.38481,0,0.109542,13,,
507,Raoul Ploquin,Produzent,1,12,5,0.307577,0.326739,0,0.03306,12,,
508,Raimund Schelcher,Darsteller,1,15,4,0.356093,0.376618,0,0.081958,14,,
509,Pierre Renoir,Darsteller,1,11,5,0.297688,0.315109,0,0.023996,11,,
510,Robert Büschgens,Drehbuch,1,13,5,0.367201,0.387419,0,0.100049,12,,
511,Robert Küssel,Musik,1,15,4,0.34477,0.363977,0,0.059144,14,,
512,Roger von Norman,Regie,1,13,4,0.353345,0.373786,0,0.067943,13,,
513,Roland Schacht,Drehbuch,1,13,5,0.366548,0.38843,0,0.110342,13,,
514,Rolf Hansen,Regie,1,14,5,0.346947,0.367091,0,0.08062,14,,
515,Phil Jutzi,Kamera,1,17,4,0.356401,0.379551,0,0.12124,17,,
516,Rolf Heydel,Darsteller,1,13,5,0.327114,0.347087,0,0.060575,12,,
517,Stefan von Kamare,Drehbuch,1,14,5,0.370171,0.392172,0,0.12701,14,,
518,Susi Nicoletti,Darsteller,1,14,5,0.3296,0.348443,0,0.0536,13,,
519,Walter Schlick,Bauten,1,14,4,0.377462,0.399171,0,0.140561,14,,
520,O. W. Fischer,Darsteller,1,12,5,0.334959,0.353641,0,0.051658,11,,
521,Waldemar Leitgeb,Darsteller,1,13,4,0.328549,0.347492,0,0.040921,12,,
522,Ricardo Torres,Kamera,1,9,5,0.289123,0.303519,0,0.012876,8,,
523,Walter Bechmann,Darsteller,1,13,5,0.329996,0.349899,0,0.07959,13,,
524,Otto Braml,Darsteller,1,13,5,0.329996,0.349899,0,0.07959,13,,
525,Oskar Sima,Darsteller,1,12,4,0.349745,0.370955,0,0.081257,12,,
526,Walter F. Fichelscher,Drehbuch,1,12,5,0.340496,0.359506,0,0.057802,12,,
527,Walter Franck,Darsteller,1,13,4,0.367038,0.386934,0,0.098248,11,,
528,Walter Haag,Bauten,1,14,5,0.346947,0.367091,0,0.08062,14,,
529,Olga Engl,Darsteller,1,10,5,0.324665,0.342739,0,0.034819,10,,
530,Nunzio Malasomma,Regie,1,12,4,0.361562,0.379956,0,0.080119,12,,
531,Paul Mundorf,Regie,1,12,4,0.375399,0.395833,0,0.11656,12,,
532,Walter Janssen,Darsteller,1,14,4,0.36188,0.38127,0,0.083305,13,,
533,Nien Sön Ling,Darsteller,1,13,5,0.329996,0.349899,0,0.07959,13,,
534,Walter Lieck,Darsteller,1,12,5,0.348562,0.369114,0,0.077262,11,,
535,Walter Maisch,Drehbuch,1,15,4,0.352438,0.372573,0,0.092797,14,,
536,Melanie Horeschovsky,Darsteller,1,15,4,0.358417,0.381068,0,0.136582,15,,
537,Walter Reichhardt,Drehbuch,1,14,5,0.3296,0.348443,0,0.0536,13,,
538,Max Wallner,Drehbuch,1,15,5,0.358729,0.381452,0,0.107423,15,,
539,Walter Robert Lach,Kamera,1,14,5,0.3296,0.348443,0,0.0536,13,,
541,Otto Gülstorff,Bauten,1,18,5,0.344482,0.36699,0,0.088984,18,,
542,Otto Konradt,Musik,1,14,5,0.341767,0.361772,0,0.05375,13,,
544,Waldemar Gaede,Schnitt,1,13,4,0.36606,0.388147,0,0.110612,12,,
856,Georg Zoch,Drehbuch/Regie,6,74,4,0.462402,0.49818,5447.834346,0.513943,62,,
547,Ted Pahle,Kamera,1,14,4,0.363958,0.384506,0,0.1234,12,,
852,Joe Stöckel,Regie/Drehbuch,3,34,4,0.364118,0.387743,209.783876,0.099143,20,,
549,Tibor von Sillay,Schnitt,1,15,4,0.372851,0.39371,0,0.137099,15,,
550,Toni Huppertz,Drehbuch,1,15,4,0.346655,0.367011,0,0.070067,14,,
551,Traugott Müller,Bauten,1,13,5,0.350937,0.369316,0,0.07305,13,,
552,Paul Hubschmid,Darsteller,1,7,5,0.28453,0.299494,0,0.012115,7,,
553,Paul Hoffmann,Darsteller,1,13,5,0.349153,0.367395,0,0.1137,13,,
554,Paul Hellbracht,Drehbuch,1,13,5,0.350042,0.369822,0,0.067608,12,,
555,Vera Hartegg,Darsteller,1,15,4,0.346655,0.367011,0,0.070067,14,,
556,Otz Tollen,Darsteller,1,13,5,0.329996,0.349899,0,0.07959,13,,
557,Otty Eberhardt,Darsteller,1,13,5,0.329996,0.349899,0,0.07959,13,,
558,Ottokar Vomhof,Drehbuch,1,12,4,0.349153,0.368426,0,0.069284,12,,
559,Victor de Fast,Schnitt,1,11,5,0.297688,0.315109,0,0.023996,11,,
560,Viktor Becker,Regie,1,16,4,0.360455,0.382686,0,0.127515,14,,
561,Otto Moldenhauer,Bauten,1,15,4,0.34477,0.363977,0,0.059144,14,,
562,Viktor de Kowa,Regie,1,13,5,0.352438,0.373261,0,0.092651,13,,
854,Johannes Meyer,Regie/Drehbuch,4,55,4,0.388679,0.42324,1429.396493,0.238531,38,,
564,Waldemar Reichardt,Drehbuch,1,14,5,0.362516,0.384385,0,0.11529,13,,
565,Adolf Fischer,Darsteller,1,15,4,0.34477,0.363977,0,0.059144,14,,
566,Lilian Harvey,Darsteller,1,13,5,0.350042,0.369822,0,0.067608,12,,
567,Erwin Kreker,Drehbuch,1,12,4,0.367693,0.388248,0,0.139478,12,,
568,Ernst Karchow,Darsteller,1,13,5,0.327114,0.347087,0,0.060575,12,,
569,Ernst Legal,Darsteller,1,12,5,0.348562,0.369114,0,0.077262,11,,
570,Ernst Pröckl,Darsteller,1,10,5,0.324665,0.342739,0,0.034819,10,,
571,Ernst Richter,Bauten,1,14,5,0.3296,0.348443,0,0.0536,13,,
572,Ernst Stimmel,Darsteller,1,14,5,0.341767,0.361772,0,0.05375,13,,
573,Erwin Biswanger,Drehbuch,1,12,5,0.346218,0.366586,0,0.060282,12,,
574,Estrellita Castro,Darsteller,1,4,5,0.305411,0.319377,0,0.016328,4,,
575,Ernesto de Curtis,Musik,1,18,5,0.344482,0.36699,0,0.088984,18,,
576,Ethel Reschke,Darsteller,1,15,5,0.36606,0.388532,0,0.174954,14,,
577,Eva Hoffmann,Schnitt,1,11,4,0.364279,0.38218,0,0.074387,10,,
578,Eva Tinschmann,Darsteller,1,14,5,0.355632,0.377306,0,0.097618,13,,
579,Ewald Wenck,Darsteller,1,12,5,0.346218,0.366586,0,0.060282,12,,
580,F. B. Cortan,Drehbuch,1,17,4,0.356401,0.379551,0,0.12124,17,,
581,Fatma,Darsteller,1,9,5,0.289123,0.303519,0,0.012876,8,,
582,Ernst Hasselbach,Drehbuch,1,14,4,0.361245,0.381877,0,0.117357,14,,
583,Erna Morena,Darsteller,1,10,5,0.351536,0.370024,0,0.058364,10,,
584,Elisabeth Flickenschildt,Darsteller,1,15,5,0.341201,0.361731,0,0.089447,14,,
860,Carl Froelich,Produzent/Regie,3,36,4,0.367038,0.392799,197.00185,0.132718,23,,
586,Elisabeth Reich,Darsteller,1,13,4,0.353345,0.373786,0,0.067943,13,,
587,Ellen Frank,Darsteller,1,14,4,0.361245,0.381877,0,0.117357,14,,
588,Elsa Wagner,Darsteller,1,18,5,0.344482,0.36699,0,0.088984,18,,
589,Else von Möllendorff,Darsteller,1,12,4,0.352287,0.372775,0,0.06692,12,,
590,Elvire Popesco,Darsteller,1,9,5,0.291372,0.30621,0,0.016867,9,,
591,Erich Claunigk,Kamera,1,12,5,0.340496,0.359506,0,0.057802,12,,
592,Erich Grave,Bauten,1,14,5,0.341767,0.361772,0,0.05375,13,,
593,Erika von Thellmann,Darsteller,1,14,5,0.346947,0.367091,0,0.08062,14,,
594,Erich Palme,Produzent,1,15,5,0.341201,0.361731,0,0.089447,14,,
595,Erich Rudolf Schmidtke,Kamera,1,14,4,0.363958,0.384506,0,0.1234,12,,
596,Erich Willke,Drehbuch,1,13,4,0.348562,0.368426,0,0.064785,13,,
597,Erik Frey,Darsteller,1,12,5,0.355479,0.375789,0,0.109818,12,,
598,Erika Dannhoff,Darsteller,1,14,5,0.34651,0.366282,0,0.076366,13,,
599,Erika Helmke,Darsteller,1,11,4,0.364279,0.38218,0,0.074387,10,,
600,Felix von Eckardt,Drehbuch,1,13,5,0.342477,0.362237,0,0.07931,12,,
601,Fernandel,Darsteller,1,9,5,0.291372,0.30621,0,0.016867,9,,
602,Florián Rey,Regie,1,8,4,0.324793,0.342334,0,0.032697,8,,
603,Georg Holl,Darsteller,1,14,4,0.348414,0.367921,0,0.076411,14,,
604,Friedrich Schreyvogl,Drehbuch,1,10,5,0.354409,0.374474,0,0.088146,10,,
605,Friedrich Schröder,Musik,1,14,5,0.350042,0.37053,0,0.08865,13,,
606,Frits van Dongen,Darsteller,1,14,5,0.319752,0.338977,0,0.055544,13,,
607,Fritz Koselka,Drehbuch,1,12,5,0.334959,0.353641,0,0.051658,11,,
608,Fritz Rasp,Darsteller,1,12,4,0.349745,0.370955,0,0.081257,12,,
609,Georg C. Klaren,Drehbuch,1,13,5,0.350937,0.369316,0,0.07305,13,,
610,Georg Jacoby,Regie,1,12,5,0.36835,0.390352,0,0.098866,12,,
611,Franco Casavola,Musik,1,18,5,0.344482,0.36699,0,0.088984,18,,
612,Georg Witt,Produzent,1,14,4,0.362198,0.382383,0,0.104686,13,,
857,Bernd Hofmann,Drehbuch/Regie,3,40,4,0.382544,0.411408,354.134394,0.197231,27,,
614,Georgia Holl,Darsteller,1,15,4,0.346655,0.367011,0,0.070067,14,,
615,Gerda Maria Terno,Darsteller,1,12,4,0.361562,0.383091,0,0.102565,12,,
616,Gerda Maurus,Darsteller,1,15,4,0.346655,0.367011,0,0.070067,14,,
617,Gerhard Bienert,Darsteller,1,7,5,0.28453,0.299494,0,0.012115,7,,
