Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
Aus einer kleinen Residenz,https://www.filmportal.de/film/aus-einer-kleinen-residenz_685726f3181b40efab1a81ba6a6cb940,Spielfilm,1932,Deutschland,,,,,"Lucie Englisch, Hugo Fischer-Köppe, Kurt Vespermann, Willi Schur, Ida Wüst, Leopold von Ledebur, Maria Matray, Albert Paulig, Ernst Behmer, Willy Prager, Paul Westermeier, Hilde Koller, Wilhelm Bendow, Erich Kestin, Siegfried Berisch, Hermann Picha",,,,"Curt J. Braun, Fritz Falkenstein",,,,,Willy Hameister,,,,,,Artur Guttmann,,,,Aco-Film Gmb: H (Berlin),,,Erich Schönfelder,,,,,,,,,,84 min,"35mm, 1:1,37","s/w, Ton",,
Baby,https://www.filmportal.de/film/baby_5db82bc18ebb4fb8aed85437378f06d2,Spielfilm,1932,Deutschland/Frankreich,,,,,"Anny Ondra: Baby, Adolf Wohlbrück: Lord Cecil, Albert Paulig: Graf Lafitte, Lotte Spira: Gräfin Lafitte, Kurt Lilien: Danton, Margarete Kupfer: Dantons Frau, Olly von Flint: Dantons Tochter, Willy Stettner: Lord James, Emilie Unda: Miss Fitz, Eva Tinschmann: Miss Hennimore, Josef Eichheim: Lord Cecils Diener Pat",,,,Hans H. Zerlett,,,,,Otto Heller,,,,,,Leo Leux,,,,,,,Carl Lamač,,,"Ernst Fellner, Lothar Wolff",,,,,,,"2348 m, 86 min","35mm, 1:1,37","s/w, Mono",,
Ballhaus goldener Engel,https://www.filmportal.de/film/ballhaus-goldener-engel_74730cb4a6d94cdd81369a5846252c30,Spielfilm,1932,Deutschland,,,"Willi A. Herrmann, Artur Günther",,"Ilse Trautschold: Die Koksliese, Hedwig Wangel: Hermine Lemke, seine Frau, Bernhard Goetzke: Kriminalrat  Wieken, Siegfried Berisch: Herr Schliephaake, Senta Söneland: Frau Schliephaake, Ida Wüst: Frau Wolowska, Fritz Kampers: Der  Bär, Franz Nicklisch: Rolf Binder, Carl Auen: Kriminalkommissar Werner Manders, Hilde Hildebrand: Hella Schmidt, Adele Sandrock: Frau Barnow, Ernst Behmer: Emil Lemke, Lucie Englisch: Lene Lemke, seine Tochter, Else Reval: Frau Bornemann, Willy Clever: Heini",,,,Fritz Falkenstein,,"Maria Helmer, Josef Kempler",,,Willy Hameister,Willy-Peter Bloch,,,Robert Gilbert,"Waldemar Gericke, Bruno Heckmann",Artur Guttmann,,Artur Guttmann,,Aco-Film Gmb: H (Berlin),Gustav Althoff,Gustav Althoff,Georg C. Klaren,,,Hildegard Grebner,,Reinhold Draber,,Max Kagelmann,,,"8 Akte, 2078 m, 80 min","35mm, 1:1,37","s/w, Tobis-Klangfilm",,
La belle aventure,https://www.filmportal.de/film/la-belle-aventure_d553a47c450d40e9ac3426e119a0ef9d,Spielfilm,1932,Deutschland/Frankreich,,,Werner Schlichting,,"Jean Périer: Comte d'Eguzon, Paule Andral: Comtesse d'Eguzon, Daniel Lecourtois: André, Käthe von Nagy: Héléne de Trévillac, Marie-Laure: Grand-mère, Lucien Baroux: Valentin Le Barroyer, Jeanne Provost: Mme Serignan, Adrien Le Gallo: M. Chartrain, Reneé Fleury: Mme Chartrain, Mauricet: M. Desminières, Arletty: Mme Desminières, Charles Lorrain: M. Dubois, Robert Goupil: Détective, Michèle Alfa: Jeanne, Georges Deneubourg: Docteur Pinbrache, Lucien Callamand: Didier, Paul Ollivier: Président des chemins de fer, Marguerite Templey: Jeantine, Véra Pharès: Petite fille",,,,"Reinhold Schünzel, Emeric Pressburger",,,,,Fritz Arno Wagner,,,,Bernard Zimmer,,Ralph Erwin,,Hans-Otto Borgmann,,Alliance Cinématographique Européenne (A.C.E.) (Paris),Günther Stapenhorst,,"Reinhold Schünzel, Roger Le Bon",Kurt Hoffmann,,,,,,Hermann Fritzsching,"Gaston Armand de Caillavet (nach dem Bühnenstück ""La belle aventure"" von), Robert de Flers (nach dem Bühnenstück ""La belle aventure"" von), Etienne Rey (nach dem Bühnenstück ""La belle aventure"" von)",Universum-Film AG (UFA) (Berlin),80 min,"35mm, 1:1,37","s/w, Ton",,
Ein bißchen Liebe für Dich,https://www.filmportal.de/film/ein-bisschen-liebe-fuer-dich_5b1434854d7e455da0d12392724349d6,Spielfilm,1932,Deutschland,,,Ernö Metzner,,"Hermann Thimig: Paul Baumann, Filialdirektor, Lee Parry: Clary, seine Frau, Magda Schneider: Anni Weber, seine Sekretärin, Georg Alexander: Mr. Brown, Automobil-König, Rose Barsony: Revuetänzerin, Olly Gebauer: Kammerzofe Franzi, Edmund Pouch, Richard Alexander",,,,"Hans H. Zerlett, Max Neufeld",,"Walter Leder, Hans Kothe, Alice Follet",,,Willy Goldberger,Fritz von Friedl,,,"Robert Gilbert, Armin Robinson","Harry Krankemann, Martin Gericke, Willi Grabow",Paul Abraham,Joe King (Kapelle),"Paul Abraham, Helmut Wolfes (Assistenz)",,"H.M.-Film Gmb: H, Hermann Millakowsky (Berlin)",Georg C. Horsetzky,Hermann Millakowsky,Max Neufeld,,,Ladislao Vajda,,Karl Ewald,,Adolf Jansen,,,87 min,"35mm, 1:1,37","s/w, Ton",,
Das blaue Licht. Eine Berglegende aus den Dolomiten,https://www.filmportal.de/film/das-blaue-licht-eine-berglegende-aus-den-dolomiten_b84b8379b15943e58c2513c46d80ed36,Spielfilm,1932,Deutschland,,,Leopold Blonder,,"Leni Riefenstahl: Junta, Mathias Wieman: Vigo, Maler, Beni Führer: Tonio, Sohn des Wirts, Franz Maldacea: Guzzi, ein Hirtenjunge, Max Holsboer: Der Wirt, Martha Mair: Lucia",,Carl Mayer (Dramaturgische Beratung),,"Leni Riefenstahl, Béla Balázs",,,,,Hans Schneeberger,Heinz von Jaworsky,,,,,Giuseppe Becce,,,,"L. R. Studio-Film Gmb: H, Leni Riefenstahl (Berlin), H. R. Sokal-Film Gmb: H (Berlin)",Walter Traut,"Leni Riefenstahl, Henry Sokal",Leni Riefenstahl,,,Leni Riefenstahl,,Walter Riml,,Hans Bittmann,"Gustav Friedrich Renker (Motive des Romans ""Bergkristall"")",,85 min,"35mm, 1:1,37","s/w, Ton",,
Das Blaue vom Himmel,https://www.filmportal.de/film/das-blaue-vom-himmel_4de1da88ff634d7789645e388b75fefb,Spielfilm,1932,Deutschland,,,Jacek Rotmil,,"Marta Eggerth: Anni Müller, Hermann Thimig: Pilot Hans Meier, Fritz Kampers: Tobias, Margarete Schlegel: Zigaretten-Cilly, Ernö Verebes: Der flotte Hugo, Jakob Tiedtke: Der U-Opa, Margarete Kupfer: Frau Breitsprecher, Hans Richter: Tommy, Walter Steinbeck: Generaldirektor Pieper, Mathilde Sussin: Fräulein Fischer, Erich Kestin: Der Chauffeur bei Pieper, Gerhard Dammann: Ein Taxi-Chauffeur, Ernst Behmer, Hugo Fischer-Köppe, Erwin van Roy, Otto Sauter-Sarto",,,,"Billy Wilder, Max Kolpé",,Karl Gillmore,,,Heinrich Gärtner,,,Rudolf Walther-Fein,"Fritz Rotter, Max Kolpé",Adolf Doelle,Paul Abraham,,,,Aafa-Film AG (Berlin),Rudolf Walther-Fein,Gabriel Levy,Victor Janson,,,Else Baum,,Karl Lindner,,Fritz Seeger,,,"2114 m, 77 min","35mm, 1:1,33","s/w, Tobis-Klangfilm",,"Zensur (DE): 06.12.1932, B.32642, Jugendverbot"
Ein blonder Traum,https://www.filmportal.de/film/ein-blonder-traum_9bf3270594294404ae53d187ee2eee4a,Spielfilm,1932,Deutschland,Alexander Schneider-Desnitzky,,Erich Kettelhut,Franz Roth,"Lilian Harvey: Jou-Jou, Willy Fritsch: Willy I, Willi Forst: Willy II, Paul Hörbiger: Landstreicher ""Vogelscheuche"", Trude Hesterberg: Zeitungshändlerin ""Illustrierte Ilse"", C. Hooper Trask: Amerikanischer Manager Merryman, Hans Deppe: Merrymans Sekretär, Prof. Wolfgang Heinz: Portier, Barbara Pirk, Ina von Elben, Ernst Behmer, Hugo Döblin",,,,"Walter Reisch, Billy Wilder",,"Otto Sucrow, Max König, Adolf Kempler",,,"Günther Rittau, Otto Baecker, Konstantin Tschet",Ekkehard Kyrath,,,"Robert Gilbert, Walter Reisch, Werner Richard Heymann","Emil Neumann, Maria Jamitzky, Hermann Rosenthal",Werner Richard Heymann,,Gérard Jacobson,,Universum-Film AG (UFA) (Berlin),Eberhard Klagemann,Erich Pommer,Paul Martin,,,Willy Zeyn jun.,,Willi Klitzke,,Fritz Thiery,,,"2798 m, 102 min","35mm, 1:1,33","s/w, Tobis-Klangfilm",,
Cercasi modella,https://www.filmportal.de/film/cercasi-modella_9bdc4831fee14baa8deafacfd40b6d86,Spielfilm,1932,Italien/Deutschland,,,,,Olly Gebauer,,,,Kurt Siodmak,,,,,,,,,,,,,,,,,,E. W. Emo,,,,,,,,,,"2234 m, 82 min","35mm, 1:1.33",s/w,,
La chanson d'une nuit,https://www.filmportal.de/film/la-chanson-dune-nuit_0bd3ad389d924be19c07ee2049c034cd,Spielfilm,1932,Deutschland,,,Werner Schlichting,,"Jan Kiepura: Ferraro, Magda Schneider: Mathilde, Pierre Brasseur: Koretzky, Lucien Baroux: Monsieur Pategg, Charlotte Lysès: Madame Pategg, Clara Tambourle manager, Jean Sinoël, René Bergeronl'employé des contributions, Charles Lamy: Balthazar, Pierre Labryl'inspecteur",Henri-Georges Clouzot,,,"Irma von Cube, Albrecht Joseph",,,,,Fritz Arno Wagner,Igor Oberberg,,,Serge Véber,,Mischa Spoliansky (unter Verwendung fremder Kompositionen),,Willy Schmidt-Gentner,,Cine-Allianz Tonfilm Gmb: H (Berlin),,"Arnold Pressburger, Gregor Rabinowitsch","Anatole Litvak, Henri-Georges Clouzot",,,,,,,Hermann Fritzsching,,,85 min,"35mm, 1:1,37","s/w, Ton",,
Congress Dances,https://www.filmportal.de/film/congress-dances_b307542166a24c2ea63cfd789ee1728b,Spielfilm,1932,Deutschland,,,"Robert Herlth, Walter Röhrig",,"Lilian Harvey: Chrystel, Henri Garat: Tzar Alexander I. / Uralsky, Gibb Mc: Laughlin: Bibikoff, Conrad Veidt: Prince Metternich, Reginald Purdell: Pepi, Lil Dagover: Countess, Philipp Manning: King of Saxony, Humberstone Wright: Duke of Wellington, Helen Haye: Princess, Spencer Trevor: Finance Minister, Tarquini d'Or: Folk Singer, Thomas Weguelin, Olga Engl",,,,"Norbert Falk, Robert Liebmann",,,,,Carl Hoffmann,,Ernst Stern,,,,Werner Richard Heymann (unter Verwendung Alt-Wiener Kompositionen),,Werner Richard Heymann,,Universum-Film AG (UFA) (Berlin),Eberhard Klagemann,Erich Pommer,Erik Charell,Carl Winston,,Viktor Gertler,,,,Fritz Thiery,,,2526 m,"35mm, 1:1,20","s/w, Ton","Uraufführung (GB): 11.04.1932, London",
Coup de feu à l'aube,https://www.filmportal.de/film/coup-de-feu-a-laube_c53d177d9121486ca8c546eebc003891,Spielfilm,1932,Deutschland,,,"Willi A. Herrmann, Herbert Lippschitz",,"Annie Ducaux: Irene Taft, Jean Galland: Brand/Petersen, Marcel AndréSchmitter, Genia Nikolajewa: Lola, Roger Karl: Joachim Taft, Antonin Artaud: Le Trembleur, Pierre Sergeol: Holzknecht, Guy Derlan: Bobby, Jean Rozenberg: Klotz, Gaston Modot: Sandegg, Pierre Piérade, Maurice Sibert, Nane Germon",,,,"Rudolf Katscher, Otto Eis, Egon Eis",,,,,"Konstantin Tschet, Werner Bohne",,,,,,,,,,Universum-Film AG (UFA) (Berlin),Alfred Zeisler,,Serge de Poligny,,,,,,,"Max Kagelmann, Gerhard Goldbaum",,,,,,,
Die - oder keine,https://www.filmportal.de/film/die-oder-keine_3b1de0c0872b442794915a5288174c90,Spielfilm,1932,Deutschland,,,Franz Schroedter (Gesamtausstattung),,"Gitta Alpár: Eva Petri, Sängerin, Max Hansen: Prinz Michael von Marana, Ferdinand von Alten: Prinz Wenzel von Marana, Paul Otto: Ravel, Bankier, Fritz Fischer: Florian, Tenor, Paul Henckels: Montalon, Michaels Adjutant, Rudolf Platte: Offizier, Wolfgang von Schwindt: Bassist, Erich Fuchs: Bariton, Lucy Malata: Altistin, Barnabas von Géczy, Comedian Harmonists",,,,"Johannes Brandt, Walter Supper",,"Karl-Heinz Stempel, Elise Bollenhagen",,,Curt Courant,,,,Johannes Brandt,Max Patyna,Otto Stransky,Barnabas von Géczy (Orchester),Otto Stransky,Félicien Alpar-David (Lied),Froelich-Film Gmb: H (FFG) (Berlin),Friedrich Pflughaupt,Carl Froelich,Carl Froelich,,,Hansom Milde-Meißner,,,,Erich Lange,Félicien Alpar-David (Lied),,91 min,"35mm, 1:1,37","s/w, Tobis-Klangfilm",,
The Doomed Battalion,https://www.filmportal.de/film/the-doomed-battalion_f46c30440f0f4164ad059681c02620c5,Spielfilm,1932,Deutschland/USA,,,Walter R. Koessler,,"Luis Trenker: Florian Dimai, Tala Birell: Maria, his wife, Michael Varkonyi: Artur Franchini, Albert Conti: Captain Kessler, Henry Armetta: Angelo, Gustav von Seyffertitz: Austrian general, C. Henry Gordon: Italian general, Gibson Gowland: Innerhofer",Patrick Kearney,,,"Luis Trenker, Karl Hartl, Dale Van Every (Associate Scenario Editor)",,,,,"Charles Stumar, Sepp Allgeier, Albert Benitz, Giovanni Vitrotti","Martin Glouner, John Martin",,,,,Giuseppe Becce,,,,"Marcel Vandal & Charles Delac Tonfilmproduktion Gmb: H (Berlin), Universal Pictures Corporation Co. Inc. (Universal City)",,Carl Laemmle jr.,Cyril Gardner,,,"Clarence Kolster, Maurice Pivar (Supervising film editor)",,Roman Freulich,,C. Roy Hunter,,Universal Pictures Corporation Co. Inc. (Universal City),"7722 ft = 2355 m, 85 min","35mm, 1:1,20","s/w, Western Electric Noiseless Recording Sound System","Uraufführung (US): 30.04.1932, Washington D.C.",
Drei von der Kavallerie,https://www.filmportal.de/film/drei-von-der-kavallerie_cf6666cba04d4446887dbf2a7368360c,Spielfilm,1932,Deutschland,,,Max Heilbronner,,"Paul Hörbiger: Kavallerist Peter, Fritz Kampers: Kavallerist Paul, Paul Heidemann: Kavallerist Fritz, Hilde Hildebrand: Lola von Heldenburg, Anton Pointner: General von Büttinghausen, Albert Paulig: Major von Hoheneck, Oskar Marionsein Adjutant, Hugo Fischer-Köppe: Unteroffizier Bunck, Ellen Hille: Fritzi, ihre Zofe, Senta Söneland: Anna, die Köchin des Majors, Kurt Lilien: Besitzer des Wachsfigurenkabinetts, Else Elster: Isabella, die ""Dame ohne Unterleib"", Julius Falkenstein: Oberlehrer, Leo Peukert: Arzt, Hermann Picha: Bürgermeister, Ewald Wenck: Apotheker, Anna Müller-Lincke, Erik Radolf, Erna Terrel, Gustav Püttjer, Heinz Ahrens",,,,"Paul Georg, Franz Rauch",,"Hans Kothe, Anni Loretto",Paul Glass,,Reimar Kuntze,,"Bruno Heckmann, Waldemar Gericke",,Fritz Rotter,,"Ralph Erwin, Alfred Strasser",,Alfred Strasser,,Max Glass-Film Gmb: H (Berlin),Max Glass,Kurt Reichmann,Carl Boese,,,,,Walter Lichtenstein,,Carlo Paganini,,,"9 Akte, 2559 m",,Ton,,"Zensur (DE): 08.08.1932, B.31906, Jugendverbot"
Drei von der Stempelstelle,https://www.filmportal.de/film/drei-von-der-stempelstelle_d85c5227a7584a38889ca2cbe59cc57c,Spielfilm,1932,Deutschland,,,Heinrich Richter,,"Margarete Kupfer: Mutter Gohlke, eine Wäscherin, Evelyn Holt: Else, ihre Tochter, Adolf Wohlbrück: Max Binder, Fritz Kampers: Fritz Wenneis, Paul Kemp: Arthur Jaenicke, Ferdinand von Alten: Kienast, Chef eines Modesalons, Helen Schoener: Frau Kienast, Margita Alfvén: Direktrice, Marion Moench: Lotte, Elsa Wagner: Vermieterin, Hedwig Wangel: Wohlfahrtsdame, Hilde Maroff: Laufmädel bei Kienast, Charlotte Ander, Hilde Boenisch, Julius Brandt, Gerhard Dammann, Sigi Hofer, Antonie Jaeckel, Robert Klein-Lörk, Hans Leibelt, U. Löplin, Arthur Mainzer, Ernst Morgan, Gerti Ober, Carl Peterhans, Georg A. Profé, Paul Rehkopf, Else Schünzel, Hans Schüren, Harald Smith, Franz W. Schröder-Schrom, Hella Tornegg",,,,Paul Michael Bünger,,,,,"Guido Seeber, Hugo von Kaweczynski",Erich Grohmann,,,Charles Rudolph,"Robert Stritzke, Friedrich Havenstein",Hugo Hirsch,,"Felix Günther, Arne Kunth",,Panzer Film-Produktion Gmb: H (Berlin),"Paul Michael Bünger, Heinz Schall","Gustav Oechsle, Paul Michael Bünger, Heinz Schall",Eugen Thiele,V. Samih,,,,Fritz Vopel,,Carl-Erich Kroschke,,,,"35mm, 1:1,37","s/w, Tobis-Klangfilm",,
Durchlaucht amüsiert sich,https://www.filmportal.de/film/durchlaucht-amuesiert-sich_4451867dfc774f65bc84fbe577e0e669,Spielfilm,1932,Deutschland,,,,,"Georg Alexander: Fürst Michael, Lien Deyers: Maria, Trude Berliner: Fifi, Tibor von Halmay: Peter, Hans Junkermann: Herzog, Else Reval: Herzogin, Ernst Wurmser: Chauffeur, Ida Perry: Madame Angèle, Karl Platen: Zeremonienmeister, Antonie Jaeckel: Oberin, Rio Nobile: Der Vetter, Maria von Tasnady: Zofe",,,,"Paul Beyer, Conrad Wiene",,,,,Carl Drews,,,,Charles Amberg,,Artur Guttmann,,,,Splendid-Film Co. Gmb: H (Berlin),,,Conrad Wiene,,,,,,,,,,75 min,"35mm, 1:1,37","s/w, Tobis-Klangfilm",,
