Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
Die Entfettungskur,https://www.filmportal.de/film/die-entfettungskur_314182b84739440caa5171b4d00e8de9,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Eng,,,,,,,,,,,,,,
Er betrügt uns,https://www.filmportal.de/film/er-betruegt-uns_b117b7f99bb548e88b848fd73dccad12,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Münchener Kunstfilm Peter Ostermayr (München),,,,,,,,,,,,,,,,,
Er hats geschafft,https://www.filmportal.de/film/er-hats-geschafft_2eb40625f9cc4bc68c9663a655124b64,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Karl Ledermann & Co (Berlin),,,,,,,,,,,,,,,,,
Er selbst sein Gott,https://www.filmportal.de/film/er-selbst-sein-gott_54897642e3e54e53b81f99190d43ccb5,Spielfilm,1919,Deutschland,,,Jacek Rotmil,,"Ida Liebisch, Arnold Czempin, Hermann Vallentin, Fredi Indner, Leo Connard, Hans Felix, Johanna Zimmermann, Eduard Rothauser",,,,C. Angéli,,,,,Willy Schwaebl,,,,,,,,,,,,,Eduard Rothauser,,,,,,,,,,,,,,
Er soll sie heiraten,https://www.filmportal.de/film/er-soll-sie-heiraten_e5aa777b3e2148008f738ea0259b5851,Spielfilm,1919,Deutschland,,,,,Gerhard Dammann?,,,,Gerhard Dammann (?),,,,,,,,,,,,,,,Dammann-Film Gmb: H (Berlin),,,Gerhard Dammann (?),,,,,,,,,,,,,,
Der Erbe vom Lilienhof,https://www.filmportal.de/film/der-erbe-vom-lilienhof_8647f9dc2a3140ae86f8da818229ab2a,Spielfilm,1919,Deutschland,,,,,"Rudi Wehr, Olga Engl, Fritz Schroeter, Franz Cornelius, Preben J. Rist, Olaf Storm",,,,Franz Hofer,,,,,Hans Karl Gottschalk,,,,,,,,,,Bayerische Film-Gesellschaft Fett & Wiesel (München),,,Franz Hofer,,,,,,,,,,,,,,
Die Erbin des Grafen von Monte Christo,https://www.filmportal.de/film/die-erbin-des-grafen-von-monte-christo_3b432175fb294048b311d91a84617ef9,Spielfilm,1919,Deutschland,,,Artur Günther,,"Lya Mara, Werner Funck, Wilma von Mayburg, Aenderli Lebius, Hermann Vallentin, Hugo Falke",,,,,,,,,,,,,,,,,,,Berliner Film-Manufaktur Gmb: H (Berlin),,,Friedrich Zelnik,,,,,,,,,,,,,,
Die Erbin,https://www.filmportal.de/film/die-erbin_881acd362e1f4277b32fd9134d799fed,Spielfilm,1919,Deutschland,,,,,"Hedda Vernon, Fritz Delius, Arnold Czempin, Vera Fischer",,,,,,,,,,,,,,,,,,,Eiko-Film Gmb: H (Berlin),,,Hubert Moest,,,,,,,,,,,,,,
Erblich belastet,https://www.filmportal.de/film/erblich-belastet_8a7bf7ea76c3422094876b2fbf358c28,Spielfilm,1919,Deutschland,,,,,"Georg Alexander, Ada Egede-Nissen",,,,"Rudolf Báron, Else Cressin",,,,,,,,,,,,,,,Egede-Nissen-Film Comp. mb: H (Berlin),,,Georg Alexander,,,,,,,,,,,,,,
Erblich belastet,https://www.filmportal.de/film/erblich-belastet_3e2be5847d5748cba5a240daab59858e,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Die Erbschaft von New York,https://www.filmportal.de/film/die-erbschaft-von-new-york_71abf0930c43449bb88a2b5c5a5e0af8,Spielfilm,1919,Deutschland,,,,,"Bruno Eichgrün: Nic Carter, Sigmund Aschenbach: Van den Laar, Kaffeekönig, Erwin Fichtner: Henrik, sein Sohn, Jane Bess: Lou Renard, Artistin, Franz Kött: Olsen, Preisboxer, Gerhard Ritterband: Bobby",,,,Jane Bess,,,,,,,,,,,,,,,"Hegewald-Film Gmb: H (Leipzig), Althoff & Co. (Berlin)",,,Wolfgang Neff,,,,,,,,,,,,,,
Erdgift,https://www.filmportal.de/film/erdgift_bf3b6d66a9e140aa8910a0e5c5f46c57,Spielfilm,1919,Deutschland,,,,,"Hermann Nesselträger: Gregor Magnussen, Bildhauer, Marga Cornelsen: Clara, seine Frau, Arthur Schröder: Björn Romberg, Chemiker, Ralph Arthur Roberts: Iwan Gorell, dunkle Existenz, Grit Hegesa: Lil, seine Pflegetochter, Karl Geppert: Prinz Archip Ginsky, Kurt Lilien: Jensen, Rennfahrer",,,,"Georg Jacoby, Paul Otto",,,,,,,,,,,,,,,,,,Paul Otto,,,,,,,,,,60 min,"35mm, 1:1,33","s/w, stumm",,
Erste Liebe,https://www.filmportal.de/film/erste-liebe_f73eafbc0f4d4937810001b1bd388c12,Spielfilm,1919,Deutschland,,,,,"Charlotte Böcklin, Walter Formes, Theodor Burghardt",,,,"Hans Brennert, Friedel Köhne",,,,,,,,,,,,,,,A.G. Filmfabrikation Arthur Günsburg (Berlin),,,Arthur Günsburg,,,,,,,,,,,,,,
Eugen Onegin,https://www.filmportal.de/film/eugen-onegin_8dee731b16d24cf4b54ac7d89585f38a,Spielfilm,1919,Deutschland,,,,,"Friedrich Zelnik: Eugen Onegin, Ernst Stahl-Nachbaur: Fürst Gremin, Marie von Bülowdie Larina, Gutsbesitzerin, Thea Pellard: Tatjana, ihre Tochter, Agda Nilsson: Olga, ihre Tochter, Ernst Benzinger: Saretzki, Gutsbesitzer, Grete Abeldie Filipjewna, Wirtschafterin auf dem Gute der La",,,,,,,,,,,,,,,,,,,Berliner Film-Manufaktur Gmb: H (Berlin),,,Alfred Halm,,,,,,,,,,,,,,
Eva und der schwarze Ritter,https://www.filmportal.de/film/eva-und-der-schwarze-ritter_cd192ba5f3a141eabd2ed664877e3018,Spielfilm,1919,Deutschland,,,Kurt Richter,,"Eva Brock, Frieda Lehndorff",,,,"Ernst Kleber, Emil Ferdinand Malkowsky",,,,,,,,,,,,,,,,,,Bruno Ziener,,,,,,,,,,,,,,
Evelynens Ende,https://www.filmportal.de/film/evelynens-ende_fb2cd0e376994caea59d031f7a236f73,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Eiko-Film Gmb: H (Berlin),,,,,,,,,,,,,,,,,
Das ewige Rätsel,https://www.filmportal.de/film/das-ewige-raetsel_5018f7884661460cbd180469736f5d67,Spielfilm,1919,Deutschland,,,Carl Ludwig Kirmse,,"Carola Toelle: Eva, Werner KraußFaun, Josef Ewald: Dichter Paul Wertmann, Toni Tetzlaff: Schloßherrin, Paul Otto: Richard, Josef Roemer: Jäger",,,,Wolfgang Geiger,,,,,Willy Hameister,,,,,,,,,,Decla-Film-Ges. Holz & Co. (Berlin),,Erich Pommer (xx),Josef Coenen,,,,,,,,,,,35mm,"viragiert, stumm",,
Ewige Schönheit,https://www.filmportal.de/film/ewige-schoenheit_27411fdac2454ee5baa1e68c4b399e1d,Spielfilm,1919,Deutschland,,,,,"Maria Zelenka: Beatrice von Colliane, Tänzerin, Julius Geisendörfer: Herr in Schwarz, Hans Walden: Graf Richard zur Wrede, Camille Hammes: Herzog Rudolf Litaja, sein Vater",,,,Rudolf Walther-Fein,,,,,,,,,,,,,,,Amboß-Film Dworsky & Co (Berlin),,,Rudolf Walther-Fein,,,,,,,,,,,,,,
Expreß-Heirat,https://www.filmportal.de/film/express-heirat_31283b529d7e4c64b27513b5a03278f2,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extra-Blatt! Fred Horst ermordet!,https://www.filmportal.de/film/extra-blatt-fred-horst-ermordet_3438a01437184409bcfdf911e4000adc,Spielfilm,1919,Deutschland,,,,,,,,,"Siegfried Dessauer, Richard Kühle",,,,,Willy Rothe,,,,,,,,,,,,,Siegfried Dessauer,,,,,,,,,,"4 Akte, 1120 m","35mm, 1:1.33","s/w, stumm",,
Die Fahrt ins Blaue,https://www.filmportal.de/film/die-fahrt-ins-blaue_a5f0c9298c084fb89d976dd3101c2d23,Spielfilm,1919,Deutschland,,,Kurt Richter,,"Henny Porten: Wanda Lossen, Kassiererin, Georg Alexander: Dr. Erich Fuldt, Schriftsteller, Jakob Tiedtke: Herr Paetz, Warenhausbesitzer, Sophie Pagay: Frau Schulze, Wandas Wirtin, Paul Biensfeldt: Simon, Diener bei Fuldt, Herr Verdier: Abteilungschef, Herr Brögel: Alfred Bessel, Herr  Scholz: Ernst Holl",,,,Hanns Kräly,,,,,Willibald Gaebel,,,,,,Giuseppe Becce (Kino-Musik),,,,,,,Rudolf Biebrach,,,,,,,,,,,,,,
Der Fall Meier,https://www.filmportal.de/film/der-fall-meier_0560fd0a9cc2429199c3f5ab83ee81b8,Spielfilm,1919,Deutschland,,,,,,,,,Rudi Oehler,,,,,,,,,,,,,,,Macht-Film Conrad Tietze (Berlin),,,Carl Neisser,,,,,,,,,,,,,,
Der Fall Tolstikoff,https://www.filmportal.de/film/der-fall-tolstikoff_b25576e3840a43c19567b80752e6695b,Spielfilm,1919,Deutschland,,,,,"Sibyl Smolowa: Opernstar Mania Tolstikoff / Judith Rüdiger, Rudolf Klein-Rogge: Ernst Rüdiger, Else Jaekel: Elly Kortmann, Ernst Pittschau: Kapellmeister Büttner",,,,,,,,,,,,,,,,,,,Ideal-Film Gmb: H (Berlin),,,Robert Leffler,,,,,,,,Kurt Martin (Roman),,"5 Akte, 1408 m","35mm, 1:1,16","s/w, stumm",,
Der falsche Schein,https://www.filmportal.de/film/der-falsche-schein_34d1f8131d50459099f7a07b9683a9dc,Spielfilm,1919,Deutschland,,,Carl Ludwig Kirmse,,"Carola Toelle, Robert Scholz, Claire Creutz, Henri Peters-Arnolds, Helene Konschewska",,,,Rudolf Strauss,,,,,,,,Josef Coenen,,,,,,,Decla-Film-Ges. Holz & Co. (Berlin),,,Emil Justitz,,,,,,,,,,,,,,
Falscher Start,https://www.filmportal.de/film/falscher-start_21abdcc662c04c249477be1527234a06,Spielfilm,1919,Deutschland,,,,,"Georg Alexander: George Broosten, Marija Leiko: Inge, seine Frau, Kissa von Sievers: Daisy, Varietékünstlerin",,,,Georg Alexander,,,,,Kurt Lande,,,,,,,,,,Neue Berliner Film-Gmb: H (Georg Alexander) (Berlin),,,Georg Alexander,,,,,,,,,,,,,,
Fantasie des Aristide Caré. 3. Abenteuer: Der Schmuck der Gräfin,https://www.filmportal.de/film/fantasie-des-aristide-care-3-abenteuer-der-schmuck-der-graefin,Spielfilm,1919,Deutschland,,,Kurt Richter,,"Ginetta Traini: Frau von Wallowska, Carl Meffert: Graf Aarenberg, Gerta Böttcher: Gräfin Aarenberg, Karl Falkenberg: Detektiv Druce, Curt Goetz: Aristide Caré",,,,Curt Goetz,,,,,,,,,,,,,,,Projektions-AG Union (PAGU) (Berlin),,,Arthur Brenken,,,,,,,,,,"111o m, 41 min","35mm, 1:1,33","s/w, stumm",,
Eine fatale Angelegenheit. Eine moderne Ehe,https://www.filmportal.de/film/eine-fatale-angelegenheit-eine-moderne-ehe_6d656dcd3b604b609817e5dc3a51f565,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Die Fee von Saint Ménard,https://www.filmportal.de/film/die-fee-von-saint-menard_4a13fba707aa41be942b80f71588845e,Spielfilm,1919,Deutschland,,,Siegfried Wroblewsky,,"Eva May, Kissa von Sievers, Leopold von Ledebur, Marie von Bülow, Karl Platen, Margot Hermer, Edwin Schäfer",,,,Ruth Goetz,,,,,Curt Courant,,,,,,,,,,Ring-Film Gmb: H (Berlin),,,Erik Lund,,,,,,,,,,,"35mm, 1:1,33","s/w, stumm",,
Das Feigenblatt,https://www.filmportal.de/film/das-feigenblatt_dea9f3608bab48cca84d18c2b3c0901a,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Die feindlichen Nachbarn,https://www.filmportal.de/film/die-feindlichen-nachbarn_6a1664095a57470e90d131e68f953e67,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Die feindlichen Reporter,https://www.filmportal.de/film/die-feindlichen-reporter_5bc2b6a68c4d42c98c88a48b97b43ccf,Spielfilm,1919,Deutschland,,,,,"Rudi Wehr, Karl Elzer, Fred Kronström",,,,Franz Hofer,,,,,Hans Karl Gottschalk,,,,,,,,,,Bayerische Film-Gesellschaft Fett & Wiesel (München),,,Franz Hofer,,,,,,,,,,"3 Akte, 1156 m",,,,
Fessel der Liebe,https://www.filmportal.de/film/fessel-der-liebe_056c9ec7c82b400785075676ec522de0,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Knepper Film (DE),,,Toni Knepper,,,,,,,,,,,"35mm, 1:1.33",,,
Das Fest der Rosella,https://www.filmportal.de/film/das-fest-der-rosella_e959da6ab7db4d468d9fc62eb727798e,Spielfilm,1919,Deutschland,,,,,"Lya Mara: Rosella, Hermann Vallentin: Lorenzo Belmonte, reicher Kaufmann, Alexander Ekert: Gino, sein Sohn, Prokurator, Julius Brandt: Paolo Bandello, Tänzer an der Oper, Hans Kuhnert: Herzog von Abrantes",,,,Alfred Halm,,,,,Karl Wieghorst,,,,,,,,,,Berliner Film-Manufaktur Gmb: H (Berlin),,,Friedrich Zelnik,,,,,,,,,,,,,,
Die Feste des Fürsten von Ferrara,https://www.filmportal.de/film/die-feste-des-fuersten-von-ferrara_a3d7f83a0dfe451b80c7de2d46e9ded0,Spielfilm,1919,Deutschland,,,,,Maria Fein,,,,Else Cressin,,,,,,,,,,,,,,,Bayerische Film-Gesellschaft Fett & Wiesel (München),,,Walter Schmidthässler,,,,,,,,,,,,,,
Fidelio,https://www.filmportal.de/film/fidelio_ef80b2d38b684e2eae0c38773021f56c,Spielfilm,1919,Deutschland,,,,,"Mady Christians: Sonja Maderewska, Sängerin, Ferdinand von Alten: Igor Rjumin, ihr Gatte, Ernst Stahl-Nachbaur: Großfürst, Gouverneur, Julius Brandt: Peter Durnowo, Musiker, Heinz Alexander: Demeter, sein Sohn, Schriftsteller, Ernst Commer: Wassiliwitsch, Klavierlehrer, Alfred Kühne: Pogodin, Kommandant der Festung, Josefa Gettke: Olga, dessen Tochter, Alexander Ekert: Merenzew, Adjutant des Großfürsten, Carl Schütte: Chef des Geheimkabinetts, Felix Rossert: Katusoff, Geheimagent, Paul Passarge: Feodor, Diener, Helene Sauer: Anna, Sonjas Zofe",,,,Hans Gaus,,,,,Karl Wieghorst,,,,,,,,,,Berliner Film-Manufaktur Gmb: H (Berlin),,,"Alfred Halm (?), Fred Sauer (?)",,,,,,,,,,,,,,
Filmelend. I. Teil,https://www.filmportal.de/film/filmelend-i-teil_09ca2f4ce00545718eb28e5f1143b3b0,Spielfilm,1919,Deutschland,,,,,"Anna von Palen: Frau Erdmann, Ludwig Trautmann: Ludwig, deren Sohn, Wally Kern: Annemarie, Ly Neumann: Illa Franke, Lya Sellin: Elly Erkner, Julius Lieban: Siegfried Veilchenblüth, Lisl Kehm: Miß Adara, Helene Tschopik: Vimby-Vamby, Friedrich Berger1. Direktor der Filmgesellschaft, K. Kappla2. Direktor der Filmgesellschaft, Herr  Stolz3. Direktor der Filmgesellschaft, Herr Bruschke4. Direktor der Filmgesellschaft, Preben J. Rist: Regisseur Troll, Josef Commer: Hilfsregisseur, Herr  Boge: Dramaturg, Lotte Hanne: Rote Jule, Herr Haß-Amon: Jack, Kläre Feldern: Schwarze Mieze",,,,,,,,,,,,,,,,,,,Trautmann-Film (Berlin),,,Ludwig Trautmann,,,,,,,,,,,,,,
Filmelend. II. Teil,https://www.filmportal.de/film/filmelend-ii-teil_0bd56bf1659d40398be9e9a2ce8a6e4a,Spielfilm,1919,Deutschland,,,,,"Anna von Palen: Frau Erdmann, Ludwig Trautmann: Ludwig, deren Sohn, Wally Kern: Annemarie, Lya Sellin: Elly Erkner, Julius Lieban: Siegfried Veilchenblüth, Lisl Kehm: Miß Adara, Helene Tschopik: Vimby-Vamby, Preben J. Rist: Regisseur Troll, Josef Commer: Hilfsregisseur, Herr  Boge: Dramaturg, Richard Trautmann: Atelierarbeiter, Erich Hyrath: Armer Dichter",,,,,,,,,,,,,,,,,,,Trautmann-Film (Berlin),,,Ludwig Trautmann,,,,,,,,,,,,,,
Fliegentüten-Heinrich als Don Juan,https://www.filmportal.de/film/fliegentueten-heinrich-als-don-juan_4207db21bbb34848a7aaa4867317b474,Spielfilm,1919,Deutschland,,,,,Paul Beckers,,,,,,,,,,,,,,,,,,,Berliner Film-Manufaktur Gmb: H (Berlin),,,,,,,,,,,,,,,,,
Flimmerjuste,https://www.filmportal.de/film/flimmerjuste_46382dfa1cf74f3eaa95967e3b1da692,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Internationaler Film-Vertrieb Deitz & Co (Berlin),,,,,,,,,,,,,,,,,
Der Flimmerprinz,https://www.filmportal.de/film/der-flimmerprinz_896c56befd1e4498a4305de2736a833d,Spielfilm,1919,Deutschland,,,,,"Otto Gebühr, Carl Gerhard Schröder, Gustav Botz, Trude Troll, Paul Rehkopf",,,,Gerhard Lamprecht,,,,,,,,,,,,,,,Max Mack-Film Gmb: H (Berlin),,,Max Mack,,,,,,,,,,,,,,
Flimmersterne,https://www.filmportal.de/film/flimmersterne_f9537d0050164746927518054cc02c59,Spielfilm,1919,Deutschland,,,,,"Jean Moreau: Walter Holm, Kunstmaler, Elli Glaessner: Ilse Hellmer, Arthur Bergen: Rolf Landeck, Kunstmaler, Lotte Werkmeister: Olly, Rolfs Freundin, Fritz Junkermann: Baron von Fernbach, Friedrich Kühne: Hannibal Romulus, Dichter, Paul Biensfeldt: Jaromir Schmirinski, Maler, Jenny Steiner: Hella Memerta, Modell, Claudia Cornelius: Frl. Dr. Eisenhardt, Frauenrechtlerin, Hans Junkermann: Direktor der Filmfabrik, Fritzi Held: Filmdiva",,,,Hans Neumann,,,,,"Alfons Brümmer, Karl Hasselmann",,,,,,,,,,,,,Hans Neumann,,,,,,,,,,,,,,
Flitter-Dörtje,https://www.filmportal.de/film/flitter-doertje_f8bde765d9594b429fe34f4b54bc86a0,Spielfilm,1919,Deutschland,,,,,"Martha Novelly, Rudolf Klein-Rogge, Charles Willy Kayser",,,,,,,,,Karl Hasselmann,,,,,,,,,,,,,Robert Leffler,,,,,,,,,,,"35mm, 1:1,33",,,
Flitterwochen,https://www.filmportal.de/film/flitterwochen_e4eb77f0f0144be4801d4badfebe15e6,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35mm, 1:1.33",,,
Fluch der Vergangenheit,https://www.filmportal.de/film/fluch-der-vergangenheit_06bb303d30864b8ca4a23611daf00005,Spielfilm,1919,Deutschland,,,,,"Gertrud Welcker, Ernst Deutsch",,,,,,,,,,,,,,,,,,,Mosch-Film Richard Mosch (Berlin),,,Carl Boese,,,,,,,,,,,,,,
Foxtrott-Papa,https://www.filmportal.de/film/foxtrott-papa_bcadda25069745e889aca28e2a0bc8e6,Spielfilm,1919,Deutschland,,,,,"Fritz Kampers, Thea Steinbrecher, Gustav Waldau",,,,Thea Steinbrecher,,,,,,,,,,,,,,,,,,Dr. Hans Oberländer,,,,,,,,,,,,,,
Fräulein Baronin,https://www.filmportal.de/film/fraeulein-baronin_ff8df41f3665448aa1890d8552fc7085,Spielfilm,1919,Deutschland,,,,,Hilde Wörner,,,,,,,,,Kurt Lande,,,,,,,,,,,,,Carl Müller-Hagens (?),,,,,,,,,,,,,,
Fräulein Colibri,https://www.filmportal.de/film/fraeulein-colibri_1be676ce07a0450792a2147951caa64f,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Werckmeister,,,,,,,,,,,,,,
Fräulein Mutter,https://www.filmportal.de/film/fraeulein-mutter_56bb0875ec24406180c821c8d06a69e2,Spielfilm,1919,Deutschland,,,,,"Bruno Decarli, Käte Haack",,,,,,,,,Bruno Czabanski,,,,,,,,,,,,,Carl Neisser,,,,,,,,,,,,,,
Fräulein Rechtsanwalt,https://www.filmportal.de/film/fraeulein-rechtsanwalt_4e622feb9bd148d8a39d2731ea8e9397,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Willy Heß Filmges. und Filmfabrik (Berlin),,,,,,,,,,,,,,,,,
Fräulein Taugenichts,https://www.filmportal.de/film/fraeulein-taugenichts_09953dda7a464e7994d0ff2ddcb91873,Spielfilm,1919,Deutschland,,,,,"Loo Hardy, Erich Pasch, Karl Harbacher, Johanna Ewald, Herr  Russ",,,,,,,,,,,,,,,,,,,Willy Heß Filmges. und Filmfabrik (Berlin),,,Oskar Schubert-Stevens,,,,,,,,,,,,,,
Fräulein Vorsehung,https://www.filmportal.de/film/fraeulein-vorsehung_2595af1ee108466bbb0a6a7b998bc98a,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Eiko-Film Gmb: H (Berlin),,,,,,,,,,,,,,,,,
Fräulein Zahnarzt,https://www.filmportal.de/film/fraeulein-zahnarzt_716d80e7fdde4bd7b699453cb3961512,Spielfilm,1919,Deutschland,,,Martin Jacoby-Boy,,"Mia May: Grace Larsen, Fräulein Zahnarzt, Charles Willy Kayser: Kay, Verlobter von Fräulein Zahnarzt, Bamboula: Hausdiener bei Fräulein Zahnarzt, Wilhelm Diegelmann: Herr Larsen, Vater von Fräulein Zahnarzt, Hermann Picha: Vermittlungsagent Fletscher, Otto Reinwald, Gunnar Tolnæs",,,,"Joe May, Richard Hutter",,,,,,,,,,,,,,,May-Film Gmb: H (Berlin),,,Joe May,,,,,,,,,,"5 Akte, 1571 m, 58 min","35mm, 1:1,33","s/w + viragiert, stumm",,
Fräuleins Vorsehung,https://www.filmportal.de/film/fraeuleins-vorsehung_0bbb48785ecf42e3b8f221cbf1b2d79f,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Eiko-Film Gmb: H (Berlin),,,,,,,,,,,,,,,,,
"Fragment mit Hedda Vernon, handschriftlich Die bösen Zungen [Archivtitel]",https://www.filmportal.de/film/fragment-mit-hedda-vernon-handschriftlich-die-boesen-zungen-archivtitel,Spielfilm,1919,Deutschland,,,,,Hedda Vernon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Frank Lorton, das große Rätsel",https://www.filmportal.de/film/frank-lorton-das-grosse-raetsel_83bef1d43e984a1d945364bc5e6c2c45,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frau Hempels Tochter,https://www.filmportal.de/film/frau-hempels-tochter_9e91db79453d4e908f3e8e4b704640a3,Spielfilm,1919,Deutschland,,,,,"Molley Wessely: Laura Hempel, Frida Richardihre Mutter, Max Adalbert: Schuster Hempel, Gustav Botz: Herr Bombach, Julius Falkensteinder alte Graf Prillberg, Olga Engl: Gräfin Prillberg, Julius Dewaldder junge Graf Egon Prillberg, Else Bötticher: Ida, Köchin, Karl Wallhauer: Schutzmann Degenbrecht, Hans Senius: Otto, Bademeister",,,,,,,,,,,,,,,,,,,,,,"Julius Dewald, Edmund Edel",,,,,,,,Alice Berend (Roman),,,,,,
Die Frau im Käfig,https://www.filmportal.de/film/die-frau-im-kaefig_f8d3f14bec024cfaabd7e611928dbf5c,Spielfilm,1919,Deutschland,,,Robert Neppach,,"Marija Leiko, Ernst Deutsch, Joseph Klein, Ferdinand Gregori, Martin Lübbert, Eugen Rex",,,,Carl Mayer,,,,,Hans Bloch,,,Adolf Paul,,,,,,,Centaur-Film Gmb: H (Berlin),,,"Hanns Kobe, Johannes Guter",,,,,,,,,,,"35mm, 1:1,33","s/w, stumm",,
Die Frau mit den Orchideen,https://www.filmportal.de/film/die-frau-mit-den-orchideen_7e5689cf916245a89181c28e5aa82b05,Spielfilm,1919,Deutschland,,,,,"Werner Krauß, Carl de Vogt, Gilda Langer",,,,Fritz Lang,,,,,Carl Hoffmann,,,,,,,,,,Decla-Film-Ges. Holz & Co. (Berlin),,,Otto Rippert,,,,,,,,,,,"35mm, 1:1.33",,,
"Frauen, die nicht heiraten sollten",https://www.filmportal.de/film/frauen-die-nicht-heiraten-sollten_1af0d4f1eea744fbadf090fec541f478,Spielfilm,1919,Deutschland,,,Artur Günther,,"Esther Carena, Martha Rhema, Blandine Ebinger",,,,Alfred Mayer-Eckhardt,,,,,Eugen Illés,,,,,,,,,,,,,Eugen Illés,,,,,,,,,,,,,,
Frauenehre,https://www.filmportal.de/film/frauenehre_a8cfff6042094fb4ab7006d5aa1d7a37,Spielfilm,1919,Deutschland,,,,,"Grete Lundt, Fritz Kortner, Josef Reithofer",,,,"Ida Jenbach, Georg Kundert (fr1)",,,,,,,,,,,,,,,,,,Georg Kundert,,,,,,,,,,,,,,
Der Frauenspekulant,https://www.filmportal.de/film/der-frauenspekulant_457719fc4ff74c31b7a3c4c0b590a094,Spielfilm,1919,Deutschland,,,,,"Fern Andra?, Luci Wett",,,,,,,,,,,,,,,,,,,,,,N. N.,,,,,,,,,,"4 Akte, 1469 m",,"s/w, stumm",,
Frech gewagt ist halb gewonnen,https://www.filmportal.de/film/frech-gewagt-ist-halb-gewonnen_3187576a82bd490b9bf7fa8fbbcb948e,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Treumann-Larsen-Film-Vertriebs-Gmb: H (Berlin),,,"Rosa Porten, Franz Porten",,,,,,,,,,,,,,
Freie Liebe,https://www.filmportal.de/film/freie-liebe_ba565cd502484ec3a1cdeb449b3b60f6,Spielfilm,1919,Deutschland,,,Eugen Stolzer,,"Lucie Höflich, Marija Leiko, Elsa Berna, Emilie Unda, Kurt Ehle, Hermann Thimig, Edwin Schäfer, Rudolf Klix, Camillo Sacchetto, Fritz Spira, Fritz Alten",,,,"Max Mack, Adolf Lantz",,,,,August Brückner,,,,,,,,,,Solar-Film Gmb: H (Berlin),,,Max Mack,,,,,,,,,,"6 Akte, 1742 m","35mm, 1:1.33","s/w, stumm",,
"Freiheit, Gleichheit, Brüderlichkeit!",https://www.filmportal.de/film/freiheit-gleichheit-bruederlichkeit_6d790bb96f8342d9b92410a9acea25fc,Spielfilm,1919,Deutschland,,,Artur Günther,,"Hans Adalbert Schlettow, Margarethe Schön",,,,,,,,,,,,,,,,,,,,,,Dr. Georg Victor Mendel,,,,,,,,,,"5 Akte, 1765 m","35mm, 1:1,33","s/w, stumm",,
Die fremde Frau,https://www.filmportal.de/film/die-fremde-frau_4192b8044c2145e394dc281a93ca1040,Spielfilm,1919,Deutschland,,,,,,,,,,,,,,Curt Courant (?),,,,,,,,,,Ring-Film Gmb: H (Berlin),,,,,,,,,,,,,,"35mm, 1:1,33","s/w, stumm",,
Der fremde Mann,https://www.filmportal.de/film/der-fremde-mann_f23b6a978e88479cbeb3f2787dae52fd,Spielfilm,1919,Deutschland,,,,,Gerhard Dammann,,,,Gerhard Dammann (?),,,,,,,,,,,,,,,,,,Gerhard Dammann,,,,,,,,,,,"35mm, 1:1.33",,,
