Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
Einmal um Mitternacht,https://www.filmportal.de/film/einmal-um-mitternacht_232306021c2641b8a13068c2df5a6990,Spielfilm,1929,Deutschland,,,F.W. Krohn,,"Betty Astor: Blondine, Alfons Fryland: Automechaniker und Tenor, Hertha von Walther: Kammersängerin, Kurt Middendorf: Impresssario",,,,Karl Otto Krause,,,,,Marius Holdt,,,,,,,,,,Karl Otto Krause-Film (Berlin),,,Karl Otto Krause,,,,,,,,,,,,,,
Engel im Séparée,https://www.filmportal.de/film/engel-im-separee_c3f7dfa176214d738922475fb28b997e,Spielfilm,1929,Deutschland,,,Mathieu Oostermann,,"Elizza La Porta, Rolf von Goth, Sybil Morel, Robert Garrison, Karl Falkenberg, Gerhard Dammann, Molino von Kluck, Olga Engl, Erich Nürnberg",,,,Hans Schönlank,,,,,J. A. Hübler-Kahla,,,,,,,,,,Artus-Film-Vertrieb Inh. Hellmut Buß (Berlin),Hellmut Buß,,Ernö Mayer,,,,,,,,,,,,,,
Das Erlebnis einer Nacht,https://www.filmportal.de/film/das-erlebnis-einer-nacht_59c2982c9fdb4bddb5c7b3b00e291106,Spielfilm,1929,Deutschland,,,Hermann Warm,,"Marcella Albani: Baronin Ileana Stardza, Igo Sym: André Lebrun, Fritz Alberti: Martin, Gefängnisdirektor, Angelo Ferrari: Baron Stardza, Toni Tetzlaff: Frau Laforet",,,,Alfred Schirokauer,,,,,Carl Drews,,,,,,Bernhard Homola (Kino-Musik),,,,Hegewald-Film Gmb: H (Berlin),Guido Schamberg,,Guido Brignone,,,,,,,,,,,,,,
Eros in Ketten,https://www.filmportal.de/film/eros-in-ketten_d863350bfd884a1a89468a9cf490f234,Spielfilm,1929,Deutschland/Österreich,,,"Stefan Wessely, Franz König",,"Emmy Flemmich: Frau Maria Reinke, Maly Delschaft: Lilo, ihre Tochter, Christian Holt: Rechnungsrat Faber, Anita Dorris: Maria, seine Tochter, Bert Torren: Kurt Merkel, Lizzi Natzler: Luise, Trude Fiedler-Seitz: Frau Immergrün, Paul Askonas: Vorsitzer des Jugendgerichts, Karl Weidinger: Leiter des Heims, Marianne Wulf: Oberschwester, Karl Tema: Dienstmann, Paul Frank: Polizeikommissar, Hanns Marschall: Detektiv",,,,"Louis Nerz, Conrad Wiene",,,,,Walter Robert Lach,,,,,Hans Schroll,"Andor (Kino-Musik, Prater-Lichtspiele)",,,,Gold-Film Gmb: H (Berlin + Wien),,,Conrad Wiene,Arthur Gottlein,,,,Heinrich Schuhmann,,,,,"2437 m, 89 min",,"s/w, stumm","Uraufführung (DE): 19.09.1929, München, Bahnhof-Lichtspiele",
Erpresser,https://www.filmportal.de/film/erpresser_ee95e7fd017b49e79b7abd9f98a29845,Spielfilm,1929,Deutschland,,,Franz Seemann,,"Arthur von Klein-Ehrenwalten: Der Großindustrielle Hull, Lilian WeißLelia, seine Tochter, Anton Pointner: Fred Sprinter, ein Abenteurer, Gerhard Dammann: Knoll, der Schusterer, Bruno Arno: Billi, Li Hayda: Die Wirtin ""Zur roten Maus""",,,,,,,,,Gotthardt Wolf,,,,,,,,,,"Georg Enders, Filmverleih (Berlin)",,,Henry Decroix,,,,,,,,,,,,,,
Der Erzieher meiner Tochter,https://www.filmportal.de/film/der-erzieher-meiner-tochter_5e5a3676e93744bdb7d75598f4813fdc,Spielfilm,1929,Deutschland,Fritz Brunn,,Robert Neppach,,"Harry Liedtke: Heinz Heller, Dolly Davis: Mary Goldstone, Karl Huszar-Puffy: Sami Goldstone, Tibor von Halmay: Bobby Evergreen, Adolf Edgar Licho: Rabbiner, Fritz Greiner: Schiffskontrolleur, Albert Paulig: Graf Rüttow-Mallwitz, Adele Sandrock: Gräfin Rüttow-Mallwitz, Gaston Modot: Schiffskapitän, Ernst Senesch: Restaurateur Chanetzky, Ernö Verebes: Teddy Brown",,,,Franz Schulz,,,,,Willy Goldberger,,,,,,Pasquale Perris (Kino-Musik),,,,D.L.S. Deutsches Lichtspiel-Syndikat AG (Berlin),Marcel Hellmann,,Géza von Bolváry,Josef von Baky,,,,,,,,,"6 Akte, 2155 m, 79 min",35mm,"s/w, stumm",,
Es flüstert die Nacht ...,https://www.filmportal.de/film/es-fluestert-die-nacht_e0533f125bc6402289e04ac53d1ea935,Spielfilm,1929,Deutschland,,,"Botho Höfer, Hans Minzloff",,"Wilhelm Diegelmann: Kálman Bartók, Gutsbesitzer, Daisy d'Ora: Ilona, seine Tochter, Hans Stüwe: Rittmeister Arpád Bártók, sein Neffe, Harry Hardt: Oberleutnant Béla Bezerédi, Alexander Murski: Oberst Elemér Rákóczi, Lil Dagover: Coraly, seine Frau, Veit Harlan: Zoltán, Bursche bei Rákóczi, Karl Elzer: Der Major, Trude Berliner",,,,Franz Rauch,,,,,"Guido Seeber, Eduardo Lamberti",,,,,,"Bernhard Homola (Kino-Musik, Primus-Palast), Otto Müller (Kino-Musik, U.T.-Lichtspiele)",,,,,,,Victor Janson,,,,,,,,,,,,,,
Es war einmal ein treuer Husar,https://www.filmportal.de/film/es-war-einmal-ein-treuer-husar_915d98683c2f4a338eafbe6285f48dc3,Spielfilm,1929,Deutschland,,,Gustav A. Knauer,,"Rudolf Lettinger: Der Kronenwirt, Grit Haid: Hannerl, seine Tochter aus erster Ehe, Ressel Orla: Therese, Hannerls Stiefmutter, Ernst Rückert: Hermann, Trompeter bei den Bonner Husaren, Carl Walther Meyer: Victor von Ense, Leutnant, Olga Limburg: Kläre, des Kronwirts Schwester, Melitta Klefer: Rose, Stütze in Berlin, Carl Auen: Prinz Achmed Effendi, Karl Harbacher: Tünnes, Ernst Morgan: Scheel, Kurt Brenkendorf: Ein Kriminalbeamter, Hedwig von Lorée: Frau Peters, Otto Reinwald: Balduin, Max Walden: Amor, Otti Tietze: Psyche",,,,Marie-Louise Droop,,,,,Max Grix,,,,,,,,,,Albö-Film Gmb: H (Berlin),Gustav Althoff,,Carl Heinz Wolff,,,,,,,,,,,,,,
Die fidele Herrenpartie,https://www.filmportal.de/film/die-fidele-herrenpartie_99a5141db3f141e4ad76f6ab27bf6afa,Spielfilm,1929,Deutschland,"Walter Tost, Hans Davidson",,"Botho Höfer, Hans Minzloff",,"Hermann Picha: Schönheitssaloninhaber Peter Fistelhahn, Lydia Potechina: Brunhilde Fistelhahn, Maria Paudler: Tochter Wally Fisterhahn, Fritz Kampers: Friseurgehilfe Fritz Köster, Truus van Aalten: Lehrmädchen Erika Bollmann, Walter Rilla: Medizinstudent Heinz Rüdiger, Jaro Fürth: Arzt Dr. Egermann, Eva Speyer: Frau Egermann, Gaston Briese: Schlachtermeister Wulkow, Elly Nerger: Frau Wulkow",,,,Franz Rauch,,,,,"Guido Seeber, Eduardo Lamberti",,,,,,Bernhard Homola (Kino-Musik),,,,Aafa-Film AG (Berlin),Rudolf Walther-Fein,,Rudolf Walther-Fein,,,,,,,,,,"8 Akte, 2477 m","35mm, 1:1,33","s/w, ohne Ton",,
Flucht in die Fremdenlegion,https://www.filmportal.de/film/flucht-in-die-fremdenlegion_19bd81f71b014f3b97b8c9e54376016f,Spielfilm,1929,Deutschland,,,,,"Hans Stüwe: Georg Leitron, Alexander Murski: Bankier Leroi, Eva von Berne: Yvonne, Tochter Lerois, Harry Hardt: G.B. Hunter, Eugen Burg: Dr. Hahn, Kommissar, Henry Bender: Kapitän, Else Reval: Dirne, Pedro Larranaga: Offizier der Legion, Alexander Granach: Beppo, Legionär, Louis Ralph: Moslet, Carl Walther Meyer: Igor Preobrankewitsch, Louis Treumann: Niteff, Werbe-Agent, Ilse Gery: Zofe, Elfriede Borodin: Ines",,,,Kurt Siodmak,,,,,"Akos Farkas, Axel Graatkjær",,,,,,Werner Schmidt-Boelcke (Kino-Musik),,,,Ideal-Film Gmb: H (Berlin),Edgar G. Ulmer,"Gustav Schwab, Heinrich Nebenzahl",Louis Ralph,,,,,,,,,,"7 Akte, 2378 m","35mm, 1:1,33",s/w,,
Die Flucht vor der Liebe,https://www.filmportal.de/film/die-flucht-vor-der-liebe_6ffb3c2b7f494029a7bcdb3cf5fb2913,Spielfilm,1929,Deutschland,Arthur Ohme,,Willi A. Herrmann,,"Jenny Jugo: Artistin Marga Ruppke, Enrico Benfer: Botschaftssekretär Mario von Hollberg, Kurt Vespermann: Attaché Henry von Nostitz, Kurt Gerron: Schaubudenbetreiber Max Ruppke, Vera Schmiterlöw: Henrys Schwester Thea von Nostitz, Paul Otto: Vater Franz von Hollberg, Paul Heidemann: Kartoffelpufferbäcker Gustav Bebernitz, Kurt Willuschat: Artistenlehrling Emil, Hermann Stetza: Schlangenmensch Huddeldinuddel",,,,Victor Abel,,,,,Franz Planer,,,,,,"Willy Schmidt-Gentner (Kino-Musik), Otto Stenzeel (Kino-Musik, Dirigent)",,,,Universum-Film AG (UFA) (Berlin),Alfred Zeisler,,Hans Behrendt,,,,,,,,,,2593 m,"35mm, 1:1,33","s/w, stumm",,
Fräulein Else,https://www.filmportal.de/film/fraeulein-else_bab210fe54824e28b1a958ab3b4370b9,Spielfilm,1929,Deutschland,,,Erich Kettelhut,,"Elisabeth Bergner: Else, Albert Bassermann: Dr. Alfred Thalhof, Albert Steinrück: Von Dorsday, Kunsthändler, Adele Sandrock: Tante Emma, Else Heller: Frau Thalhof, Jack Trevor: Paul, Grit Hegesa: Cissy Mohr, Irmgard Bern, Antonie Jaeckel, Gertrud de Lalsky, Ellen Plessow, Toni Tetzlaff, Jaro Fürth, Carl Goetz, Paul Morgan, Alexander Murski",,Carl Mayer (Mitarbeit),,"Paul Czinner, Béla Balázs",,,,,"Karl Freund, Adolf Schlasy, Robert Baberske",,,,,,Werner Schmidt-Boelcke (Kino-Musik),,,,Poetic-Film Gmb: H (Berlin),,Paul Czinner,Paul Czinner,,,,,,,,Arthur Schnitzler (Novelle),,"7 Akte, 2434 m","35mm, 1:1,33","s/w, Stumm",,
Fräulein Fähnrich,https://www.filmportal.de/film/fraeulein-faehnrich_35464754e66f4f6a9765b5eb75924b1f,Spielfilm,1929,Deutschland,,,August Rinaldi,,"Leo Peukert: Kapitän Strupps, Fritz Schulz: Fähnrich Peter Pfiff, sein Neffe, Johannes Roth: Kasimir Nolpe, Offiziersbursche, Valeska Stock: Frau Kapitän Strupps, Ida Wüst: Vorsteherin des Offizierstöchterheims, Albert Paulig: Seine Exzellenz Admiral von Tankerang, Willi Forst: Oberleutnant Mellnitz, Karl Platen: Hauswart, Mary Parker: Nanette von Tankerfang, Paul Morgan: Oberstabsarzt, Fritz Kampers: Sanitätskorporal, Emmy Wyda: Leiterin des ""Grauen Hauses""",,,,"Walter Reisch, Alfred Schirokauer",,,,,"Arthur von Schwertführer, Walter Robert Lach",,,,,,Bernhard Homola (Kino-Musik),,,,Essem-Film-Prod. Gmb: H (Berlin),,,Fred Sauer,,,,,,,,,,"6 Akte, 2237 m","35mm, 1:1.33","s/w, stumm",,
Fräulein Lausbub,https://www.filmportal.de/film/fraeulein-lausbub_456be5fe91f34971936c9a3255fa97fd,Spielfilm,1929,Deutschland,,,Heinrich Richter,,"Robin Irvine: Harry Spring, Julius Falkenstein: Baron Eggloffsburg, Dina Gralla: Daisy, seine Tochter, Albert Paulig: Onkel Egon, Josefine Dora: Tante Josefine, Wolfgang von Schwindt: Onkel Adolf, Emmy Wyda: Tante Agathe, Arthur Duarte: Frank Neuhaus, Siegfried Berisch: Arisch, Max Nosseck: Bob, Ernst Behmer: Schreck, Gustel Hermannseine Frau, Else Reval: Kathi Ferkl",,,,"Victor Abel, Karl Ritter",,,,,Axel Graatkjær,,,,,,,,,,Olympia-Film Gmb: H [1928-1929] (Berlin),Martin Pichert,,Erich Schönfelder,Edgar Schall,,,,,,,,,,,,,
Frau im Mond,https://www.filmportal.de/film/frau-im-mond_5ffc313b162d4b89b823d6dee8eb0c74,Spielfilm,1929,Deutschland,Eduard Kubat,,"Otto Hunte, Emil Hasler, Karl Vollbrecht",,"Gerda Maurus: Astronomiestudentin Friede Velten, Willy Fritsch: Wolf Helius, Klaus Pohl: Prof. Georg Manfeldt, Gustav von Wangenheim: Ingenieur Hans Windegger, Gustl Stark-Gstettenbaur: Gustav, Fritz Rasp: Walt Turner, Tilla Durieux: Gehirn und Scheckbuch, Hermann Vallentin: Gehirn und Scheckbuch, Max Zilzer: Gehirn und Scheckbuch, Mahmud Terja-Bey: Gehirn und Scheckbuch, Borwin Walth: Gehirn und Scheckbuch, Margarete Kupfer: Helius' Haushälterin Hippolt, Max Maximilian: Helius' Chauffeur Grotjan, Alexa von Porembsky: Veilchenverkäuferin, Karl Platen: Mann am Mikrofon, Gerhard Dammann: Werkmeister der Helius-Flugwerften, Heinrich Gotho: Mieter vom 2. Stock, Edgar Pauly: Eindeutige Existenz, Alfred Loretto: Eindeutige Existenz, Julius E. Herrmann, Maus Josephine",,,,Thea von Harbou,,,,,"Curt Courant, Otto Kanturek",,,,Fritz Rotter,,"Willy Schmidt-Gentner (Kinomusik), Javier Pérez de Azpeitia (Digitalisierte Fassung)",,,,Fritz Lang Film Gmb: H (DE),,Fritz Lang,Fritz Lang,,,,,Horst von Harbou,,,Thea von Harbou (Roman),,"11 Akte, 4365 m, 156 min","35mm, 1:1,33","s/w, stumm",,
Die Frau im Talar,https://www.filmportal.de/film/die-frau-im-talar_372eb199827b43bd8210c49900a8a884,Spielfilm,1929,Deutschland,,,Hans Jacoby,,"Aud Egede-Nissen: Jonne Holm, Paul Richter: Rolf Brönne, Fritz Kortner: Konsul Backhaug, Nikolai Malikoff: Großhändler Holm, Wolfgang Zilzer: Leif Andersen, Mona Mårtenson: Agda, Rolfs Kusine, Ferdinand Bonn, Hugo Döblin, Hanni Reinwald",,,,Jane Bess,,,,,Walter Robert Lach,,,,,,Werner Schmidt-Boelcke (Kino-Musik),,,,Mondial-Film Gmb: H (Berlin),,,Adolf Trotz,Rolf Baum,,,,,,,,,"6 Akte, 2400 m",,"s/w, Stumm",,
Die Frau ohne Nerven,https://www.filmportal.de/film/die-frau-ohne-nerven_75c72885d17842ea9edcd2fbbacedef4,Spielfilm,1929,Deutschland,,,Walter Reimann,,"Ellen Richter: Ellen Seefeldt, Walter Janssen: Eduard Lindt, Berichterstatter, Julius Falkenstein: Der Chefredakteur, Henry Bender: Sein Faktotum, Anton Pointner: Vanderstraat, Georg Johnsein Sekretär, Valy Arnheimsein Pilot, Robert Garrison, Wolfgang von Schwindt, Arthur Duarte, Toni Tetzlaff, Max Paetz",,,,"W. Solsky, Willi Wolff",,,,,"Willy Hameister, Erich Nitzschmann",,,,,,,,,,Ellen Richter Film Gmb: H (Berlin),Willi Wolff,Ellen Richter,Willi Wolff,Ernst W. Kilinski,,,,,,,,,"7 Akte, 2427 m",,stumm,,"Zensur (DE): , B.18303, Teilweise zugelassen"
"Die Frau, die jeder liebt, bist Du",https://www.filmportal.de/film/die-frau-die-jeder-liebt-bist-du_4db46c49c15843b7b2d55ca7eb1b2f8f,Spielfilm,1929,Deutschland,,,"Gustav A. Knauer, Willy Schiller",,"Henny Porten: Minny, Fritz Kampers: Rummelhart, ihr Bräutigam, Paul Hörbiger: Dösterlein, Otto Wallburg: Haucke, Willi Forst: Picard, Jaro Fürth: Kolbe, Walter Tost: Max, Ida Krill: Frau Lehmann, Ilse Nast: Else, Toni Tetzlaff: Rosita Rosetta",,,,Walter Reisch,,,,,Gustave Preiß,,Johanna Herrlein,,,,,,,,Henny Porten-Froelich Produktion Gmb: H (Berlin),Wilhelm von Kaufmann,"Henny Porten, Carl Froelich, Wilhelm von Kaufmann",Carl Froelich,,,,,,,,,,"6 Akte, 2467 m","35mm, 1:1.33","s/w, stumm","Uraufführung (DE): 22.03.1929, Hamburg, Schauburg Wandsbek, Schauburg Millerntor, Schauburg Hammerbrook, Schauburg Barmbek",
"Die Frau, nach der man sich sehnt",https://www.filmportal.de/film/die-frau-nach-der-man-sich-sehnt_9aa2b6d5edb7466caed5b021b49be41a,Spielfilm,1929,Deutschland,Otto Lehmann,,Robert Neppach,,"Marlene Dietrich: Stascha, Fritz Kortner: Dr. Karoff, Frida Richard: Frau Leblanc, Oskar Sima: Sohn Charles Leblanc, Uno Henning: Sohn Henri Leblanc, Bruno Ziener: Leblancs Diener Phillipp, Karl Etlinger: Vater Poitrier, Edith Edwards: Poitriers Tochter Angela",,,,Ladislaus Vajda,,,,,"Curt Courant, Hans Scheib",,,,,,"Edward Kilenyi, Giuseppe Becce (Lieder: ""Stascha"", ""Bist du das Glück nach dem ich mich gesehnt""), Walter Bransen (Premierenmusik), Pascal Schumacher (Digitalisierte Fassung (i.A. der Philharmonie Luxemburg/WDR))",,,,Terra-Film AG (Berlin),Hermann Grund,,Kurt Bernhardt,,,,,,,,Max Brod (nach Motiven des Romans),,"6 Akte, 2360 m, 76 min","35mm, 1:1,33","s/w, stumm",,
Frauen am Abgrund,https://www.filmportal.de/film/frauen-am-abgrund_88ad573e3e5b4395b764b81d15b1b8b5,Spielfilm,1929,Deutschland,,,Max Heilbronner,,"Gustav Diessl: Robert Stevens, Elga Brink: Maria Stevens, Inge Landgut: Inge, André Roanne: Harry Bernd, Valerie Boothby: Lilly Bernd, Livio C. Pavanelli: Mario Giorgini, Paul Hörbiger: Siegfried Nürnberger, Peggy Norman: Rosy",,,,"Emanuel Alfieri, Johannes Brandt",,,,,Franz Planer,,,,,,Werner Schmidt-Boelcke,,,,Ilma-Film-Produktionsgesellschaft mb: H (Berlin),,,Georg Jacoby,,,,,Erich Tannigel,,,,,,,,,
Freiheit in Fesseln,https://www.filmportal.de/film/freiheit-in-fesseln_81bcf720f5fb4b7199ec560980d7aa23,Spielfilm,1929,Deutschland,,,Hermann Warm,,"Fritz Kampers: Franz Aigner, Zimmergeselle, Dita Hardyderen Zofe Lilly, Livio C. Pavanelli: Seidel, Sägewerksbesitzer, Rudolf Lettinger: Schulze, Kahnführer, Daisy d'Oraseine Tochter Marie, Gaston Modot: Paul Kummer, Siegfried Arno, Fritz Schroeter: Max, Emil - Ganoven",,,,"Toni Dathe, Carl Heinz Wolff",,,,,Georg Muschner,,,,,,Bernhard Homola (Kino-Musik),,,,Carl Heinz Wolff Produktion der Omnia-Film Gmb: H (Berlin),,,Carl Heinz Wolff,,,,,,,,,,,,,,
Fruchtbarkeit,https://www.filmportal.de/film/fruchtbarkeit_98ad55d90736443fb16f36a3e19dc2b9,Spielfilm,1929,Deutschland,,,Curt Kahle,,"Edward Barby, Hanna Hoessrich, Paul Henckels, Walter Steinbeck, Valeria Blanka: Fr. Roeder, Dr. Hans Oberländer: Pfarrer, Anni Eberty: Fr. Huber",,,,,,,,,Curt Kahle,,,,,,,,,,Verlag wissenschaftlicher Filme Gmb: H (Berlin),Eugen Kürschner,,Eberhard Frowein,,,,,,,,,,,,stumm,,Prüfung: 08.02.1930
Frühlings Erwachen. Eine Kindertragödie,https://www.filmportal.de/film/fruehlings-erwachen-eine-kindertragoedie_5463117dde2b4cfb8b469f4cb29dba6a,Spielfilm,1929,Deutschland,,,Max Knaake,,"Mathilde Sussin: Frau Bergmann, Toni van Eyck: Wendla, ihre Tochter, Paul Henckels: Bürovorsteher Stiefel, Carl Balhaus: Moritz, sein Sohn, Rolf von Goth: Melchior Gabor, Ita Rina: Ilse, Willy Clever: Maler Fehrendorf, Valy Arnheim: Rektor, Fritz Rasp: Lehrer Habebald, Bernhard Goetzke: Lehrer, Sigi Hofer: Pedell",,,,"Friedrich Raff, Herbert Rosenfeld",,,,,Eduard Hoesch,,,,,,Walter Ulfig (Kino-Musik),,,,Richard Oswald-Produktion Gmb: H (Berlin),,"Liddy Hegewald, Richard Oswald",Richard Oswald,,,,,,,,Frank Wedekind (Motive aus dem Drama),,"6 Akte, 2309 m, 85 min","35mm, 1:1,33","s/w, stumm",,
Frühlingsrauschen,https://www.filmportal.de/film/fruehlingsrauschen_16f23aeb78c54fa19fa1474a07a0f350,Spielfilm,1929,Deutschland,,,"Ernst Stern, Otto Gülstorff",,"Wilhelm Dieterle: Friedrich, Lien Deyers: Viola, Julius Brandt: Ole, Elsa Wagner: Friedrichs Mutter, Nikolai Malikoff: Der Großvater, Alexandra Schmitt: Die Beschließerin",,Lajos Biró,,Charlotte Hagenbruch,,,,,Charles Stumar,,,,,,,,,,Universal Pictures Corp. mb: H (Berlin),"Joe Pasternak, Paul Kohner",,Wilhelm Dieterle,,,,,,,,,,"8 Akte, 2609 m","35mm, 1:1.33","s/w, stumm",,
Die Garde-Diva,https://www.filmportal.de/film/die-garde-diva_ffc0c7ab4e1d4dff8131271b6e1a216d,Spielfilm,1929,Deutschland,,,Leopold Blonder,,"Ferdinand von Alten: Seine Durchlaucht, Prinz Eugen von Geiz-Schneuz-Ga, Paul Rehkopf: Oberst Bodo von Donnerkeil, Anna Müller-Lincke: Friedegunde, geborene Freiin von der Panke, seine Gemahlin, Betty Astor: Eva, das Töchterlein, Karl Swinburne: Franz Ferdinand Josef Ritter von Carolus, k.u.k. F, Gräfin Agnes Esterhazy: Carmen Sarto, Operettendiva, Georg Alexander: Kunomariawolffgang von Itzenblitz, Rittmeister, Alfons Fryland: Hanns von Hagen, Rittmeister, Ernst Rückertvon Kindermann, Adjutant des Prinzen, Heinz B. Klockow: Gerd von Eichdorff, Fahnenjunker, Marion Gerth: Lotte, Verkäuferin ""sprechender Blumen"", Walter Dettmann: Franz, Bursche bei Graf Itzenblitz, Gerhard Dammann, Karl Harbacher, Wolfgang von Schwindt, Harry Grunwald",,,,"Hans Vietzke, Curt Blachnitzky",,,,,"Gustave Preiß, Bernhard Hellmund",,Leopold Verch,,,,,,,,Eisbär-Film Gmb: H (Berlin),Paul Drewniak,,Curt Blachnitzky,,,,,,,,,,,,,,
Gefahren der Brautzeit,https://www.filmportal.de/film/gefahren-der-brautzeit_8d8c70d6cd194161bf79d6dc8d460c2d,Spielfilm,1929,Deutschland,,,Max Heilbronner,,"Willi Forst: Baron von Geldern, Marlene Dietrich: Evelyne, Lotte Lorring: Yvette, Elza Temáry: Florence, Ernst Stahl-Nachbaur: Mc Clure, Bruno Ziener: Miller, Albert Hörrmann, Otto Kronburger, Hans Wallner",,,,"Walter Wassermann, Walter Schlee",,,,,László Schäffer,,,,,,,,,,Strauß-Film-Fabrikation und Verleih Gmb: H (Berlin),Arthur Strauß,,Fred Sauer,,,,,,,,,,"6 Akte, 2175 m",,"s/w, ohne Ton",,"Zensur (DE): 11.11.1929, B.18202, Verbot"
Geheimpolizisten,https://www.filmportal.de/film/geheimpolizisten_5fa21271b54f4bb6bdf3c0136a2ecfde,Spielfilm,1929,Deutschland,,,"Gustav A. Knauer, Willy Schiller",,"Anton Pointner: Fabrikbesitzer Wehring, Eddie Polo: Franz Hayn, Leopold von Ledebur, Rina Marsa: Ria Rita, Petra Fröhlich: Käthe, Ernst Behmer: Onkel Theodor, Kurt Brenkendorf: Wehrings Diener, Sylvia Torff: Hayns Wirtin, Hans Ritter, Paul Meleska, Georg Schmieter: Mitglieder des Sportvereins ""Veilchen""",,,,"Fritz Falkenstein, Walter Wassermann",,,,,Charles Stumar,,,,,,,,,,Aco-Film Gmb: H (Berlin),Joe Pasternak,,Edmund Heuberger,,,,,,,,,,,,,,
Gehetzte Mädchen,https://www.filmportal.de/film/gehetzte-maedchen_33dffe33a92243259c37b70da48938b1,Spielfilm,1929,Deutschland,,,"Gustav A. Knauer, Willy Schiller",,"Lien Deyers, Iwan Kowal-Samborskij, Elza Temáry, Toni Tetzlaff, Aruth Wartan, Raimondo van Riel, Olga Limburg, Robert Garrison",,,,"Georg C. Klaren, Herbert Juttke",,,,,Charles Stumar,,,,,,,,,,,,,Erich Schönfelder,,,,,,,,,,,,,,
Geschminkte Jugend,https://www.filmportal.de/film/geschminkte-jugend_4dfd2910c61e448dbd7ccde2da236109,Spielfilm,1929,Deutschland,,,Karl Machus,,"Toni van Eyck: Margot, ihre Tochter, Olga Limburg: Renate Hiller, Maria Ford: Frau Paetzold, Wolfgang Zilzer: Walter, ihr Sohn, Hugo Werner-Kahle: Oberkonsistorialrat Kuntze, Gertrud de Lalskyseine Frau, Georgia Lind: Carola Kuntze, Ruth Albu: Liselotte Kuntze, Rolf Müller: Fritz, Kurt von Wolowski: Arthur, Sophie Pagay: Frau Müller, Arthurs Wirtin, Gerhard Dammannein Gastwirt, Hilde Schewior: Mädchen bei Hillers, Trude Lehmann: Köchin bei Kuntzes, Max Maximilianihr Bräutigam",,,,Martin Land,,,,,Karl Hasselmann,,,,,,Hansheinrich Dransmann (Kino-Musik),,,,"Carl Boese-Film Gmb: H (Berlin), National-Film Verleih- und Vertriebs-AG (Berlin)",,,Carl Boese,,,,,Walter Lichtenstein,,,,,"7 Akte, 2442 m",,stumm,,
Gesprengte Fesseln. Ein Kulturbild aus Vergangenheit und Gegenwart des schaffenden Volkes,https://www.filmportal.de/film/gesprengte-fesseln-ein-kulturbild-aus-vergangenheit-und-gegenwart-des-schaffenden-volkes,Spielfilm,1929,Deutschland,,,Otto Gülstorff,,,,,,,,,,,Kurt Stanke,,,,,,,,,,,,,"Fritz Schulz, Fritz Schultze",,,,,,,,,,,,,,
Giftgas,https://www.filmportal.de/film/giftgas_c4eac80c9b7c4c45ae632c8abd569cdc,Spielfilm,1929,Deutschland,,,August Rinaldi,,"Hans Stüwe: Arnold Horn, ein Erfinder, Lissy Arna: Ellen, Alfred Abel: Direktor Hansen, Fritz Kortner: Konzernpräsident ten Straaten, Gerhard Dammann: Arbeiter Pieter, Vera Baranowskaja: Pieters Frau, Bobby Burns: Pieters Sohn, Nico Turoff, Paul Rehkopf, Carl Goetz",,,,N. A. Zarkhi,,,,,Akos Farkas,,,,,,Werner Schmidt-Boelcke (Kino-Musik),,,,Film-Produktion Löw & Co. Gmb: H (Berlin),Paul Michael Bünger,,Michael Dubson,,,,,Walter Lichtenstein,,,"Peter Martin Lampel (Schauspiel ""Giftgas uber Berlin"")",,,"35mm, 1:1.33","s/w, stumm",,
Die Gletscherhexe,https://www.filmportal.de/film/die-gletscherhexe_a12224837a834263aeeb8fdf093bd7f1,Spielfilm,1929,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Das goldene Krönlein,https://www.filmportal.de/film/das-goldene-kroenlein_f0769e72bce0410183df756928cb5069,Spielfilm,1929,Deutschland,,,,,"Maria Forescu, Friedrich Junghenn: König, Margit Kraiger-Fürst: Königstochter, Rudolf Wolff: Hofnarr, Rudolf Steinmann: Prinz, Alfred Drowatzky-Haagen: Ritter Hartmut, Erika Piek: Edelfräulein, Mia Pfennig: Waldfee, Paul Schulz: Erster Zwerg, Robert Rüppel: Zweiter Zwerg",,,,Robert Fürst,,,,,,,"Peter A. Becker & Co. Gmb: H (Berlin), Valck & Meister (Kassel)",,,Max Kirchner,,,,,,,,Robert Fürst,,,,,,,,Robert Fürst (Märchen),,"5 Akte, 1297 m",,"s/w, stumm",,
Das Grab im Norden. Der Ruf des Nordens,https://www.filmportal.de/film/das-grab-im-norden-der-ruf-des-nordens_bd887bd8070c41b1992b061039a617bd,Spielfilm,1929,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
