Titel,Link,Genre,Jahr,Land,Aufnahmeleitung,Bauausführung,Bauten,Choreografie,Darsteller,Dialoge,Dramaturgie,Dreharbeiten,Drehbuch,Erstverleih,Garderobe,Herstellungsleitung,Idee,Kamera,Kamera-Assistenz,Kostüme,KünstlerischeOberleitung,Liedtexte,Maske,Musik,Musik-Ausführung,MusikalischeLeitung,MusikalischeVorlage,Produktionsfirma,Produktionsleitung,Produzent,Regie,Regie-Assistenz,Requisite,Schnitt,Script,Standfotos,Supervision,Ton,Vorlage,im Auftrag von,Länge,Format,Bild/Ton,Aufführung,Prüfung/Zensur
Bardame,https://www.filmportal.de/film/bardame_01cfc6eee4dc4b37b2f7fd47720717b3,Spielfilm,1922,Deutschland,,,Erich Czerwonski,,"Xenia Desni: Leontine Friese, Charlotte Ander: Hanni Schrader, Hermann Thimig: Willy Weber, Referendar, Paul Hartmann: Günther Romberg, Gutsbesitzer, Anton Edthofer: Dr. Harry Dorn, Schriftsteller, Wilhelm Diegelmann, Rudolf Lettinger, Frida Richard, Robert Scholz: Erich von Wendler, Rennstallbesitzer, Elsa Wagner, Karl Huszar-Puffy, Leonhard Haskel, Wally Koch, Lydia Potechina, Lina Paulsen, Marie von Bülow, Max Neumann, Jury Jurowsky",,,,"Johannes Guter, Kurt Hubert",,,,,"Fritz Arno Wagner, Erich Waschneck",,Vally Reinecke,,,,,,,,,,,Johannes Guter,,,,,,,,,,,,,,
Die beiden Frauen des Herzogs von Porta,https://www.filmportal.de/film/die-beiden-frauen-des-herzogs-von-porta_a629812ad36f44c6b3bf329e837a0997,Spielfilm,1922,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,Franz Seitz Sr.,,,,,,,,,,,,,,
Der bekannte Unbekannte,https://www.filmportal.de/film/der-bekannte-unbekannte_c064ce16df694cb1a0c160c885c6e50e,Spielfilm,1922,Deutschland,,,Siegfried Wroblewsky,,"Bruno Kastner: Robert Kingston, Eugen Burg: Charly, Edith Meller: Baronin Davenport, Viktor Schwanneke: Tom Bluff, Hermann Picha, Carl Lickner: Mister Dunsdale, Senta Eichstaedt: Maud, seine Frau, Olga Engl: Baronin Laroque, Heinrich Peer: Kommissar Forbes, Guido Herzfeld: Juwelier, Herbert Stock: Lord Pyrook, Hugo Döblin: Geheimrat Prof. Dr. Smith, Fritz Wulfert: Polizeichef, Siegfried Berisch: Feuerwehrhauptmann, Else Reval: Kellnerin, Valeska Stock: Magd",,,,,,,,,Julius Reinwald,,,,,,,,,,,,,Erik Lund,,,,,,,,,,,,,,
Die Bestie,https://www.filmportal.de/film/die-bestie_00f0a15ed62d4c42b2c9e7fda3ccb6c0,Spielfilm,1922,Deutschland,,,,,"Harry Schürmann, Jack Mylong-Münz, Ila Loth, Helene von Bolváry, Max Gillmann",,,,Burton George,,,,,Franz Koch,,,,,,,,,,,,,Burton George,,,,,,,,,,,,,,
Bigamie,https://www.filmportal.de/film/bigamie_b166ebe9945043f686191ce10ae0a3de,Spielfilm,1922,Deutschland,,,Siegfried Wroblewsky,,"Alfred Abel, Margit Barnay, Eduard von Winterstein, Reinhold Schünzel, Ilka Grüning, Tina de Jarque, Olga Engl, Robert Scholz, Wilhelm Diegelmann, Leonhard Haskel, Ernst Pröckl, Lil Alexander, Hermann Picha, Clementine Plessner, Friedrich Kühne, Margarete Kupfer, Emil Albes, Heinz Bernecker, Fritz Beckmann, Hermann Böttcher",,,,Toni Dathe,,,,,"Kurt Lande, Hans Männling",,,Rudolf Dworsky,,,,,,,Aafa-Film AG (Berlin),,,Rudolf Walther-Fein,,,,,,,,"Leo Tolstoi (Bühnenstück ""Živoj trup"")",,"6 Akte, 2395 m","35mm, 1:1.33","s/w, stumm",,
Das blinde Glück,https://www.filmportal.de/film/das-blinde-glueck_6de6e9267881437088a3133968668c59,Spielfilm,1922,Deutschland,,,Fritz Kraencke,,"Paul Rehkopf, Ria Jende, Theodor Loos, Maria Lyfa, Grete Reinwald, Margarete Ferida, Fritz Friedrich, Alf Blütecher, Charles Willy Kayser",,,,Iwa Raffay,,,,,,,,,,,,,,,,,,Iwa Raffay,,,,,,,,,,2005 m,,"s/w, Stumm",,
Der blinde Passagier,https://www.filmportal.de/film/der-blinde-passagier_49c6912cf1664c26a539301a6dc9ad61,Spielfilm,1922,Deutschland,,,Franz Seemann,,"Ossi Oswalda, Robert Scholz, Victor Janson, Henry Bender, Wilhelm Diegelmann, Hans Junkermann, Mizzi Schütz, Willy Allen, Heinrich Gotho, Franz Rauch, Georg Baselt",,,,Franz Rauch,,,,,Friedrich Paulmann,,,,,,,,,,Ossi Oswalda-Film (Berlin),,,Victor Janson,,,,,,,,,Universum-Film AG (UFA) (Berlin),,,,,
Das Blut der Schwester,https://www.filmportal.de/film/das-blut-der-schwester_01ed7787711f4e2c8c5a4b1573d3175d,Spielfilm,1922,Deutschland,,,Kurt Dürnhöfer,,"Ernst Rückert, Dary Holm, Jesta Berg, Fritz Hormann, Max Weydner, Adolf Satzenhofer, Hans Maurer, Else Marien-Schmidt, Ludwig ten Kloot, Clara ten Kloot",,,,Ernst Schertel,,,,,Georg Furkel,,,,,,,,,,,,,Otto Wilhelm Barth,,,,,,,,,,,,,,
Das Blut,https://www.filmportal.de/film/das-blut_d13744853930400083f1b4d812b95ad3,Spielfilm,1922,Deutschland,,,Ernst Lessing,,"Hanni Weisse: Cornelia van Veltrum, Schloßherrin, Sophie Pagay: Susanne, ihre Amme, Albert Steinrück: Johannes van Gudry, Dora Bergner: Frau von Joergens, dessen Freundin, Michael Varkonyi: Dr. Robert Kargert, Advokat, Guido Herzfeld: Pieter Last, Frida Brock: Brigitte, eine Kellnerin",,,,"Artur Landsberger, Dr. Steinthal",,,,Tilla Durieux,Curt Courant,,,,,,,,,,Artur Landsberger-Film Gmb: H (Berlin),,,Paul Legband,,,,,,,,,,"6 Akte, 2185 m","35mm, 1:1,33","s/w, stumm",,
Der böse Geist Lumpaci Vagabundus,https://www.filmportal.de/film/der-boese-geist-lumpaci-vagabundus_8aa37de1c00d4ce7b1f8f402b78b6f83,Spielfilm,1922,Deutschland,,,"Carl Ludwig Kirmse, Walter Trier (Entwürfe und Figurinen)",,"Hans Albers: Lumpaci Vagabundus, Otto Laubinger: Leim, Tischlergeselle, Fritz Hirsch: Zwirn, Schneidergeselle, Karl Etlinger: Knieriem, Schustergeselle, Otto Sauter-Sarto: Tischlermeister Hobelmann, Gisela Schönfeld: Tochter Peppi, Wilhelm Diegelmann, Lisa von Marton, Sazy von Blondel, Hermann Picha, Hans Brausewetter, Hermine Sterler, Fritz Richard, Josefine Dora, Adolphe Engers",,,,Carl Wilhelm,,,,,Willibald Gaebel,,,,,,Florian C. Reithner (2014),,,,Carl Wilhelm-Film Gmb: H (Berlin),,,Carl Wilhelm,,,,,,,,Johann Nestroy (Bühnenstück),,,"35mm, 1:1,33","s/w, ohne Ton",,
Das Brandmal des Mestizen,https://www.filmportal.de/film/das-brandmal-des-mestizen_e8687f4437c64ee091ce39770dfe85a5,Spielfilm,1922,Deutschland,,,,,"Hans Melchinger: Tom Fellow, Farmer, Hilde Ferry: Juana, seine Nichte, Walter Brandt: Ralph Shakesstown, Nachbar, Carl Bürger: Talcave, Mestize, Joe Ferry: Hata mari, König der Irokesen, sein Vater",,,,Gustav Winter,,,,,,,,,,,,,,,,,,Hans Melchinger,,,,,,,,,,,,,,
Der brennende Acker,https://www.filmportal.de/film/der-brennende-acker_9e72c2c70c1c4f908b665dbe3399787c,Spielfilm,1922,Deutschland,,,Rochus Gliese,,"Werner KraußDer alte Rog, Eugen Klöpfer: Peter Rog, Wladimir Gaidarow: Johannes Rog, Eduard von Winterstein: Graf Rudenburg, Lya de Putti: Gerda, seine Tochter, Stella Arbenina: Helga, seine Frau aus zweiter Ehe, Alfred Abel: Ludwig von Lellewel, Grete Diercks: Maria, Elsa Wagner: Magda, Emilie Unda: Die alte Magd, Leonie Taliansky: Gerdas Zofe, Georg John: Großknecht, Emilie Kurz: Großmagd, Robert Leffler: Diener, Eugen Rex: Ackerkäufer, Hellmuth Bergmann: Kutscher, Leonhard Haskel: Pferdehändler, Gustav Botz: Sachverständiger Professor Butkin, Harry Frank, Rolf Prasch, Olga Engl, Magnus Stifter, Adolf Klein, Albert Patry",,,,"Thea von Harbou, Willy Haas, Arthur Rosen",,,,,"Fritz Arno Wagner (1. Hälfte), Karl Freund (2. Hälfte)",Robert Baberske,Rochus Gliese,,,,Alexander Schirmann (Bei der Uraufführung),,,,"Deulig-Film Gmb: H (Berlin), Goron-Film Gmb: H (Berlin)",,,F. W. Murnau,,,,,,,,,,"6 Akte, 2646 m","35mm, 1:1,33","s/w, Ohne Ton",,
Brennendes Land,https://www.filmportal.de/film/brennendes-land_679e6d1a8fdb411a9ce5a48ebef770e2,Spielfilm,1922,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,N. N.,,,,,,,,,,"5 Akte, 1726 m",,"s/w, Stumm",,
Brigantenrache,https://www.filmportal.de/film/brigantenrache_8965cb8bd5a14401b35d77bae8f8bdac,Spielfilm,1922,Deutschland,,,,,"Asta Nielsen: Anica, Bruno Decarli: Ruggiero, Walther Brügmann: Danilo, Margit Barnay",,,,Julius Urgiß,,,,,Otto Kanturek,,,,,,,,,,,,,Reinhard Bruck,,,,,,,,Konrad Telmann (Novelle),,"6 Akte, 1903 m","35mm, 1:1,33","s/w, stumm",,
Brudermord,https://www.filmportal.de/film/brudermord_bf44f3a9b4c9459c81f06b32ec63510a,Spielfilm,1922,Deutschland,,,Mathieu Oostermann,,"Martha Orlanda, Victor Colani, Lilly Flohr, Robert Scholz: Dr. Harry Kellerburg, Wilhelm Kaiser-Heyl: Prof. Varnhagen",,,,Jane Bess,,,,,Eugen Hamm,,,,,,,,,,Hegewald-Film Gmb: H (Leipzig),,,Wolfgang Neff,,,,,,,,,,"6 Akte, 1779 m","35mm, 1:1.33","s/w, stumm",,"Zensur (DE): 22.01.1922, B.05181, Jugendverbot"
Die büßende Magdalena,https://www.filmportal.de/film/die-buessende-magdalena_ac88744bfac74448b87a186ffc1e5c5d,Spielfilm,1922,Deutschland,,,"Erich Oppermann, Rudolf Werder (Künstl. Beirat)",,"Kurt Schönert: Wirt, Else Bommeyseine Frau, Vally Vera: Magdalena, deren Tochter, Alwin Helgon: Schmied, Paul Hardtmuthsein Geselle, Rolf Roussel: Graf, Alberta Luzell: Gräfin",,,,Paul Beyer,,,,,Kurt Lande,,,,,,,,,,,,,Rudi Bach,,,,,,,,,,,,,,
Bummellotte,https://www.filmportal.de/film/bummellotte_4130b0d88ec844a8946bd7027a7a4c1f,Spielfilm,1922,Deutschland,,,Mathieu Oostermann,,"Maria Zelenka: Lotte, Robert Scholz, Karl Elzer: Herr Kosemann, Karl Falkenberg: Hochstapler Mr. Lengforth, Lina Salten: Justizratstochter, Maria Forescu: Frau Baum, Henri Peters-Arnolds: Henry",,,,Jane Bess,,,,,Marius Holdt,,,,,,,,,,Hegewald-Film Gmb: H (Leipzig),,,Wolfgang Neff,,,,,,,,,,"6 Akte, 1711 m","35mm, 1:1.33","s/w, stumm",,
Christoph Columbus,https://www.filmportal.de/film/christoph-columbus_a995831b73ec47e196edc91b96bdde81,Spielfilm,1922,Deutschland,,,"Bela Malnay, Alfred Columbus",,"Albert Bassermann: Columbus, Else Bassermann: Ehefrau des Columbus, Franz Szechy: Diego, deren Sohn, Ernst Stahl-Nachbaur: Herzog von Medina-Celli, Carola Toelle: Maria, Tochter des Herzogs, Emerich Pethes: König Ferdinand II., der Katholische, Tamara Duvan: Königin Isabella, Ludwig Rethey: Prior van la Rabida, Arpad Odry",,,,,,,,,"Mutz Greenbaum, Karl Attenberger, Eugen Hamm",,,,,,,,,,Film-Handel Gmb: H (Berlin),,,Márton Garas,,,,,,,,,,"6 Akte, 2478 m","35mm, 1:1,33","s/w, stumm",,
Die Dame in Grau,https://www.filmportal.de/film/die-dame-in-grau_b4bf2dd4b2f445528fd6cc51857dbeda,Spielfilm,1922,Deutschland,,,,,"Sylvester Schäffer jun., Paul Hansen, Joe Stöckel, Lili Dominici, Walter Doerry, Rio Nobile, Else Bodenheim",,,,Peter Heuser,,,,,Adolf Otto Weitzenberg,,,,,,,,,,,,,Josef Stein,,,,,,,,,,,,,,
Die Dame und ihr Friseur,https://www.filmportal.de/film/die-dame-und-ihr-friseur_3b77bf08a1ad4f789dab0f5e519bbfd6,Spielfilm,1922,Deutschland,,,,,"Aenne Ullstein, Eugen Rex: Titular-Friseur, Hans Junkermann: Bankier Markus, Heinrich Peer, Maly Delschaft, Hermann Picha: Theaterfriseur, Hugo Döblin: Papierhändler Hollmann, Paul Bildt: Beamter",,,,"Paul Merzbach, Heinz Ullstein",,,,,,,,,,,,,,,"Heinz Ullstein-Film Gmb: H, Berlin (Richard Oswald-Film AG (Berlin)",,,Heinz Ullstein,,,,,,,,,Bios-Film AG (Berlin) (a: DP),,,,,
Das kommt vom Sekt,https://www.filmportal.de/film/das-kommt-vom-sekt_064019323ed0492a8c21852d0ad2a4a9,Spielfilm,1922,Deutschland,,,,,"Frederik Buch: Knoppchen, Stadtverordneter, Leo Peukert: Professor Rehbein, Gertrud Rottenberg: Milli, Knoppchens Tochter, Gustav Rudolph: Emanuel Kuhlenich, Leona Bergere: Malwine, verw. Strietzel, seine Frau",,,,,,,,,,,,,,,,,,,BB-Film-Fabrikation (Berlin),,,Heinrich Bolten-Baeckers (?),,,,,,,,,,,,,,
Deportiert,https://www.filmportal.de/film/deportiert_b01949e05f254eedab2b4388156d26c8,Spielfilm,1922,Deutschland,,,,,Michael Bohnen,,,,,,,,,,,,,,,,,,,,,,Lothar Mendes,,,,,,,,,,,,,,
Der Väter Sünden,https://www.filmportal.de/film/der-vaeter-suenden_3457e77de07948ba95f21da132f240f6,Spielfilm,1922,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,Kopp-Filmwerke (München),,,,,,,,,,,,,,,,,
Des Nächsten Weib,https://www.filmportal.de/film/des-naechsten-weib_7e23b05a119648ea8e69b87f4d8aba5e,Spielfilm,1922,Deutschland,,,,,Ernst Rückert,,,,,,,,,,,,,,,,,,,,,,"Josef Berger (?), Franz Seitz Sr.",,,,,,,,,,,,,,
Das Diadem der Zarin,https://www.filmportal.de/film/das-diadem-der-zarin_95128cd6da224dc48d6be4d988b33089,Spielfilm,1922,Deutschland,,,Wreschinski,,"Eduard von Winterstein, Dora Bergner, Carl Auen, Alwin Neuß, Lilly Flohr, Rudolf Klein-Rohden, Harry Lamberts-Paulsen",,,,Richard Löwenbein,,,,,Conrad Wienecke,,,,,,,,,,,,,Richard Löwenbein,,,,,,,,,,"5 Akte, 1729 m","35mm, 1:1.33","s/w, stumm",,
Der Diamantenräuber,https://www.filmportal.de/film/der-diamantenraeuber_a55dc953572e424aacac24e7ca1dbe65,Spielfilm,1922,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Die siebente Nacht,https://www.filmportal.de/film/die-siebente-nacht_fa86f37ec2ce4d09b3b59286b84f0da4,Spielfilm,1922,Deutschland,,,E. H. Zirkel,,"Margit Barnay: Miß Maud, reiche Amerikanerin, Adele Sandrock: Frau Müller, Evi Eva: Anni, ihre Tochter, Ilka Grüning: Frau Freese, Carl Günther: Fürst von Schliefen, Fred Immler: Anton Freese, Mechaniker, Franz Krupkat: Franz Freese, Rennfahrer, Karl Saldow: Kurt Wenzel, Rennfahrer, Walter Rütt: Walter Rütt, Rennfahrer, Ernst Kaufmann: Ernst Kaufmann, Rennfahrer",,,,,,,,,Willy Großstück,,,,,,,,,,,,,Arthur Teuber,,,,,,,,,,,,,,
Die vom Zirkus,https://www.filmportal.de/film/die-vom-zirkus_64a6edd09e994251a2e6bf6ce1ad3cc9,Spielfilm,1922,Deutschland,,,August Rinaldi,,"Tony Ebärg: Gina Möhrling, Anita Berber: Tatja, Charles Willy Kayser: Student jur. Georg Osten, Karl Harbacher: Pipin, Kammerdiener, Hans Tillo: Fred Brandes, Eduard von Winterstein, Rudolf del Zopp, Eugen Burg, Ernst Pittschau, Heinrich Peer, Julius Markov",,,,"William Kahn, Robert Heymann",,,,,Ivar Petersen,,,,,,,,,,William Kahn-Film Gmb: H (Berlin),,,William Kahn,,,,,,,,,,,,,,
Divankatzen,https://www.filmportal.de/film/divankatzen_be428ceabb774ecbbc0505c56f3d816f,Spielfilm,1922,Deutschland,,,"Franz Schroedter, Willy Zierath",,"Hugo Müller: Schmiedemeyer, Victor Costa, Herma van Delden: Frau Schmiedemeyer, Ellen Isenta: Madame, Max Zilzer: Monsieur, Heddi Rehs: Friedelchen, Karl Beckersachs: Dr. Crammon, Carl Auen: Dr. Römer",,,,Marie-Louise Droop,,,,,Joseph Rona,,,,,,,,,,Hegewald-Film Gmb: H (Leipzig),,,Wolfgang Neff,,,,,,,,,,,,,,
Dolores,https://www.filmportal.de/film/dolores_4b3550ded8164a27915a45975c16c133,Spielfilm,1922,Deutschland,,,Mathieu Oostermann (innen),,"Rita Clermont, Karl Beckersachs, Sadjah Gezza, Georges Blanvalet: Tanz",,,,Oskar Schubert-Stevens,,,,,George Greenbaum,,,,,,,,,,,,,Carl Boese,,,,,,,,,,,,,,
Don Juan,https://www.filmportal.de/film/don-juan_db10c0f5749a4a88ad015459eb509ec7,Spielfilm,1922,Deutschland,,,"Michl Fingesten, Georg Meyer",,"Hans Adalbert Schlettow: Don Juan, Margarete Lanner: Donna Anna, Hermann Wlach: Don Octavio, Vilma Aknay: Conchita, Inez Allegri: Donna Elvira, Margit Barnay: Prinzessin, Julius Falkenstein: Prinz, Willy Favart: Don Diego, Hans Hermann SchaufußLeporello, Julius Kobler: Notar, Emil Mamelok: Comtur, Gert Sascha: Hofmarschall, Emil Stettner: Hofmeister, Arthur Wellin: Pfarrer",,,,Willy Rath,,,,,Hans Kämpfe,,Ernö Metzner,,,,,,,,,,,"Albert Heine, Robert Land",,,,,,,,,,,,,,
Dorflumpen,https://www.filmportal.de/film/dorflumpen_c28d6c4a27474c33950da71748352e7e,Spielfilm,1922,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35mm, 1:1.33","s/w, stumm",,
"Dr. Mabuse, der Spieler (2 Teile)",https://www.filmportal.de/film/dr-mabuse-der-spieler-2-teile_4aabe2757acb4247a432f6a3b1da47a1,Spielfilm,1922,Deutschland,,,"Otto Hunte, Carl Stahl-Urach (begonnen. 1.Teil), Erich Kettelhut (Assistenz), Karl Vollbrecht (Assistenz)",,"Rudolf Klein-Rogge: Dr. Mabuse, Bernhard Goetzke: Staatsanwalt  von Wenk, Alfred Abel: Graf Told, Aud Egede-Nissen: Tänzerin Cara Carozza, Gertrud Welcker: Gräfin Dusy Told, Paul Richter: Edgar Hull, Hans Adalbert Schlettow: Mabuses Chauffeur Georg, Georg John: Mabuses Diener Pesch, Grete Berger: Mabuses Dienerin Fine, Julius Falkenstein: Wenks Freund Karsten, Robert Forster-Larrinaga: Mabuses Sekretär Spoerri, Karl Huszar-Puffy: Falschmünzer Hawasch, Julius E. Herrmann: Proprietär Schramm, Karl Platen: Tolds Diener, Anita Berber: Tänzerin im Frack, Lydia Potechina: Russin, Paul Biensfeldt: Mann mit Revolver, Heinrich Gotho: Mann im Publikum, Edgar Pauly: Dicker Zuschauer, Max Adalbert, Adele Sandrock, Gustav Botz, Julietta Brandt, Leonhard Haskel, Erner Hübsch, Gottfried Huppertz, Hans Junkermann, Adolf Klein, Erich Pabst, Auguste Prasch-Grevenberg, Hans Sternberg, Olaf Storm, Erich Walter, Ilse Arkow",,,,"Thea von Harbou, Fritz Lang (ungenannt)",,,,,Carl Hoffmann,Bruno Timm,Vally Reinecke,,,,Konrad Elfers (1964),,,,Uco-Film Gmb: H (Berlin),,,Fritz Lang,,,,,,,,Norbert Jacques (Roman),,"6 Akte, 2531 m",35mm,"s/w, stumm",,"Zensur (DE): 20.05.1922, B.27.22., Jugendverbot"
